"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","Chain","Model","Cluster_plt","Ontology"
"204","K3
(68)","BP","GO:0000278","mitotic cell cycle",0.602941176470588,"142/549",1.0844826812298e-10,4.96693068003247e-08,3.77856597354803e-08,"850768/853752/855459/850540/855099/853773/851197/852819/854370/852099/856736/853100/852787/855636/854249/851957/850639/852274/856577/852249/856263/856648/853513/855859/850447/853010/853880/854889/852180/853539/851533/851925/850345/854085/850822/854974/854223/854700/853729/853283/852258",41,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"205","K3
(68)","BP","GO:0007049","cell cycle",0.735294117647059,"210/549",2.96744211485847e-10,6.79544244302589e-08,5.16959652641133e-08,"850768/853752/855459/850540/852578/853824/855099/853773/855979/852700/851197/852819/854370/852099/856736/853100/852787/855636/854249/851957/850639/852274/856577/855555/852249/856263/856648/856738/850734/853513/855859/850447/853010/853880/854889/852180/853539/851533/851925/850345/854945/854085/850822/854974/854223/854700/853729/852673/853283/852258",50,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"206","K3
(68)","CC","GO:0099080","supramolecular complex",0.323529411764706,"43/550",5.82688973587405e-11,4.16383967559903e-09,2.56781181482981e-09,"853773/851197/852819/854370/852099/856736/853100/852787/856577/852249/856263/856648/856738/850734/855859/850447/853010/854889/853539/851533/854085/854223",22,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"207","K3
(68)","CC","GO:0005856","cytoskeleton",0.441176470588235,"79/550",8.41179732444248e-11,4.16383967559903e-09,2.56781181482981e-09,"853824/855979/851197/852819/854370/852099/856736/852787/851957/850639/856577/855555/852249/856263/856648/850734/853513/855859/850447/853010/854889/853539/851533/850345/854085/854223/854700/853729/852499/854294",30,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"208","K3
(68)","CC","GO:0000794","condensed nuclear chromosome",0.279411764705882,"36/550",8.47606462748754e-10,2.6246306590626e-08,1.61859200665211e-08,"850540/855099/853773/851197/852819/854370/853100/852787/855636/856648/856738/850734/855859/850447/853010/852180/851533/851925/854085",19,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"209","K3
(68)","CC","GO:0005874","microtubule",0.220588235294118,"29/550",1.07970590430093e-07,6.28769908975247e-07,3.87758157581758e-07,"852819/854370/852099/856736/856577/852249/856263/856648/850734/855859/853010/854889/853539/854085/854223",15,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"210","K3
(68)","CC","GO:0099081","supramolecular polymer",0.220588235294118,"29/550",1.07970590430093e-07,6.28769908975247e-07,3.87758157581758e-07,"852819/854370/852099/856736/856577/852249/856263/856648/850734/855859/853010/854889/853539/854085/854223",15,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"211","K3
(68)","CC","GO:0099512","supramolecular fiber",0.220588235294118,"29/550",1.07970590430093e-07,6.28769908975247e-07,3.87758157581758e-07,"852819/854370/852099/856736/856577/852249/856263/856648/850734/855859/853010/854889/853539/854085/854223",15,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"212","K3
(68)","CC","GO:0099513","polymeric cytoskeletal fiber",0.220588235294118,"29/550",1.07970590430093e-07,6.28769908975247e-07,3.87758157581758e-07,"852819/854370/852099/856736/856577/852249/856263/856648/850734/855859/853010/854889/853539/854085/854223",15,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"213","K3
(68)","CC","GO:0005816","spindle pole body",0.235294117647059,"37/550",9.07525513191044e-07,4.72868556873228e-06,2.91614846343937e-06,"853824/855979/854370/856736/852787/851957/856577/856263/850734/853513/855859/853010/854889/851533/854085/854700",16,"K3 (68)","Bayesian",2,"Bayesian: chain 2",3,"ALL"
"214","K5
(40)","BP","GO:0006811","ion transport",0.15,"12/549",6.88230790801118e-05,0.0211286852775943,0.0207193690704337,"851246/856279/856272/851597/854214/852343",6,"K5 (40)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"215","K5
(40)","CC","GO:0071944","cell periphery",0.45,"111/550",0.000190806387592902,0.0111845334107809,0.00968680441973028,"852359/851625/855548/855293/855023/853760/853766/856729/854804/856279/856049/856272/851597/853045/854214/852343/853281/854183",18,"K5 (40)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"216","K5
(40)","CC","GO:0005886","plasma membrane",0.3,"57/550",0.000283152744576731,0.0111845334107809,0.00968680441973028,"851625/855548/855293/855023/856279/856049/856272/851597/853045/854214/852343/854183",12,"K5 (40)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"217","K5
(40)","CC","GO:0031224","intrinsic component of membrane",0.45,"128/550",0.00134634824100408,0.0275066939693915,0.0238232526050693,"852359/851625/852825/855023/851246/853766/856729/854804/856279/856049/856272/851004/851597/853045/854214/855295/852343/854052",18,"K5 (40)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"218","K5
(38)","MF","GO:0015075","ion transmembrane transporter activity",0.131578947368421,"12/546",0.000694985282257951,0.0229794989633565,0.0229794989633565,"855023/851246/856279/851597/852343",5,"K5 (38)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"219","K5
(38)","MF","GO:0005215","transporter activity",0.157894736842105,"19/546",0.00106059225984722,0.0229794989633565,0.0229794989633565,"855023/851246/856279/856049/851597/852343",6,"K5 (38)","Bayesian",2,"Bayesian: chain 2",5,"ALL"
"220","K6
(32)","BP","GO:0045859","regulation of protein kinase activity",0.1875,"17/549",0.000190855575137395,0.0351775538491181,0.0299896360939576,"856237/855427/853252/855239/856236/855418",6,"K6 (32)","Bayesian",2,"Bayesian: chain 2",6,"ALL"
"221","K6
(32)","BP","GO:0043549","regulation of kinase activity",0.1875,"18/549",0.000274448511235212,0.0351775538491181,0.0299896360939576,"856237/855427/853252/855239/856236/855418",6,"K6 (32)","Bayesian",2,"Bayesian: chain 2",6,"ALL"
"222","K6
(32)","BP","GO:0001932","regulation of protein phosphorylation",0.1875,"20/549",0.0005265865709803,0.0351775538491181,0.0299896360939576,"856237/855427/853252/855239/856236/855418",6,"K6 (32)","Bayesian",2,"Bayesian: chain 2",6,"ALL"
"223","K6
(32)","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",0.15625,"14/549",0.000675187155601453,0.0351775538491181,0.0299896360939576,"856237/855427/853252/855239/856236",5,"K6 (32)","Bayesian",2,"Bayesian: chain 2",6,"ALL"
"224","K6
(32)","CC","GO:0000131","incipient cellular bud site",0.1875,"19/550",0.00038072260761691,0.0331228668626712,0.0316600905281431,"851904/853136/855427/853102/854666/856458",6,"K6 (32)","Bayesian",2,"Bayesian: chain 2",6,"ALL"
"225","K9
(7)","BP","GO:0006091","generation of precursor metabolites and energy",0.571428571428571,"12/549",4.46627206728369e-06,0.000642424670445394,0.000576201510707797,"854556/854529/850317/850614",4,"K9 (7)","Bayesian",2,"Bayesian: chain 2",9,"ALL"
"226","K9
(7)","BP","GO:0032787","monocarboxylic acid metabolic process",0.571428571428571,"14/549",8.95150958891321e-06,0.000642424670445394,0.000576201510707797,"854556/854529/850317/850614",4,"K9 (7)","Bayesian",2,"Bayesian: chain 2",9,"ALL"
"227","K9
(7)","BP","GO:0009117","nucleotide metabolic process",0.571428571428571,"15/549",1.21521189013885e-05,0.000642424670445394,0.000576201510707797,"854529/852846/850317/850614",4,"K9 (7)","Bayesian",2,"Bayesian: chain 2",9,"ALL"
"228","K9
(7)","BP","GO:0019637","organophosphate metabolic process",0.714285714285714,"35/549",1.5205317643678e-05,0.000642424670445394,0.000576201510707797,"854529/851539/852846/850317/850614",5,"K9 (7)","Bayesian",2,"Bayesian: chain 2",9,"ALL"
"229","K9
(7)","BP","GO:0006753","nucleoside phosphate metabolic process",0.571428571428571,"17/549",2.09991964773353e-05,0.000709772840933934,0.000636607219523429,"854529/852846/850317/850614",4,"K9 (7)","Bayesian",2,"Bayesian: chain 2",9,"ALL"
"230","K10
(15)","BP","GO:0000082","G1/S transition of mitotic cell cycle",0.4,"26/549",2.33085597100867e-05,0.00177341310801896,0.00143831606690063,"856847/853952/855407/853003/855743/854232",6,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"231","K10
(15)","BP","GO:0044843","cell cycle G1/S phase transition",0.4,"26/549",2.33085597100867e-05,0.00177341310801896,0.00143831606690063,"856847/853952/855407/853003/855743/854232",6,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"232","K10
(15)","BP","GO:0000083","regulation of transcription involved in G1/S transition of mitotic cell cycle",0.333333333333333,"17/549",3.77922558586167e-05,0.00177341310801896,0.00143831606690063,"856847/853952/855407/855743/854232",5,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"233","K10
(15)","BP","GO:0009889","regulation of biosynthetic process",0.666666666666667,"102/549",4.36085190496467e-05,0.00177341310801896,0.00143831606690063,"856847/853952/855447/855217/855407/853003/855448/855743/854554/854232",10,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"234","K10
(15)","BP","GO:0010556","regulation of macromolecule biosynthetic process",0.666666666666667,"102/549",4.36085190496467e-05,0.00177341310801896,0.00143831606690063,"856847/853952/855447/855217/855407/853003/855448/855743/854554/854232",10,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"235","K10
(15)","BP","GO:0000278","mitotic cell cycle",0.733333333333333,"142/549",0.000128175368555163,0.00312747899274598,0.00253652308298639,"856847/853952/856554/855407/853003/855448/852119/854555/855743/854554/854232",11,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"236","K10
(15)","BP","GO:2000112","regulation of cellular macromolecule biosynthetic process",0.6,"100/549",0.000303793660990333,0.00644560493776705,0.00522766923339174,"856847/853952/855217/855407/853003/855448/855743/854554/854232",9,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"237","K10
(15)","BP","GO:0007049","cell cycle",0.733333333333333,"210/549",0.00569938996393682,0.0387471513888501,0.0314256447847447,"856847/853952/856554/855407/853003/855448/852119/854555/855743/854554/854232",11,"K10 (15)","Bayesian",2,"Bayesian: chain 2",10,"ALL"
"238","K12
(25)","BP","GO:0042254","ribosome biogenesis",0.56,"22/549",5.56133820868073e-16,1.35140518470942e-13,1.28788884832606e-13,"854221/852569/853048/853784/851497/853956/856553/855408/851924/850982/854021/856228/851403/851656",14,"K12 (25)","Bayesian",2,"Bayesian: chain 2",12,"ALL"
"239","K12
(25)","BP","GO:0022613","ribonucleoprotein complex biogenesis",0.56,"23/549",1.39359001667098e-15,1.69321187025524e-13,1.61363054561903e-13,"854221/852569/853048/853784/851497/853956/856553/855408/851924/850982/854021/856228/851403/851656",14,"K12 (25)","Bayesian",2,"Bayesian: chain 2",12,"ALL"
"240","K12
(25)","BP","GO:0006364","rRNA processing",0.48,"17/549",2.07201419678023e-14,1.25874862454399e-12,1.19958716655697e-12,"854221/853048/853784/853956/856553/855408/851924/850982/854021/856228/851403/851656",12,"K12 (25)","Bayesian",2,"Bayesian: chain 2",12,"ALL"
"241","K12
(25)","BP","GO:0016072","rRNA metabolic process",0.48,"17/549",2.07201419678023e-14,1.25874862454399e-12,1.19958716655697e-12,"854221/853048/853784/853956/856553/855408/851924/850982/854021/856228/851403/851656",12,"K12 (25)","Bayesian",2,"Bayesian: chain 2",12,"ALL"
"242","K12
(25)","BP","GO:0034470","ncRNA processing",0.52,"22/549",3.73344184198789e-14,1.81445273520611e-12,1.72917306365755e-12,"854221/853996/853048/853784/853956/856553/855408/851924/850982/854021/856228/851403/851656",13,"K12 (25)","Bayesian",2,"Bayesian: chain 2",12,"ALL"
"243","K13
(12)","BP","GO:0070783","growth of unicellular organism as a thread of attached cells",0.333333333333333,"15/549",0.000158376933506254,0.0235787345451787,0.0232822157595616,"856861/856546/851067/852377",4,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"244","K13
(12)","BP","GO:0044182","filamentous growth of a population of unicellular organisms",0.333333333333333,"16/549",0.000208661367656449,0.0235787345451787,0.0232822157595616,"856861/856546/851067/852377",4,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"245","K13
(12)","BP","GO:0030447","filamentous growth",0.333333333333333,"19/549",0.000428703283971311,0.0301370819191603,0.0297580874096972,"856861/856546/851067/852377",4,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"246","K13
(12)","BP","GO:0045229","external encapsulating structure organization",0.416666666666667,"38/549",0.000677533399904559,0.0301370819191603,0.0297580874096972,"852856/856861/850992/856546/855438",5,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"247","K13
(12)","BP","GO:0071555","cell wall organization",0.416666666666667,"38/549",0.000677533399904559,0.0301370819191603,0.0297580874096972,"852856/856861/850992/856546/855438",5,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"248","K13
(12)","CC","GO:0030427","site of polarized growth",0.5,"67/550",0.00134586113671474,0.0269197028076651,0.0236137743926887,"851430/852932/856861/850992/855438/851067",6,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"249","K13
(12)","CC","GO:0005933","cellular bud",0.5,"73/550",0.00215667612408069,0.0269197028076651,0.0236137743926887,"851430/852932/856861/850992/855438/851067",6,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"250","K13
(12)","CC","GO:0005618","cell wall",0.333333333333333,"30/550",0.00263686252485352,0.0269197028076651,0.0236137743926887,"852856/853367/850992/856546",4,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"251","K13
(12)","CC","GO:0009277","fungal-type cell wall",0.333333333333333,"30/550",0.00263686252485352,0.0269197028076651,0.0236137743926887,"852856/853367/850992/856546",4,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"252","K13
(12)","CC","GO:0071944","cell periphery",0.583333333333333,"111/550",0.00371100254895943,0.0286277339491156,0.0251120473237856,"852856/852932/853367/850992/856546/855438/851067",7,"K13 (12)","Bayesian",2,"Bayesian: chain 2",13,"ALL"
"253","K15
(21)","BP","GO:0006974","cellular response to DNA damage stimulus",0.761904761904762,"81/549",1.42111184130207e-10,4.2633355239062e-08,2.57296038635742e-08,"851399/853500/856305/851671/851266/850297/850793/855621/855950/852385/851561/853747/854063/850880/855404/851691",16,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"254","K15
(21)","BP","GO:0006260","DNA replication",0.619047619047619,"51/549",9.78654096738537e-10,1.36971832771931e-07,8.26637025851652e-08,"853500/852245/856305/851671/851266/850297/850793/855621/855950/852385/853747/854063/855404",13,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"255","K15
(21)","BP","GO:0033554","cellular response to stress",0.80952380952381,"110/549",1.36971832771931e-09,1.36971832771931e-07,8.26637025851652e-08,"851399/853500/856305/851671/853327/851266/850297/850793/855621/855950/852385/851561/853747/854063/850880/855404/851691",17,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"256","K15
(21)","BP","GO:0006261","DNA-dependent DNA replication",0.571428571428571,"47/549",6.31712869889549e-09,3.74372836912028e-07,2.25937291048663e-07,"853500/852245/856305/851671/851266/850297/850793/855621/855950/852385/854063/855404",12,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"257","K15
(21)","BP","GO:0006950","response to stress",0.80952380952381,"121/549",7.13182961457888e-09,3.74372836912028e-07,2.25937291048663e-07,"851399/853500/856305/851671/853327/851266/850297/850793/855621/855950/852385/851561/853747/854063/850880/855404/851691",17,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"258","K15
(21)","BP","GO:0006348","chromatin silencing at telomere",0.238095238095238,"21/549",0.00068048394264834,0.00408290365589004,0.00246406817127399,"853327/850297/850793/852385/852228",5,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"259","K15
(21)","BP","GO:0000724","double-strand break repair via homologous recombination",0.238095238095238,"29/549",0.00324594499141576,0.0131592364516855,0.00794171463049091,"853500/851266/850793/851561/855404",5,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"260","K15
(21)","BP","GO:0007049","cell cycle",0.666666666666667,"210/549",0.00683829552370098,0.0235803293920723,0.0142309356331103,"851399/856305/851671/851266/850297/850793/855621/855950/852385/851561/854063/854786/855404/851691",14,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"261","K15
(21)","CC","GO:0032993","protein-DNA complex",0.285714285714286,"30/550",0.00048163260189913,0.00182332342147528,0.000977750394832819,"853500/852245/851266/850793/855621/855404",6,"K15 (21)","Bayesian",2,"Bayesian: chain 2",15,"ALL"
"262","K21
(6)","CC","GO:0005886","plasma membrane",0.666666666666667,"57/550",0.00133680285108003,0.0467880997878012,0.0464363095638327,"850812/856664/856492/851663",4,"K21 (6)","Bayesian",2,"Bayesian: chain 2",21,"ALL"
"263","K22
(12)","BP","GO:2000112","regulation of cellular macromolecule biosynthetic process",0.666666666666667,"100/549",0.000246104864365621,0.00207008456448033,0.00110914915024314,"855861/851457/855976/851811/851810/852283/852294/854150",8,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"264","K22
(12)","BP","GO:0009889","regulation of biosynthetic process",0.666666666666667,"102/549",0.000285581080641488,0.00207008456448033,0.00110914915024314,"855861/851457/855976/851811/851810/852283/852294/854150",8,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"265","K22
(12)","BP","GO:0010556","regulation of macromolecule biosynthetic process",0.666666666666667,"102/549",0.000285581080641488,0.00207008456448033,0.00110914915024314,"855861/851457/855976/851811/851810/852283/852294/854150",8,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"266","K22
(12)","BP","GO:0006974","cellular response to DNA damage stimulus",0.5,"81/549",0.00381571582079747,0.0111549913592884,0.0059768327339952,"851457/851811/852295/851810/855700/852283",6,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"267","K22
(12)","BP","GO:0033554","cellular response to stress",0.5,"110/549",0.0183876259213361,0.0408205295453662,0.0218715971485366,"851457/851811/852295/851810/855700/852283",6,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"268","K22
(12)","CC","GO:0000786","nucleosome",0.833333333333333,"11/550",1.12550536792708e-18,2.92631395661041e-17,7.10845495532894e-18,"855701/855976/852284/851811/852295/851810/855700/852283/852294/854150",10,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"269","K22
(12)","CC","GO:0044815","DNA packaging complex",0.833333333333333,"13/550",2.90659200478621e-17,3.77856960622207e-16,9.17871159406172e-17,"855701/855976/852284/851811/852295/851810/855700/852283/852294/854150",10,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"270","K22
(12)","CC","GO:0000788","nuclear nucleosome",0.75,"10/550",1.84214049189066e-16,1.59652175963857e-15,3.8781905092435e-16,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"271","K22
(12)","CC","GO:0000790","nuclear chromatin",0.833333333333333,"30/550",2.88019367039368e-12,1.49770070860472e-11,3.63813937312886e-12,"855701/855976/852284/851811/852295/851810/855700/852283/852294/854150",10,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"272","K22
(12)","CC","GO:0032993","protein-DNA complex",0.833333333333333,"30/550",2.88019367039368e-12,1.49770070860472e-11,3.63813937312886e-12,"855701/855976/852284/851811/852295/851810/855700/852283/852294/854150",10,"K22 (12)","Bayesian",2,"Bayesian: chain 2",22,"ALL"
"273","K24
(17)","CC","GO:0012505","endomembrane system",0.764705882352941,"92/550",5.02943705760791e-08,3.87266653435809e-06,3.38825233354638e-06,"852129/856595/853434/854499/853690/852130/852857/855458/854170/851464/852303/850519/854914",13,"K24 (17)","Bayesian",2,"Bayesian: chain 2",24,"ALL"
"274","K24
(17)","CC","GO:0031090","organelle membrane",0.705882352941177,"89/550",5.09632394650721e-07,1.96208471940528e-05,1.71665648724453e-05,"852129/856595/853434/854499/853690/852857/855458/851464/852543/852303/850519/854914",12,"K24 (17)","Bayesian",2,"Bayesian: chain 2",24,"ALL"
"275","K24
(17)","CC","GO:0005783","endoplasmic reticulum",0.588235294117647,"61/550",1.45273403949269e-06,3.7286840346979e-05,3.26227994833446e-05,"856595/854499/853690/852130/852857/855458/854170/851464/850519/854914",10,"K24 (17)","Bayesian",2,"Bayesian: chain 2",24,"ALL"
"276","K24
(17)","CC","GO:0031224","intrinsic component of membrane",0.764705882352941,"128/550",3.53610499980189e-06,4.90108335527061e-05,4.28802918301188e-05,"856595/853434/854499/853690/852857/855458/854170/851464/855416/852543/852303/850519/854914",13,"K24 (17)","Bayesian",2,"Bayesian: chain 2",24,"ALL"
"277","K24
(17)","CC","GO:0005789","endoplasmic reticulum membrane",0.470588235294118,"38/550",3.81902599111995e-06,4.90108335527061e-05,4.28802918301188e-05,"856595/854499/853690/852857/855458/851464/850519/854914",8,"K24 (17)","Bayesian",2,"Bayesian: chain 2",24,"ALL"
"278","K30
(2)","CC","GO:0005874","microtubule",1,"29/550",0.00268918695148203,0.0154628249710217,0.00990753087388118,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"279","K30
(2)","CC","GO:0099081","supramolecular polymer",1,"29/550",0.00268918695148203,0.0154628249710217,0.00990753087388118,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"280","K30
(2)","CC","GO:0099512","supramolecular fiber",1,"29/550",0.00268918695148203,0.0154628249710217,0.00990753087388118,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"281","K30
(2)","CC","GO:0099513","polymeric cytoskeletal fiber",1,"29/550",0.00268918695148203,0.0154628249710217,0.00990753087388118,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"282","K30
(2)","CC","GO:0005816","spindle pole body",1,"37/550",0.00441132637853949,0.0178495335872385,0.0114367720925098,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"283","K30
(2)","CC","GO:0099080","supramolecular complex",1,"43/550",0.00598112270243417,0.019652260307998,0.0125918372682825,"855597/855533",2,"K30 (2)","Bayesian",2,"Bayesian: chain 2",30,"ALL"
"284","K33
(3)","MF","GO:0003924","GTPase activity",0.666666666666667,"10/546",0.0008984539475635,0.00620615218564491,0.00373302387106461,"854938/856753",2,"K33 (3)","Bayesian",2,"Bayesian: chain 2",33,"ALL"
"285","K33
(3)","MF","GO:0001883","purine nucleoside binding",0.666666666666667,"13/546",0.00155153804641123,0.00620615218564491,0.00373302387106461,"854938/856753",2,"K33 (3)","Bayesian",2,"Bayesian: chain 2",33,"ALL"
"286","K33
(3)","MF","GO:0005525","GTP binding",0.666666666666667,"13/546",0.00155153804641123,0.00620615218564491,0.00373302387106461,"854938/856753",2,"K33 (3)","Bayesian",2,"Bayesian: chain 2",33,"ALL"
"287","K33
(3)","MF","GO:0019001","guanyl nucleotide binding",0.666666666666667,"13/546",0.00155153804641123,0.00620615218564491,0.00373302387106461,"854938/856753",2,"K33 (3)","Bayesian",2,"Bayesian: chain 2",33,"ALL"
"288","K33
(3)","MF","GO:0032549","ribonucleoside binding",0.666666666666667,"13/546",0.00155153804641123,0.00620615218564491,0.00373302387106461,"854938/856753",2,"K33 (3)","Bayesian",2,"Bayesian: chain 2",33,"ALL"
"289",NA,"BP","GO:0006348","chromatin silencing at telomere",0.571428571428571,"21/549",5.18645511173404e-05,0.00414498081840244,0.0023124629828982,"852501/851772/856680/850980",4,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"290",NA,"BP","GO:0000727","double-strand break repair via break-induced replication",0.428571428571429,"10/549",0.000147317805537224,0.00414498081840244,0.0023124629828982,"852501/856680/850980",3,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"291",NA,"BP","GO:2000112","regulation of cellular macromolecule biosynthetic process",0.857142857142857,"100/549",0.000192062438595184,0.00414498081840244,0.0023124629828982,"851191/852501/851772/856680/850980/850979",6,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"292",NA,"BP","GO:0000724","double-strand break repair via homologous recombination",0.571428571428571,"29/549",0.000198481730354762,0.00414498081840244,0.0023124629828982,"852501/851772/856680/850980",4,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"293",NA,"BP","GO:0009889","regulation of biosynthetic process",0.857142857142857,"102/549",0.00021615046070803,0.00414498081840244,0.0023124629828982,"851191/852501/851772/856680/850980/850979",6,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"294",NA,"BP","GO:0010556","regulation of macromolecule biosynthetic process",0.857142857142857,"102/549",0.00021615046070803,0.00414498081840244,0.0023124629828982,"851191/852501/851772/856680/850980/850979",6,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"295",NA,"BP","GO:0006974","cellular response to DNA damage stimulus",0.571428571428571,"81/549",0.0108694405700358,0.0319689428530464,0.0178353049601206,"852501/851772/856680/850980",4,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"296",NA,"BP","GO:0006261","DNA-dependent DNA replication",0.428571428571429,"47/549",0.0161429400013496,0.0426566447875918,0.0237979176183407,"852501/856680/850980",3,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"297",NA,"CC","GO:0032993","protein-DNA complex",0.428571428571429,"30/550",0.00443213382959425,0.017728535318377,0.0124410774164049,"852501/856680/850980",3,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"298",NA,"MF","GO:0003678","DNA helicase activity",0.428571428571429,"10/546",0.000149731789016464,0.00596575448927783,0.00233951156442268,"852501/856680/850980",3,NA,"Bayesian",2,"Bayesian: chain 2",NA,"ALL"
"299","K1
(17)","CC","GO:0005933","cellular bud",0.588235294117647,"73/550",8.56081813013831e-06,0.000573574814719267,0.000531671862819116,"855646/855389/855804/854437/850891/852363/851440/853650/855945/851375",10,"K1 (17)","Bayesian",3,"Bayesian: chain 3",1,"ALL"
"300","K1
(17)","CC","GO:0005935","cellular bud neck",0.470588235294118,"57/550",9.56314774608354e-05,0.00320365449493798,0.00296960903694173,"855646/855804/854437/850891/852363/851440/855945/851375",8,"K1 (17)","Bayesian",3,"Bayesian: chain 3",1,"ALL"
"301","K1
(17)","CC","GO:0030427","site of polarized growth",0.470588235294118,"67/550",0.000321262675570626,0.00717486642107732,0.00665070100304103,"855646/855804/854437/850891/852363/851440/855945/851375",8,"K1 (17)","Bayesian",3,"Bayesian: chain 3",1,"ALL"
"302","K1
(17)","CC","GO:0005618","cell wall",0.294117647058824,"30/550",0.00134001766425182,0.0149635305841453,0.0138703582790978,"853692/855389/855804/850891/853693",5,"K1 (17)","Bayesian",3,"Bayesian: chain 3",1,"ALL"
"303","K1
(17)","CC","GO:0009277","fungal-type cell wall",0.294117647058824,"30/550",0.00134001766425182,0.0149635305841453,0.0138703582790978,"853692/855389/855804/850891/853693",5,"K1 (17)","Bayesian",3,"Bayesian: chain 3",1,"ALL"
"304","K2
(28)","BP","GO:0006974","cellular response to DNA damage stimulus",0.428571428571429,"81/549",0.000203088952914903,0.0474977998371761,0.0445727153897254,"851399/851453/850584/853752/855642/854315/850719/854198/855459/852385/854063/855404",12,"K2 (28)","Bayesian",3,"Bayesian: chain 3",2,"ALL"
