"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Model","Chain","Cluster_plt","Ontology"
"367","K28
(17)","CC","GO:1990904","ribonucleoprotein complex",0.588235294117647,"20/550",4.96009576740949e-12,6.20011970926186e-11,3.65480740756489e-11,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851656",10,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"ALL"
"368","K28
(17)","CC","GO:0005730","nucleolus",0.647058823529412,"31/550",2.69578864595074e-11,2.24649053829229e-10,1.32424705415124e-10,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",11,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"ALL"
"369","K30
(19)","BP","GO:0006810","transport",0.578947368421053,"86/549",1.99742508266457e-05,0.00469743789326076,0.00405716633156125,"852960/851597/853729/854447/851211/855418/851417/853361/853406/855387/854183",11,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"370","K30
(19)","BP","GO:0071702","organic substance transport",0.473684210526316,"59/549",4.14810753766009e-05,0.00469743789326076,0.00405716633156125,"852960/854447/851211/855418/851417/853361/853406/855387/854183",9,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"371","K30
(19)","BP","GO:0071705","nitrogen compound transport",0.421052631578947,"47/549",5.88252354980457e-05,0.00469743789326076,0.00405716633156125,"852960/854447/851211/855418/853361/853406/855387/854183",8,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"372","K30
(19)","BP","GO:0072594","establishment of protein localization to organelle",0.263157894736842,"15/549",6.88269288389856e-05,0.00469743789326076,0.00405716633156125,"852960/855418/853361/855387/854183",5,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"373","K30
(19)","BP","GO:0016192","vesicle-mediated transport",0.263157894736842,"22/549",0.000517620502706864,0.0135704557333612,0.0117207714836048,"852960/853729/853361/853406/854183",5,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"374","K30
(19)","MF","GO:0019899","enzyme binding",0.315789473684211,"22/546",4.03892428666856e-05,0.00218101911480102,0.00208323463207115,"852960/852961/855418/853361/853406/854183",6,"K30 (19)","Bayesian",676000,676,"Bayesian: chain 1",1,30,"ALL"
"375","K31
(13)","BP","GO:0000727","double-strand break repair via break-induced replication",0.384615384615385,"10/549",7.4711862624319e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980",5,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"376","K31
(13)","BP","GO:0033260","nuclear DNA replication",0.461538461538462,"18/549",7.52734865852923e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"377","K31
(13)","BP","GO:0044786","cell cycle DNA replication",0.461538461538462,"18/549",7.52734865852923e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"378","K31
(13)","BP","GO:0006302","double-strand break repair",0.461538461538462,"43/549",0.000185478288864046,0.0044177556074891,0.00275111337549542,"852501/852673/852258/851772/856680/850980",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"379","K31
(13)","BP","GO:0006261","DNA-dependent DNA replication",0.461538461538462,"47/549",0.000311709803050344,0.00506583923990111,0.00315470101319675,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"380","K31
(13)","BP","GO:0006260","DNA replication",0.461538461538462,"51/549",0.000498721336256539,0.00687710474206386,0.00428264859389272,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"381","K31
(13)","BP","GO:0006259","DNA metabolic process",0.538461538461538,"95/549",0.0026420984348277,0.0242723558809475,0.0151153682665603,"852501/852673/852258/851772/856680/850980/853244",7,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"382","K31
(13)","BP","GO:0006281","DNA repair",0.461538461538462,"72/549",0.00336248051306586,0.025170568412093,0.0156747211887281,"852501/852673/852258/851772/856680/850980",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"383","K31
(13)","BP","GO:0006974","cellular response to DNA damage stimulus",0.461538461538462,"81/549",0.00625467767366716,0.0321318735392313,0.0200098047351581,"852501/852673/852258/851772/856680/850980",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"384","K31
(13)","MF","GO:0003688","DNA replication origin binding",0.461538461538462,"13/546",7.60453352267344e-08,4.33458410792386e-06,1.12066809807819e-06,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"385","K31
(13)","MF","GO:0003678","DNA helicase activity",0.384615384615385,"10/546",7.6768249803357e-07,2.07890735197833e-05,5.37482971887287e-06,"852501/852673/852258/856680/850980",5,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"ALL"
"386","K2
(18)","CC","GO:0005933","cellular bud",0.5,"73/550",0.000143973781622943,0.00907034824224544,0.00894152959553018,"855646/855389/855804/854437/852455/851440/853650/855945/851375",9,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"ALL"
"387","K2
(18)","MF","GO:0000987","cis-regulatory region sequence-specific DNA binding",0.222222222222222,"12/546",0.000349815200701453,0.00813980621196896,0.00624765827673056,"852935/853650/852377/853803",4,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"ALL"
"388","K2
(18)","MF","GO:0003700","DNA-binding transcription factor activity",0.222222222222222,"13/546",0.000494794547620732,0.00813980621196896,0.00624765827673056,"852935/853650/852377/853803",4,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"ALL"
"389","K2
(18)","MF","GO:0000976","transcription regulatory region sequence-specific DNA binding",0.222222222222222,"14/546",0.000678317184330747,0.00813980621196896,0.00624765827673056,"852935/853650/852377/853803",4,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"ALL"
"390","K2
(18)","MF","GO:0001067","regulatory region nucleic acid binding",0.222222222222222,"14/546",0.000678317184330747,0.00813980621196896,0.00624765827673056,"852935/853650/852377/853803",4,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"ALL"
"391","K3
(14)","BP","GO:0032787","monocarboxylic acid metabolic process",0.5,"14/549",3.78873096258787e-09,7.61534923480161e-07,6.93935986831883e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"ALL"
"392","K3
(14)","BP","GO:0019752","carboxylic acid metabolic process",0.5,"19/549",5.25128434580358e-08,3.21036478388601e-06,2.92539131917343e-06,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"ALL"
"393","K3
(14)","BP","GO:0006091","generation of precursor metabolites and energy",0.428571428571429,"12/549",6.94709779147351e-08,3.21036478388601e-06,2.92539131917343e-06,"854556/854529/856314/850317/850614/856044",6,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"ALL"
"394","K3
(14)","BP","GO:0006082","organic acid metabolic process",0.5,"20/549",7.98598204946769e-08,3.21036478388601e-06,2.92539131917343e-06,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"ALL"
"395","K3
(14)","BP","GO:0043436","oxoacid metabolic process",0.5,"20/549",7.98598204946769e-08,3.21036478388601e-06,2.92539131917343e-06,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"ALL"
"396","K10
(7)","BP","GO:0000920","septum digestion after cytokinesis",0.428571428571429,"10/549",0.000147317805537224,0.0156156873869457,0.0150419233022218,"856861/850992/856546",3,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"ALL"
"397","K10
(7)","CC","GO:0005618","cell wall",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"ALL"
"398","K10
(7)","CC","GO:0009277","fungal-type cell wall",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"ALL"
"399","K10
(7)","CC","GO:0030312","external encapsulating structure",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"ALL"
"400","K10
(7)","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",0.428571428571429,"11/546",0.000204734931560983,0.00348049383653671,0.00301714635984607,"852856/850992/856546",3,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"ALL"
"401","K11
(21)","BP","GO:0006260","DNA replication",0.619047619047619,"51/549",9.78654096738537e-10,2.8772430444113e-07,1.7409741299875e-07,"852245/856305/851391/851671/851266/850297/850793/855621/855950/852385/853747/854063/855404",13,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"402","K11
(21)","BP","GO:0006974","cellular response to DNA damage stimulus",0.714285714285714,"81/549",2.69224198268229e-09,3.95759571454296e-07,2.39467839512266e-07,"856305/851391/851671/851266/850297/850540/850793/855621/855950/852385/851561/853747/854063/850880/855404",15,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"403","K11
(21)","BP","GO:0006261","DNA-dependent DNA replication",0.571428571428571,"47/549",6.31712869889549e-09,5.50328070260682e-07,3.32994786516488e-07,"852245/856305/851391/851671/851266/850297/850793/855621/855950/852385/854063/855404",12,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"404","K11
(21)","BP","GO:0006281","DNA repair",0.666666666666667,"72/549",7.48745673824057e-09,5.50328070260682e-07,3.32994786516488e-07,"856305/851391/851671/851266/850297/850540/850793/855621/855950/852385/851561/853747/854063/855404",14,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"405","K11
(21)","BP","GO:0033554","cellular response to stress",0.761904761904762,"110/549",2.19140607208673e-08,1.288546770387e-06,7.79679213016122e-07,"856305/851391/851671/853327/851266/850297/850540/850793/855621/855950/852385/851561/853747/854063/850880/855404",16,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"406","K11
(21)","BP","GO:0051276","chromosome organization",0.761904761904762,"137/549",6.92248529875376e-07,2.03521067783361e-05,1.23147370051514e-05,"852245/856305/851391/851671/853327/851266/850297/850540/850793/854143/852385/851561/853747/854063/854786/855404",16,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"407","K11
(21)","BP","GO:0007049","cell cycle",0.761904761904762,"210/549",0.000364701598491846,0.00268055674891507,0.00162196237224005,"856305/851391/851671/851266/850297/850540/850793/855621/854143/855950/852385/851561/852119/854063/854786/855404",16,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"408","K11
(21)","CC","GO:0032993","protein-DNA complex",0.238095238095238,"30/550",0.00376774777954924,0.0147811643659239,0.00854226217225738,"852245/851266/850793/855621/855404",5,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"ALL"
"409","K13
(27)","CC","GO:0005783","endoplasmic reticulum",0.407407407407407,"61/550",4.12057250215803e-05,0.00337886945176958,0.00320970910694415,"852751/853580/853882/851246/850739/856191/851891/855352/851226/852675/856739",11,"K13 (27)","Bayesian",676000,676,"Bayesian: chain 2",2,13,"ALL"
"410","K14
(22)","CC","GO:0000139","Golgi membrane",0.181818181818182,"12/550",0.000775077691088357,0.0496049722296549,0.0440570477039698,"852845/856050/852458/856718",4,"K14 (22)","Bayesian",676000,676,"Bayesian: chain 2",2,14,"ALL"
"411","K14
(22)","MF","GO:0000030","mannosyltransferase activity",0.181818181818182,"10/546",0.000356798324076837,0.0221214960927639,0.0206567450781327,"852845/856050/852458/856718",4,"K14 (22)","Bayesian",676000,676,"Bayesian: chain 2",2,14,"ALL"
"412","K16
(23)","CC","GO:0012505","endomembrane system",0.695652173913043,"92/550",1.04650202292306e-08,4.8479402922798e-07,4.32262168475722e-07,"852129/856595/853434/854499/853690/852130/852857/855458/854170/851464/856313/856854/851462/853861/852303/850519",16,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"413","K16
(23)","CC","GO:0016021","integral component of membrane",0.739130434782609,"110/550",1.56096453481014e-08,4.8479402922798e-07,4.32262168475722e-07,"856595/853434/854499/853690/852857/855458/854170/851464/856313/852543/856854/851462/853861/852303/851055/854248/850519",17,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"414","K16
(23)","CC","GO:0031224","intrinsic component of membrane",0.782608695652174,"128/550",1.7110377502164e-08,4.8479402922798e-07,4.32262168475722e-07,"856595/853434/854499/853690/852857/855458/854170/851464/855416/856313/852543/856854/851462/853861/852303/851055/854248/850519",18,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"415","K16
(23)","CC","GO:0005783","endoplasmic reticulum",0.565217391304348,"61/550",5.35629657096629e-08,1.13821302133034e-06,1.01487724502519e-06,"856595/854499/853690/852130/852857/855458/854170/851464/856313/856854/851462/853861/850519",13,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"416","K16
(23)","CC","GO:0016020","membrane",0.826086956521739,"163/550",1.13823021019046e-07,1.93499135732378e-06,1.72531737123606e-06,"852129/856595/853434/854499/853690/852857/855458/854170/851464/855416/856313/852543/856854/851462/853861/852303/851055/854248/850519",19,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"417","K16
(23)","CC","GO:0000139","Golgi membrane",0.173913043478261,"12/550",0.000927051063302639,0.00787993403807243,0.00702607121660948,"852129/853690/855458/852303",4,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"418","K16
(23)","MF","GO:0000030","mannosyltransferase activity",0.217391304347826,"10/546",1.85530549730919e-05,0.00038961415443493,0.000361296333686527,"854499/851464/856313/851462/852303",5,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"ALL"
"419","K17
(21)","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.380952380952381,"23/549",3.6996921077069e-07,0.000107265817707368,9.0784659913107e-05,"852099/851957/853041/854555/856577/852249/856263/856648",8,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"420","K17
(21)","BP","GO:0007010","cytoskeleton organization",0.571428571428571,"68/549",6.18246787938722e-07,0.000107265817707368,9.0784659913107e-05,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263/856648",12,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"421","K17
(21)","BP","GO:0000278","mitotic cell cycle",0.761904761904762,"142/549",1.20039779133639e-06,0.000138846011197909,0.00011751262588872,"852099/853100/851691/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249/856263/856648",16,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"422","K17
(21)","BP","GO:0007052","mitotic spindle organization",0.333333333333333,"20/549",2.32785520884706e-06,0.000201941439367483,0.000170913579807455,"851957/853041/854555/856577/852249/856263/856648",7,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"423","K17
(21)","BP","GO:0007049","cell cycle",0.857142857142857,"210/549",7.27196757816752e-06,0.000349668831136751,0.000295942981608232,"852700/852099/853100/851691/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/855555/852249/856263/856648",18,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"424","K17
(21)","BP","GO:0051276","chromosome organization",0.619047619047619,"137/549",0.000273922052846085,0.00413265010163441,0.00349767747112392,"852700/853100/851691/852787/855636/851957/853041/854555/856458/855976/852249/856263/856648",13,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"425","K17
(21)","CC","GO:0005856","cytoskeleton",0.619047619047619,"79/550",3.45938425362023e-07,2.66372587528757e-05,1.63865569908327e-05,"852099/851691/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263/856648",13,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"426","K17
(21)","CC","GO:0099080","supramolecular complex",0.380952380952381,"43/550",6.90647732585456e-05,0.001772662513636,0.00109049641987177,"852099/853100/852787/853041/856577/852249/856263/856648",8,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"427","K17
(21)","CC","GO:0005819","spindle",0.285714285714286,"33/550",0.000834548709599368,0.0107100417731919,0.00658854244420554,"851691/853041/856577/852249/856263/856648",6,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"428","K17
(21)","CC","GO:0005816","spindle pole body",0.285714285714286,"37/550",0.00158718285358435,0.0157315823354553,0.0096776651414284,"852787/851957/853041/854555/856577/856263",6,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"429","K17
(21)","CC","GO:0005815","microtubule organizing center",0.285714285714286,"38/550",0.00183875637687139,0.0157315823354553,0.0096776651414284,"852787/851957/853041/854555/856577/856263",6,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"430","K17
(21)","CC","GO:0000776","kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"431","K17
(21)","CC","GO:0000777","condensed chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"432","K17
(21)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"433","K17
(21)","CC","GO:0000779","condensed chromosome, centromeric region",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"434","K17
(20)","MF","GO:0005200","structural constituent of cytoskeleton",0.2,"18/546",0.00289374198141341,0.0341461553806783,0.0298512330714225,"852787/851957/854555/856577",4,"K17 (20)","Bayesian",676000,676,"Bayesian: chain 2",2,17,"ALL"
"435","K18
(8)","BP","GO:0051276","chromosome organization",1,"137/549",1.28531883715739e-05,0.000423348250103479,0.000188331615020971,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"436","K18
(8)","BP","GO:0006281","DNA repair",0.625,"72/549",0.00138827357300958,0.010601361830255,0.00471614467386031,"851811/852295/851810/855700/852283",5,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"437","K18
(8)","BP","GO:0006974","cellular response to DNA damage stimulus",0.625,"81/549",0.00242756478980441,0.0135943628229047,0.00604761754653028,"851811/852295/851810/855700/852283",5,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"438","K18
(8)","BP","GO:0033554","cellular response to stress",0.625,"110/549",0.00994775463700886,0.0298432639110266,0.0132761387072863,"851811/852295/851810/855700/852283",5,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"439","K18
(8)","CC","GO:0000788","nuclear nucleosome",1,"10/550",2.28056389354179e-16,5.70140973385446e-15,1.44035614328955e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"440","K18
(8)","CC","GO:0000786","nucleosome",1,"11/550",8.36206760965323e-16,1.04525845120665e-14,2.64065292936418e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"441","K18
(8)","CC","GO:0044815","DNA packaging complex",1,"13/550",6.52241273552956e-15,5.43534394627463e-14,1.37313952326938e-14,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"442","K18
(8)","CC","GO:0000790","nuclear chromatin",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"443","K18
(8)","CC","GO:0032993","protein-DNA complex",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",676000,676,"Bayesian: chain 2",2,18,"ALL"
"444","K19
(9)","CC","GO:0099080","supramolecular complex",0.444444444444444,"43/550",0.00307425360908652,0.0261548901669597,0.0214133603706103,"856738/850447/853814/855238",4,"K19 (9)","Bayesian",676000,676,"Bayesian: chain 2",2,19,"ALL"
"445","K19
(9)","CC","GO:0000776","kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",676000,676,"Bayesian: chain 2",2,19,"ALL"
"446","K19
(9)","CC","GO:0000777","condensed chromosome kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",676000,676,"Bayesian: chain 2",2,19,"ALL"
"447","K19
(9)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",676000,676,"Bayesian: chain 2",2,19,"ALL"
"448","K19
(9)","CC","GO:0000779","condensed chromosome, centromeric region",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",676000,676,"Bayesian: chain 2",2,19,"ALL"
"449","K20
(19)","CC","GO:0005819","spindle",0.368421052631579,"33/550",4.41879690748636e-05,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"450","K20
(19)","CC","GO:0000922","spindle pole",0.263157894736842,"16/550",9.70978259796917e-05,0.00241813624582954,0.00180040952834548,"855597/850734/853513/854240/854889",5,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"451","K20
(19)","CC","GO:0005816","spindle pole body",0.368421052631579,"37/550",9.8204208369121e-05,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"452","K20
(19)","CC","GO:0005815","microtubule organizing center",0.368421052631579,"38/550",0.000117957865650221,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"453","K20
(19)","CC","GO:0099080","supramolecular complex",0.368421052631579,"43/550",0.000271981542028981,0.00446049728927529,0.00332103777635387,"855144/855597/850734/852216/855859/854240/854889",7,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"454","K20
(19)","CC","GO:0000776","kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"455","K20
(19)","CC","GO:0000777","condensed chromosome kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"456","K20
(19)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"457","K20
(19)","CC","GO:0000779","condensed chromosome, centromeric region",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"458","K20
(19)","MF","GO:0005200","structural constituent of cytoskeleton",0.263157894736842,"18/546",0.000188709248144908,0.00937362366949692,0.00900144839914755,"855144/855597/850734/852216/854889",5,"K20 (19)","Bayesian",676000,676,"Bayesian: chain 2",2,20,"ALL"
"459","K21
(34)","BP","GO:0033044","regulation of chromosome organization",0.235294117647059,"31/549",0.000266613585064418,0.0444116692329515,0.0371684405276423,"852655/850907/854675/851533/851708/851813/856426/855656",8,"K21 (34)","Bayesian",676000,676,"Bayesian: chain 2",2,21,"ALL"
"460","K21
(34)","BP","GO:0051276","chromosome organization",0.529411764705882,"137/549",0.00027296383103183,0.0444116692329515,0.0371684405276423,"853010/853880/852655/850995/854827/853339/850907/854150/855822/854675/852180/855228/851533/851708/851813/856426/851925/855656",18,"K21 (34)","Bayesian",676000,676,"Bayesian: chain 2",2,21,"ALL"
"461","K21
(34)","BP","GO:0044087","regulation of cellular component biogenesis",0.205882352941176,"26/549",0.000525128739686719,0.0444116692329515,0.0371684405276423,"853010/853880/852655/850907/854675/851813/855656",7,"K21 (34)","Bayesian",676000,676,"Bayesian: chain 2",2,21,"ALL"
"462","K21
(34)","BP","GO:0010564","regulation of cell cycle process",0.323529411764706,"62/549",0.000567742397039572,0.0444116692329515,0.0371684405276423,"853010/853880/852655/850995/850907/854675/855228/851533/851708/851925/855656",11,"K21 (34)","Bayesian",676000,676,"Bayesian: chain 2",2,21,"ALL"
"463","K21
(34)","BP","GO:0045787","positive regulation of cell cycle",0.176470588235294,"20/549",0.000746357146030714,0.0444116692329515,0.0371684405276423,"853010/853880/850907/854675/851708/855656",6,"K21 (34)","Bayesian",676000,676,"Bayesian: chain 2",2,21,"ALL"
"464","K22
(13)","MF","GO:0008289","lipid binding",0.307692307692308,"14/546",0.000170855589881426,0.00563823446608707,0.00557528766981497,"851926/854903/856850/852382",4,"K22 (13)","Bayesian",676000,676,"Bayesian: chain 2",2,22,"ALL"
"465","K25
(25)","BP","GO:0007049","cell cycle",0.76,"210/549",9.94420770614127e-05,0.0338089167694577,0.0314621498541102,"854953/852863/853554/854085/851724/853002/854648/851067/854493/855948/850822/854974/855013/856236/855221/856418/854223/850887/855549",19,"K25 (25)","Bayesian",676000,676,"Bayesian: chain 2",2,25,"ALL"
"466","K25
(25)","BP","GO:0051301","cell division",0.48,"96/549",0.000306100192237586,0.0338089167694577,0.0314621498541102,"853554/854085/853002/851067/855948/850822/855013/856236/856418/854223/850887/855549",12,"K25 (25)","Bayesian",676000,676,"Bayesian: chain 2",2,25,"ALL"
