"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Model","Chain","Cluster_plt","Ontology"
"1","K2
(7)","GO:0005933","cellular bud",0.714285714285714,"73/550",0.000615054808928702,0.0196817538857185,0.0161856528665448,"855389/855804/854437/855945/851375",5,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"2","K2
(7)","GO:0005935","cellular bud neck",0.571428571428571,"57/550",0.0028779775772904,0.0243396461559259,0.0200161563782286,"855804/854437/855945/851375",4,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"3","K2
(7)","GO:0005618","cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"4","K2
(7)","GO:0009277","fungal-type cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"5","K2
(7)","GO:0030312","external encapsulating structure",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"6","K2
(7)","GO:0005576","extracellular region",0.428571428571429,"31/550",0.00487928559585072,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",500,100,"CC(500,100)",NA,2,"CC"
"7","K3
(12)","GO:0005739","mitochondrion",0.5,"65/550",0.00113725020620379,0.0386665070109289,0.0383073753668646,"854556/854529/855447/856314/850614/856044",6,"K3 (12)","Consensus clustering",500,100,"CC(500,100)",NA,3,"CC"
"8","K11
(5)","GO:0005576","extracellular region",0.8,"31/550",4.00660107932405e-05,0.000921518248244532,0.000801320215864811,"853693/853366/855562/856893",4,"K11 (5)","Consensus clustering",500,100,"CC(500,100)",NA,11,"CC"
"9","K13
(10)","GO:0005618","cell wall",0.4,"30/550",0.00120890675426137,0.00928415785360629,0.00760106490938527,"852856/853367/856546/850731",4,"K13 (10)","Consensus clustering",500,100,"CC(500,100)",NA,13,"CC"
"10","K13
(10)","GO:0009277","fungal-type cell wall",0.4,"30/550",0.00120890675426137,0.00928415785360629,0.00760106490938527,"852856/853367/856546/850731",4,"K13 (10)","Consensus clustering",500,100,"CC(500,100)",NA,13,"CC"
"11","K13
(10)","GO:0030312","external encapsulating structure",0.4,"30/550",0.00120890675426137,0.00928415785360629,0.00760106490938527,"852856/853367/856546/850731",4,"K13 (10)","Consensus clustering",500,100,"CC(500,100)",NA,13,"CC"
"12","K13
(10)","GO:0005576","extracellular region",0.4,"31/550",0.00137543079312686,0.00928415785360629,0.00760106490938527,"852856/853367/856546/850731",4,"K13 (10)","Consensus clustering",500,100,"CC(500,100)",NA,13,"CC"
"13","K13
(10)","GO:0031225","anchored component of membrane",0.3,"18/550",0.00306990194630122,0.0165774705100266,0.0135721980783844,"853367/856546/850731",3,"K13 (10)","Consensus clustering",500,100,"CC(500,100)",NA,13,"CC"
"14","K15
(17)","GO:0016021","integral component of membrane",0.705882352941177,"110/550",6.11035719637493e-06,0.000222223302879229,0.000163743486332063,"852751/850490/856595/855669/853580/855458/854170/856313/851462/851055/851226/852675",12,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"15","K15
(17)","GO:0016020","membrane",0.823529411764706,"163/550",7.40744342930762e-06,0.000222223302879229,0.000163743486332063,"852751/850490/852129/856595/851949/855669/853580/855458/854170/856313/851462/851055/851226/852675",14,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"16","K15
(17)","GO:0005783","endoplasmic reticulum",0.529411764705882,"61/550",1.71719243554142e-05,0.000343438487108284,0.000253059937869262,"852751/856595/853580/855458/854170/856313/851462/851226/852675",9,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"17","K15
(17)","GO:0031224","intrinsic component of membrane",0.705882352941177,"128/550",3.41318131790417e-05,0.000432708272546989,0.000318837674508307,"852751/850490/856595/855669/853580/855458/854170/856313/851462/851055/851226/852675",12,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"18","K15
(17)","GO:0098796","membrane protein complex",0.294117647058824,"15/550",3.74616792339517e-05,0.000432708272546989,0.000318837674508307,"852129/856595/855669/851462/851055",5,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"19","K15
(17)","GO:0031090","organelle membrane",0.529411764705882,"89/550",0.000414806759331112,0.00260437448351247,0.00191901277732498,"852751/852129/856595/855669/855458/856313/851462/851226/852675",9,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"20","K15
(17)","GO:0000139","Golgi membrane",0.176470588235294,"12/550",0.00455586205241737,0.0182234482096695,0.013427803943967,"852129/855458/852675",3,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"21","K15
(17)","GO:0098588","bounding membrane of organelle",0.294117647058824,"42/550",0.00636112019938521,0.0238542007476945,0.0175767794983012,"852129/855669/855458/856313/852675",5,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"22","K15
(17)","GO:0005794","Golgi apparatus",0.176470588235294,"17/550",0.0127798280700635,0.0451052755414006,0.0332354661884004,"852129/855458/852675",3,"K15 (17)","Consensus clustering",500,100,"CC(500,100)",NA,15,"CC"
"23","K18
(17)","GO:0005634","nucleus",1,"295/550",2.01943604662436e-05,0.000437463339983755,0.000254480059270329,"853821/855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/855621/854143/855950/852119/853747/854786",17,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"24","K18
(17)","GO:0005657","replication fork",0.411764705882353,"34/550",2.30243863149345e-05,0.000437463339983755,0.000254480059270329,"853821/852245/855448/851391/851266/850793/855621",7,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"25","K18
(17)","GO:0043596","nuclear replication fork",0.352941176470588,"30/550",0.000128343968268636,0.00137278935976497,0.000798575527841118,"853821/852245/855448/851266/850793/855621",6,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"26","K18
(17)","GO:0005694","chromosome",0.647058823529412,"121/550",0.000144504143133155,0.00137278935976497,0.000798575527841118,"853821/855217/852245/855448/856305/851391/853327/851266/850793/855621/854786",11,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"27","K18
(17)","GO:0061695","transferase complex, transferring phosphorus-containing groups",0.235294117647059,"17/550",0.00116850119748162,0.00821714479212004,0.00478005652727205,"853821/852245/856305/855621",4,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"28","K18
(17)","GO:0032993","protein-DNA complex",0.294117647058824,"30/550",0.00134001766425182,0.00821714479212004,0.00478005652727205,"853821/852245/851266/850793/855621",5,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"29","K18
(17)","GO:0043228","non-membrane-bounded organelle",0.705882352941177,"219/550",0.00919452308888977,0.0349391877377811,0.0203247352491248,"853821/855217/852245/855448/856305/851391/853327/851266/850793/855621/853747/854786",12,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"30","K18
(17)","GO:0043232","intracellular non-membrane-bounded organelle",0.705882352941177,"219/550",0.00919452308888977,0.0349391877377811,0.0203247352491248,"853821/855217/852245/855448/856305/851391/853327/851266/850793/855621/853747/854786",12,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"31","K18
(17)","GO:0031981","nuclear lumen",0.529411764705882,"142/550",0.0139894770936296,0.0443000107964939,0.025770089383002,"853821/852245/855448/856305/851266/850793/855621/853747/854786",9,"K18 (17)","Consensus clustering",500,100,"CC(500,100)",NA,18,"CC"
"32","K20
(23)","GO:0005794","Golgi apparatus",0.260869565217391,"17/550",2.47363374495077e-05,0.00178101629636456,0.00130191249734251,"852845/856050/852114/851551/853690/852458",6,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"33","K20
(23)","GO:0000139","Golgi membrane",0.217391304347826,"12/550",5.32041730705107e-05,0.00191535023053838,0.00140010981764502,"852845/856050/852114/853690/852458",5,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"34","K20
(23)","GO:0031090","organelle membrane",0.478260869565217,"89/550",0.000282103516062491,0.00677048438549977,0.0049491844923244,"852845/853372/856050/852114/854141/851551/851315/854499/853690/852458/851464",11,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"35","K20
(23)","GO:0098588","bounding membrane of organelle",0.304347826086957,"42/550",0.000894752589280057,0.016105546607041,0.0117730603852639,"852845/856050/852114/854141/851315/853690/852458",7,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"36","K20
(23)","GO:0005774","vacuolar membrane",0.217391304347826,"22/550",0.00133509833169565,0.0192254159764173,0.0140536666494279,"856050/854141/851315/853690/852458",5,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"37","K20
(23)","GO:0016021","integral component of membrane",0.478260869565217,"110/550",0.00199635373451341,0.0239562448141609,0.0175118748641527,"852845/853372/856050/852114/854141/851551/851315/854499/853690/852458/851464",11,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"38","K20
(23)","GO:0031224","intrinsic component of membrane",0.478260869565217,"128/550",0.00731230683116503,0.0448889403384505,0.0328135528789843,"852845/853372/856050/852114/854141/851551/851315/854499/853690/852458/851464",11,"K20 (23)","Consensus clustering",500,100,"CC(500,100)",NA,20,"CC"
"39","K26
(3)","GO:0005576","extracellular region",1,"31/550",0.0001629916491709,0.003259832983418,0.00257355235533,"853102/853882/855352",3,"K26 (3)","Consensus clustering",500,100,"CC(500,100)",NA,26,"CC"
"40","K26
(3)","GO:0005618","cell wall",0.666666666666667,"30/550",0.00834937867365772,0.0417468933682886,0.0329580737118068,"853102/855352",2,"K26 (3)","Consensus clustering",500,100,"CC(500,100)",NA,26,"CC"
"41","K26
(3)","GO:0009277","fungal-type cell wall",0.666666666666667,"30/550",0.00834937867365772,0.0417468933682886,0.0329580737118068,"853102/855352",2,"K26 (3)","Consensus clustering",500,100,"CC(500,100)",NA,26,"CC"
"42","K26
(3)","GO:0030312","external encapsulating structure",0.666666666666667,"30/550",0.00834937867365772,0.0417468933682886,0.0329580737118068,"853102/855352",2,"K26 (3)","Consensus clustering",500,100,"CC(500,100)",NA,26,"CC"
"43","K31
(15)","GO:0005856","cytoskeleton",0.666666666666667,"79/550",3.62697683293817e-06,0.000232126517308043,0.000164168425069833,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249",10,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"44","K31
(15)","GO:0015630","microtubule cytoskeleton",0.466666666666667,"57/550",0.000298738384511611,0.00955962830437156,0.00676092133368383,"852099/852787/851957/853041/854555/856577/852249",7,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"45","K31
(15)","GO:0099080","supramolecular complex",0.4,"43/550",0.000474783423278265,0.0101287130299363,0.0071633990178826,"852099/853100/852787/853041/856577/852249",6,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"46","K31
(15)","GO:0043228","non-membrane-bounded organelle",0.8,"219/550",0.00161366703845437,0.0199407412277457,0.0141028268551491,"852099/853100/852787/855636/851957/850639/853041/854555/856458/856577/855555/852249",12,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"47","K31
(15)","GO:0043232","intracellular non-membrane-bounded organelle",0.8,"219/550",0.00161366703845437,0.0199407412277457,0.0141028268551491,"852099/853100/852787/855636/851957/850639/853041/854555/856458/856577/855555/852249",12,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"48","K31
(15)","GO:0005816","spindle pole body",0.333333333333333,"37/550",0.00192452516282826,0.0199407412277457,0.0141028268551491,"852787/851957/853041/854555/856577",5,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"49","K31
(15)","GO:0005815","microtubule organizing center",0.333333333333333,"38/550",0.00218101857178468,0.0199407412277457,0.0141028268551491,"852787/851957/853041/854555/856577",5,"K31 (15)","Consensus clustering",500,100,"CC(500,100)",NA,31,"CC"
"50","K32
(8)","GO:0000788","nuclear nucleosome",1,"10/550",2.28056389354179e-16,5.70140973385446e-15,1.44035614328955e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"51","K32
(8)","GO:0000786","nucleosome",1,"11/550",8.36206760965323e-16,1.04525845120665e-14,2.64065292936418e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"52","K32
(8)","GO:0044815","DNA packaging complex",1,"13/550",6.52241273552956e-15,5.43534394627463e-14,1.37313952326938e-14,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"53","K32
(8)","GO:0000790","nuclear chromatin",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"54","K32
(8)","GO:0032993","protein-DNA complex",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"55","K32
(8)","GO:0031298","replication fork protection complex",0.75,"18/550",1.33745690116368e-08,4.77663178987029e-08,1.20672803112513e-08,"852284/851811/852295/851810/852283/852294",6,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"56","K32
(8)","GO:0043596","nuclear replication fork",0.75,"30/550",4.11456638625443e-07,1.28580199570451e-06,3.24834188388508e-07,"852284/851811/852295/851810/852283/852294",6,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"57","K32
(8)","GO:0005657","replication fork",0.75,"34/550",9.19784017862001e-07,2.299460044655e-06,5.80916221807579e-07,"852284/851811/852295/851810/852283/852294",6,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"58","K32
(8)","GO:0005694","chromosome",1,"121/550",4.55985817139368e-06,1.03633140258947e-05,2.61810038548919e-06,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"59","K32
(8)","GO:0031981","nuclear lumen",1,"142/550",1.69993310033786e-05,3.54152729237053e-05,8.94701631756766e-06,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"60","K32
(8)","GO:0031974","membrane-enclosed lumen",1,"157/550",3.87069634028841e-05,6.45116056714735e-05,1.62976688012144e-05,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"61","K32
(8)","GO:0043233","organelle lumen",1,"157/550",3.87069634028841e-05,6.45116056714735e-05,1.62976688012144e-05,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"62","K32
(8)","GO:0043228","non-membrane-bounded organelle",1,"219/550",0.000584374152059878,0.00081163076674983,0.000205043562126273,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"63","K32
(8)","GO:0043232","intracellular non-membrane-bounded organelle",1,"219/550",0.000584374152059878,0.00081163076674983,0.000205043562126273,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"64","K32
(8)","GO:0005634","nucleus",1,"295/550",0.0065510413781633,0.00861979128705697,0.00217763148304597,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",500,100,"CC(500,100)",NA,32,"CC"
"65","K34
(8)","GO:0099080","supramolecular complex",0.5,"43/550",0.00181094947525896,0.0218499231301079,0.0183999352674593,"856738/850447/853814/855238",4,"K34 (8)","Consensus clustering",500,100,"CC(500,100)",NA,34,"CC"
"66","K34
(8)","GO:0000776","kinetochore",0.375,"21/550",0.00238362797782996,0.0218499231301079,0.0183999352674593,"856738/850447/853814",3,"K34 (8)","Consensus clustering",500,100,"CC(500,100)",NA,34,"CC"
"67","K34
(8)","GO:0000777","condensed chromosome kinetochore",0.375,"21/550",0.00238362797782996,0.0218499231301079,0.0183999352674593,"856738/850447/853814",3,"K34 (8)","Consensus clustering",500,100,"CC(500,100)",NA,34,"CC"
"68","K34
(8)","GO:0000778","condensed nuclear chromosome kinetochore",0.375,"21/550",0.00238362797782996,0.0218499231301079,0.0183999352674593,"856738/850447/853814",3,"K34 (8)","Consensus clustering",500,100,"CC(500,100)",NA,34,"CC"
"69","K34
(8)","GO:0000779","condensed chromosome, centromeric region",0.375,"21/550",0.00238362797782996,0.0218499231301079,0.0183999352674593,"856738/850447/853814",3,"K34 (8)","Consensus clustering",500,100,"CC(500,100)",NA,34,"CC"
"70","K35
(21)","GO:0005816","spindle pole body",0.333333333333333,"37/550",0.000205043978657949,0.00994102454016508,0.0071053456752317,"850734/852216/853513/855859/854240/854889/850907",7,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"71","K35
(21)","GO:0005815","microtubule organizing center",0.333333333333333,"38/550",0.000245457396053459,0.00994102454016508,0.0071053456752317,"850734/852216/853513/855859/854240/854889/850907",7,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"72","K35
(21)","GO:0099080","supramolecular complex",0.333333333333333,"43/550",0.000556459670045877,0.0115754649684228,0.00827356170582527,"855144/850734/852216/855859/854240/854889/852655",7,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"73","K35
(21)","GO:0015630","microtubule cytoskeleton",0.380952380952381,"57/550",0.0005716278996752,0.0115754649684228,0.00827356170582527,"850734/852216/853513/855859/854240/854889/852655/850907",8,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"74","K35
(21)","GO:0005819","spindle",0.285714285714286,"33/550",0.000834548709599368,0.0135196890955098,0.00966319558483479,"850734/852216/853513/855859/854240/854889",6,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"75","K35
(21)","GO:0005856","cytoskeleton",0.380952380952381,"79/550",0.00539177077651723,0.029432956942833,0.0210372011937078,"850734/852216/853513/855859/854240/854889/852655/850907",8,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"76","K35
(21)","GO:0000776","kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"77","K35
(21)","GO:0000777","condensed chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"78","K35
(21)","GO:0000778","condensed nuclear chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"79","K35
(21)","GO:0000779","condensed chromosome, centromeric region",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"CC"
"80","K36
(26)","GO:0000794","condensed nuclear chromosome",0.269230769230769,"36/550",0.000755758057116145,0.0423240356312175,0.0327087817003413,"853010/850995/854827/852180/851533/851708/851925",7,"K36 (26)","Consensus clustering",500,100,"CC(500,100)",NA,36,"CC"
"81","K36
(26)","GO:0000793","condensed chromosome",0.269230769230769,"38/550",0.00107149457294222,0.0423240356312175,0.0327087817003413,"853010/850995/854827/852180/851533/851708/851925",7,"K36 (26)","Consensus clustering",500,100,"CC(500,100)",NA,36,"CC"
"82","K40
(10)","GO:0030863","cortical cytoskeleton",0.3,"11/550",0.000664504664065574,0.045186317156459,0.0398702798439345,"854953/855948/856418",3,"K40 (10)","Consensus clustering",500,100,"CC(500,100)",NA,40,"CC"
"83","K47
(19)","GO:0030684","preribosome",0.578947368421053,"16/550",9.7663390433391e-15,2.44158476083478e-13,1.43924996428155e-13,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851403/851656",11,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"84","K47
(19)","GO:1990904","ribonucleoprotein complex",0.578947368421053,"20/550",3.55306925935769e-13,4.44133657419711e-12,2.61805103321093e-12,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851403/851656",11,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"85","K47
(19)","GO:0005730","nucleolus",0.631578947368421,"31/550",3.97336987345011e-12,3.31114156120843e-11,1.95183081502812e-11,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"86","K47
(19)","GO:0031981","nuclear lumen",0.631578947368421,"142/550",0.000529086519870991,0.00330679074919369,0.00194926612584049,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"87","K47
(19)","GO:0005634","nucleus",0.894736842105263,"295/550",0.000890198568758242,0.00406896590117917,0.00239854832069509,"854221/853048/853784/855571/851497/853956/850689/856553/855581/855408/850982/854021/851208/856228/851403/851656/852076",17,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"88","K47
(19)","GO:0031974","membrane-enclosed lumen",0.631578947368421,"157/550",0.0014648277244245,0.00406896590117917,0.00239854832069509,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"89","K47
(19)","GO:0043233","organelle lumen",0.631578947368421,"157/550",0.0014648277244245,0.00406896590117917,0.00239854832069509,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"90","K47
(19)","GO:0043228","non-membrane-bounded organelle",0.684210526315789,"219/550",0.00992211087626603,0.0225502519915137,0.0132927801213133,"854221/852569/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"91","K47
(19)","GO:0043232","intracellular non-membrane-bounded organelle",0.684210526315789,"219/550",0.00992211087626603,0.0225502519915137,0.0132927801213133,"854221/852569/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"CC"
"92","K52
(5)","GO:0030684","preribosome",0.6,"16/550",0.000195884439397032,0.00391768878794064,0.00247432976080462,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"93","K52
(5)","GO:1990904","ribonucleoprotein complex",0.6,"20/550",0.000394326844189126,0.00394326844189126,0.00249048533172079,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"94","K52
(5)","GO:0005730","nucleolus",0.6,"31/550",0.00150724298497821,0.00603324948371488,0.00381047335813571,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"95","K52
(5)","GO:0031974","membrane-enclosed lumen",1,"157/550",0.00180997484511446,0.00603324948371488,0.00381047335813571,"851240/850551/855613/851903/852104",5,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"96","K52
(5)","GO:0043233","organelle lumen",1,"157/550",0.00180997484511446,0.00603324948371488,0.00381047335813571,"851240/850551/855613/851903/852104",5,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"97","K52
(5)","GO:0031981","nuclear lumen",0.8,"142/550",0.0171716728933648,0.0490619225524708,0.0309864774015605,"851240/850551/855613/851903",4,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"CC"
"98","K53
(9)","GO:0005654","nucleoplasm",0.444444444444444,"25/550",0.000361476973896465,0.0173508947470303,0.0167420914225731,"852501/850980/853650/853244",4,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"CC"
"99","K54
(6)","GO:0031298","replication fork protection complex",0.5,"18/550",0.000556005362198853,0.0283562734721415,0.0257518273018416,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"CC"
"100","K54
(6)","GO:0005654","nucleoplasm",0.5,"25/550",0.0015216447813431,0.0335281853174005,0.030448713188145,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"CC"
"101","K54
(6)","GO:0032993","protein-DNA complex",0.5,"30/550",0.00262966159352161,0.0335281853174005,0.030448713188145,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"CC"
"102","K54
(6)","GO:0043596","nuclear replication fork",0.5,"30/550",0.00262966159352161,0.0335281853174005,0.030448713188145,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"CC"
"103","K54
(6)","GO:0005657","replication fork",0.5,"34/550",0.00381027156217094,0.0388647699341436,0.035295147102215,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"CC"
"104","K2
(7)","GO:0005933","cellular bud",0.714285714285714,"73/550",0.000615054808928702,0.0196817538857185,0.0161856528665448,"855389/855804/854437/855945/851375",5,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
"105","K2
(7)","GO:0005935","cellular bud neck",0.571428571428571,"57/550",0.0028779775772904,0.0243396461559259,0.0200161563782286,"855804/854437/855945/851375",4,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
"106","K2
(7)","GO:0005618","cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
"107","K2
(7)","GO:0009277","fungal-type cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
"108","K2
(7)","GO:0030312","external encapsulating structure",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
"109","K2
(7)","GO:0005576","extracellular region",0.428571428571429,"31/550",0.00487928559585072,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"CC"
