"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Model","Chain","Cluster_plt","Ontology"
"210","K50
(15)","GO:0005657","replication fork",0.333333333333333,"34/550",0.00128866777713908,0.0162372139919524,0.0143788194080781,"852501/852673/852258/856680/850980",5,"K50 (15)","Consensus clustering",1001,500,"CC(1001,500)",NA,50,"CC"
"211","K2
(8)","GO:0005933","cellular bud",0.75,"73/550",0.000101947407693882,0.00407789630775528,0.00354133100410327,"855389/855804/854437/853650/855945/851375",6,"K2 (8)","Bayesian",676000,676,"Bayesian: chain 1",1,2,"CC"
"212","K3
(12)","GO:0005739","mitochondrion",0.5,"65/550",0.00113725020620379,0.0386665070109289,0.0383073753668646,"854556/854529/855447/856314/850614/856044",6,"K3 (12)","Bayesian",676000,676,"Bayesian: chain 1",1,3,"CC"
"213","K6
(2)","GO:0000322","storage vacuole",1,"54/550",0.00947839046199702,0.0465136612021858,0.0333830104321908,"850891/855023",2,"K6 (2)","Bayesian",676000,676,"Bayesian: chain 1",1,6,"CC"
"214","K6
(2)","GO:0000323","lytic vacuole",1,"54/550",0.00947839046199702,0.0465136612021858,0.0333830104321908,"850891/855023",2,"K6 (2)","Bayesian",676000,676,"Bayesian: chain 1",1,6,"CC"
"215","K6
(2)","GO:0000324","fungal-type vacuole",1,"54/550",0.00947839046199702,0.0465136612021858,0.0333830104321908,"850891/855023",2,"K6 (2)","Bayesian",676000,676,"Bayesian: chain 1",1,6,"CC"
"216","K6
(2)","GO:0005773","vacuole",1,"55/550",0.00983606557377049,0.0465136612021858,0.0333830104321908,"850891/855023",2,"K6 (2)","Bayesian",676000,676,"Bayesian: chain 1",1,6,"CC"
"217","K6
(2)","GO:0005886","plasma membrane",1,"57/550",0.0105712866368604,0.0465136612021858,0.0333830104321908,"850891/855023",2,"K6 (2)","Bayesian",676000,676,"Bayesian: chain 1",1,6,"CC"
"218","K9
(4)","GO:0005576","extracellular region",1,"31/550",8.34326540545742e-06,0.000191895104325521,0.000166865308109148,"853693/853366/855562/856893",4,"K9 (4)","Bayesian",676000,676,"Bayesian: chain 1",1,9,"CC"
"219","K11
(11)","GO:0005618","cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,11,"CC"
"220","K11
(11)","GO:0009277","fungal-type cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,11,"CC"
"221","K11
(11)","GO:0030312","external encapsulating structure",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,11,"CC"
"222","K11
(11)","GO:0005576","extracellular region",0.363636363636364,"31/550",0.00207602121378236,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,11,"CC"
"223","K11
(11)","GO:0031225","anchored component of membrane",0.272727272727273,"18/550",0.00413429026270169,0.0223251674185891,0.0191482917430394,"853367/856546/850731",3,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,11,"CC"
"224","K12
(17)","GO:0005783","endoplasmic reticulum",0.588235294117647,"61/550",1.45273403949269e-06,8.71640423695612e-05,6.26969427570528e-05,"852751/856595/853580/855458/854170/856313/851462/855352/851226/852675",10,"K12 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,12,"CC"
"225","K12
(17)","GO:0016021","integral component of membrane",0.705882352941177,"110/550",6.11035719637493e-06,0.000129768907213495,9.33425472939173e-05,"852751/850490/856595/855669/853580/855458/854170/856313/851462/851055/851226/852675",12,"K12 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,12,"CC"
"226","K12
(17)","GO:0016020","membrane",0.823529411764706,"163/550",7.40744342930762e-06,0.000129768907213495,9.33425472939173e-05,"852751/850490/852129/856595/851949/855669/853580/855458/854170/856313/851462/851055/851226/852675",14,"K12 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,12,"CC"
"227","K12
(17)","GO:0012505","endomembrane system",0.647058823529412,"92/550",8.65126048089965e-06,0.000129768907213495,9.33425472939173e-05,"852751/852129/856595/853580/855458/854170/856313/851462/855352/851226/852675",11,"K12 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,12,"CC"
"228","K12
(17)","GO:0031224","intrinsic component of membrane",0.705882352941177,"128/550",3.41318131790417e-05,0.000374616792339517,0.000269461201507372,"852751/850490/856595/855669/853580/855458/854170/856313/851462/851055/851226/852675",12,"K12 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,12,"CC"
"229","K13
(26)","GO:0005657","replication fork",0.346153846153846,"34/550",6.65029681286524e-06,0.000485471667339163,0.000371016559033535,"853821/852245/855448/851391/851266/850297/850793/855621/855404",9,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"230","K13
(26)","GO:0043596","nuclear replication fork",0.307692307692308,"30/550",2.37555444551365e-05,0.000867077372612483,0.000662654661116966,"853821/852245/855448/851266/850297/850793/855621/855404",8,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"231","K13
(26)","GO:0005634","nucleus",0.884615384615385,"295/550",0.000132932356435287,0.00323468733992531,0.00247207540037551,"853821/855642/852245/855448/856305/851267/851391/853371/856237/851671/853327/851266/850297/850793/855621/854143/855950/852119/853747/854063/852362/854786/855404",23,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"232","K13
(26)","GO:0005694","chromosome",0.538461538461538,"121/550",0.000271236786849358,0.00495007136000079,0.00378303939553052,"853821/852245/855448/856305/851391/853371/853327/851266/850297/850793/855621/854063/854786/855404",14,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"233","K13
(26)","GO:0000228","nuclear chromosome",0.461538461538462,"94/550",0.00038582694997306,0.00563307346960668,0.00430501649443625,"853821/852245/855448/856305/853371/851266/850297/850793/855621/854063/854786/855404",12,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"234","K13
(26)","GO:0032993","protein-DNA complex",0.230769230769231,"30/550",0.00168122986531896,0.0184986303825522,0.0141373815468676,"853821/852245/851266/850793/855621/855404",6,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"235","K13
(26)","GO:0032991","protein-containing complex",0.615384615384615,"179/550",0.0017738412695598,0.0184986303825522,0.0141373815468676,"853821/855642/852245/855448/856305/851267/853371/851671/851266/850297/850793/855621/854063/852362/854786/855404",16,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"236","K13
(26)","GO:0031981","nuclear lumen",0.5,"142/550",0.0058000835815593,0.0417355459079886,0.031895947125067,"853821/852245/855448/856305/853371/851266/850297/850793/855621/853747/854063/854786/855404",13,"K13 (26)","Bayesian",676000,676,"Bayesian: chain 1",1,13,"CC"
"237","K15
(25)","GO:0005783","endoplasmic reticulum",0.4,"61/550",0.000118287994640606,0.00910817558732665,0.00859144382126505,"854462/853690/852130/852857/851464/851246/856854/856191/851891/850519",10,"K15 (25)","Bayesian",676000,676,"Bayesian: chain 1",1,15,"CC"
"238","K15
(25)","GO:0012505","endomembrane system",0.44,"92/550",0.000947042189796379,0.0364611243071606,0.0343925847873422,"854462/853690/852130/852857/851464/851246/856854/856191/851891/852303/850519",11,"K15 (25)","Bayesian",676000,676,"Bayesian: chain 1",1,15,"CC"
"239","K18
(23)","GO:0005856","cytoskeleton",0.521739130434783,"79/550",1.2666916875618e-05,0.000924684931920114,0.000680013432270019,"854370/852099/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263",12,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"240","K18
(23)","GO:0099080","supramolecular complex",0.347826086956522,"43/550",0.000147656048676238,0.00466846376835925,0.00343318892842569,"854370/852099/853100/852787/853041/856577/852249/856263",8,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"241","K18
(23)","GO:0015630","microtubule cytoskeleton",0.391304347826087,"57/550",0.000191854675412024,0.00466846376835925,0.00343318892842569,"854370/852099/852787/851957/853041/854555/856577/852249/856263",9,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"242","K18
(23)","GO:0005816","spindle pole body",0.304347826086957,"37/550",0.000391079152719847,0.00681209125753312,0.0050096128930669,"854370/852787/851957/853041/854555/856577/856263",7,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"243","K18
(23)","GO:0005815","microtubule organizing center",0.304347826086957,"38/550",0.000466581592981721,0.00681209125753312,0.0050096128930669,"854370/852787/851957/853041/854555/856577/856263",7,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"244","K18
(23)","GO:0000776","kinetochore",0.173913043478261,"21/550",0.00868699034492612,0.0428785856120819,0.0315329180420502,"854370/853100/852787/853041",4,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"245","K18
(23)","GO:0000777","condensed chromosome kinetochore",0.173913043478261,"21/550",0.00868699034492612,0.0428785856120819,0.0315329180420502,"854370/853100/852787/853041",4,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"246","K18
(23)","GO:0000778","condensed nuclear chromosome kinetochore",0.173913043478261,"21/550",0.00868699034492612,0.0428785856120819,0.0315329180420502,"854370/853100/852787/853041",4,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"247","K18
(23)","GO:0000779","condensed chromosome, centromeric region",0.173913043478261,"21/550",0.00868699034492612,0.0428785856120819,0.0315329180420502,"854370/853100/852787/853041",4,"K18 (23)","Bayesian",676000,676,"Bayesian: chain 1",1,18,"CC"
"248","K19
(16)","GO:0000788","nuclear nucleosome",0.5625,"10/550",9.51506800905158e-15,6.18479420588353e-13,4.40697886735021e-13,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"249","K19
(16)","GO:0000786","nucleosome",0.5625,"11/550",5.17225003211312e-14,1.68098126043677e-12,1.19778421796304e-12,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"250","K19
(16)","GO:0044815","DNA packaging complex",0.5625,"13/550",6.56762941774057e-13,1.42298637384379e-11,1.01394980484416e-11,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"251","K19
(16)","GO:0000790","nuclear chromatin",0.625,"30/550",3.04512824351891e-10,4.94833339571822e-09,3.52593796617979e-09,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"252","K19
(16)","GO:0000785","chromatin",0.625,"32/550",6.40257773507419e-10,8.32335105559644e-09,5.93080884933188e-09,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"253","K19
(16)","GO:0032993","protein-DNA complex",0.5625,"30/550",1.07278848579946e-08,1.16218752628274e-07,8.28117427634668e-08,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"254","K19
(16)","GO:0031298","replication fork protection complex",0.375,"18/550",3.28005624358412e-06,3.04576651189954e-05,2.1702627777098e-05,"852284/851811/852295/851810/852283/852294",6,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"255","K19
(16)","GO:0000228","nuclear chromosome",0.6875,"94/550",4.46148149765611e-06,3.62495371684559e-05,2.58296297232722e-05,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"256","K19
(16)","GO:0005694","chromosome",0.6875,"121/550",6.27343876061124e-05,0.000453081688266367,0.000322843632125023,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"257","K19
(16)","GO:0043596","nuclear replication fork",0.375,"30/550",8.63351726145321e-05,0.000561178621994459,0.000399868167898886,"852284/851811/852295/851810/852283/852294",6,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"258","K19
(16)","GO:0005657","replication fork",0.375,"34/550",0.000183127585154194,0.00108211754863842,0.000771063516438712,"852284/851811/852295/851810/852283/852294",6,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"259","K19
(16)","GO:0031981","nuclear lumen",0.6875,"142/550",0.00031324075593906,0.00169672076133657,0.0012089994088876,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"260","K19
(16)","GO:0032991","protein-containing complex",0.75,"179/550",0.000516549411262982,0.00258274705631491,0.00184033798344706,"855701/855976/852284/851811/852295/851810/855700/852283/856648/855597/855743/852294",12,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"261","K19
(16)","GO:0005634","nucleus",0.875,"295/550",0.00442005382525167,0.0151212367705978,0.0107746464438268,"851691/855701/855976/852284/851811/852295/851810/855700/852283/856648/855597/855743/852294/852062",14,"K19 (16)","Bayesian",676000,676,"Bayesian: chain 1",1,19,"CC"
"262","K20
(28)","GO:0099080","supramolecular complex",0.357142857142857,"43/550",1.38409327803367e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/852216/855859/850447/853010/854240/854889/852655",10,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"263","K20
(28)","GO:0000776","kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/850447/853010/854240",7,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"264","K20
(28)","GO:0000777","condensed chromosome kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/850447/853010/854240",7,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"265","K20
(28)","GO:0000778","condensed nuclear chromosome kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/850447/853010/854240",7,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"266","K20
(28)","GO:0000779","condensed chromosome, centromeric region",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/850447/853010/854240",7,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"267","K20
(28)","GO:0015630","microtubule cytoskeleton",0.357142857142857,"57/550",0.000197532779923695,0.00177779501931326,0.00115516245569412,"850734/852216/853513/855859/850447/853010/854240/854889/852655/850907",10,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"268","K20
(28)","GO:0005816","spindle pole body",0.285714285714286,"37/550",0.000227330197019311,0.00184137459585642,0.00119647472115427,"850734/852216/853513/855859/853010/854240/854889/850907",8,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"269","K20
(28)","GO:0005815","microtubule organizing center",0.285714285714286,"38/550",0.00027817401063019,0.00187767457175378,0.00122006145013241,"850734/852216/853513/855859/853010/854240/854889/850907",8,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"270","K20
(28)","GO:0005856","cytoskeleton",0.357142857142857,"79/550",0.00315816653798644,0.012181499503662,0.00791520435585574,"850734/852216/853513/855859/850447/853010/854240/854889/852655/850907",10,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"271","K20
(28)","GO:0031981","nuclear lumen",0.5,"142/550",0.00416427078654231,0.0153320878959058,0.00996237030273281,"855144/856738/852991/850734/855859/851177/850447/853010/854240/853880/854889/856698/850995/854150",14,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"272","K20
(28)","GO:0000228","nuclear chromosome",0.357142857142857,"94/550",0.0118474113072805,0.0369092429188354,0.0239826139823492,"855144/856738/852991/850734/855859/850447/853010/854240/850995/854150",10,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"273","K20
(28)","GO:0005634","nucleus",0.75,"295/550",0.0149795321257196,0.0449385963771589,0.0291998676914613,"855144/856738/856486/852991/850734/852216/854554/855859/851177/855987/850447/853010/854240/853880/854889/856698/852655/850995/850907/854150/851157",21,"K20 (28)","Bayesian",676000,676,"Bayesian: chain 1",1,20,"CC"
"274","K23
(17)","GO:0005938","cell cortex",0.352941176470588,"33/550",0.000226792093928537,0.0171416858386212,0.0151479484993664,"851926/854903/850345/854953/852382/855948",6,"K23 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,23,"CC"
"275","K23
(17)","GO:0071944","cell periphery",0.588235294117647,"111/550",0.000423251502188179,0.0171416858386212,0.0151479484993664,"851926/854903/851663/850345/854953/852382/851067/855948/855221/856272",10,"K23 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,23,"CC"
"276","K23
(17)","GO:0005886","plasma membrane",0.411764705882353,"57/550",0.000763095733562196,0.0206035848061793,0.018207196449905,"854903/851663/854953/852382/851067/855221/856272",7,"K23 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,23,"CC"
"277","K27
(11)","GO:0030684","preribosome",0.363636363636364,"16/550",0.000140617993976376,0.00156867434828722,0.0011008241040612,"851240/850551/851403/855613",4,"K27 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,27,"CC"
"278","K27
(11)","GO:0005730","nucleolus",0.454545454545455,"31/550",0.000149397556979735,0.00156867434828722,0.0011008241040612,"851240/850551/851403/855613/855273",5,"K27 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,27,"CC"
"279","K27
(11)","GO:1990904","ribonucleoprotein complex",0.363636363636364,"20/550",0.000358994544162872,0.0025129618091401,0.00176348197132639,"851240/850551/851403/855613",4,"K27 (11)","Bayesian",676000,676,"Bayesian: chain 1",1,27,"CC"
"280","K28
(17)","GO:0030684","preribosome",0.588235294117647,"16/550",2.25558866455029e-13,5.63897166137572e-12,3.3240254003899e-12,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851656",10,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"281","K28
(17)","GO:1990904","ribonucleoprotein complex",0.588235294117647,"20/550",4.96009576740949e-12,6.20011970926186e-11,3.65480740756489e-11,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851656",10,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"282","K28
(17)","GO:0005730","nucleolus",0.647058823529412,"31/550",2.69578864595074e-11,2.24649053829229e-10,1.32424705415124e-10,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",11,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"283","K28
(17)","GO:0031981","nuclear lumen",0.647058823529412,"142/550",0.000690302818623854,0.00431439261639908,0.00254322091071946,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",11,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"284","K28
(17)","GO:0032991","protein-containing complex",0.705882352941177,"179/550",0.00125491948313544,0.00555139886453007,0.00327240354119667,"854221/853996/852569/853048/855571/853956/850689/856553/855408/851208/856228/851656",12,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"285","K28
(17)","GO:0005634","nucleus",0.882352941176471,"295/550",0.00261105946108241,0.00725294294745114,0.00427541900060278,"854221/853048/853784/855571/851497/853956/850689/856553/855581/855408/850982/854021/851208/856228/851656",15,"K28 (17)","Bayesian",676000,676,"Bayesian: chain 1",1,28,"CC"
"286","K31
(13)","GO:0005654","nucleoplasm",0.461538461538462,"25/550",6.56307889340962e-06,0.00034784318135071,0.000297065676228015,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"CC"
"287","K31
(13)","GO:0032993","protein-DNA complex",0.461538461538462,"30/550",2.07832659375803e-05,0.000402622042659433,0.000343848020543309,"852501/852673/852258/856680/850980/853244",6,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"CC"
"288","K31
(13)","GO:0031298","replication fork protection complex",0.384615384615385,"18/550",2.27899269429868e-05,0.000402622042659433,0.000343848020543309,"852501/852673/852258/856680/850980",5,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"CC"
"289","K31
(13)","GO:0043596","nuclear replication fork",0.384615384615385,"30/550",0.000325902240925015,0.00431820469225645,0.00368784114730938,"852501/852673/852258/856680/850980",5,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"CC"
"290","K31
(13)","GO:0005657","replication fork",0.384615384615385,"34/550",0.000604805137940206,0.00641093446216618,0.00547507809082712,"852501/852673/852258/856680/850980",5,"K31 (13)","Bayesian",676000,676,"Bayesian: chain 1",1,31,"CC"
"291","K2
(18)","GO:0005933","cellular bud",0.5,"73/550",0.000143973781622943,0.00907034824224544,0.00894152959553018,"855646/855389/855804/854437/852455/851440/853650/855945/851375",9,"K2 (18)","Bayesian",676000,676,"Bayesian: chain 2",2,2,"CC"
"292","K3
(14)","GO:0005739","mitochondrion",0.5,"65/550",0.00041361641166008,0.0140629579964427,0.0139323422874974,"854556/854529/851539/855447/856314/850614/856044",7,"K3 (14)","Bayesian",676000,676,"Bayesian: chain 2",2,3,"CC"
"293","K10
(7)","GO:0005618","cell wall",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"CC"
"294","K10
(7)","GO:0009277","fungal-type cell wall",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"CC"
"295","K10
(7)","GO:0030312","external encapsulating structure",0.571428571428571,"30/550",0.000226365278758095,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"CC"
"296","K10
(7)","GO:0005576","extracellular region",0.571428571428571,"31/550",0.000258717344533758,0.00181102141173631,0.0013616702343882,"852856/853367/850992/856546",4,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"CC"
"297","K10
(7)","GO:0071944","cell periphery",0.714285714285714,"111/550",0.0045921486965866,0.025716032700885,0.0193353629329962,"852856/852932/853367/850992/856546",5,"K10 (7)","Bayesian",676000,676,"Bayesian: chain 2",2,10,"CC"
"298","K11
(21)","GO:0005694","chromosome",0.714285714285714,"121/550",1.05916604503804e-06,3.77161533956378e-05,2.1796744996447e-05,"852245/856305/851391/853327/851266/850297/850540/850793/855621/852385/851561/854063/854786/850880/855404",15,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"299","K11
(21)","GO:0005634","nucleus",1,"295/550",1.47906483904462e-06,3.77161533956378e-05,2.1796744996447e-05,"852245/856305/851391/851671/853327/851266/850297/850540/850793/855621/854143/855950/852385/851561/852119/853747/854063/852362/854786/850880/855404",21,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"300","K11
(21)","GO:0005657","replication fork",0.380952380952381,"34/550",1.05861791451582e-05,0.000179965045467689,0.000104004567040151,"852245/851391/851266/850297/850793/855621/852385/855404",8,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"301","K11
(21)","GO:0000228","nuclear chromosome",0.571428571428571,"94/550",2.5196603885312e-05,0.000321256699537728,0.000185659186523352,"852245/856305/851266/850297/850540/850793/855621/851561/854063/854786/850880/855404",12,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"302","K11
(21)","GO:0032991","protein-containing complex",0.714285714285714,"179/550",0.000229437059275286,0.00234025800460792,0.00135247108625432,"852245/856305/851671/851266/850297/850540/850793/855621/852385/851561/854063/852362/854786/850880/855404",15,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"303","K11
(21)","GO:0031981","nuclear lumen",0.619047619047619,"142/550",0.00040037949674561,0.00340322572233768,0.00196677647524159,"852245/856305/851266/850297/850540/850793/855621/851561/853747/854063/854786/850880/855404",13,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"304","K11
(21)","GO:0043228","non-membrane-bounded organelle",0.761904761904762,"219/550",0.000632347549457576,0.0035833027802596,0.00207084577600142,"852245/856305/851391/853327/851266/850297/850540/850793/855621/852385/851561/853747/854063/854786/850880/855404",16,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"305","K11
(21)","GO:0043232","intracellular non-membrane-bounded organelle",0.761904761904762,"219/550",0.000632347549457576,0.0035833027802596,0.00207084577600142,"852245/856305/851391/853327/851266/850297/850540/850793/855621/852385/851561/853747/854063/854786/850880/855404",16,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"306","K11
(21)","GO:0032993","protein-DNA complex",0.238095238095238,"30/550",0.00376774777954924,0.0147811643659239,0.00854226217225738,"852245/851266/850793/855621/855404",5,"K11 (21)","Bayesian",676000,676,"Bayesian: chain 2",2,11,"CC"
"307","K13
(27)","GO:0005783","endoplasmic reticulum",0.407407407407407,"61/550",4.12057250215803e-05,0.00337886945176958,0.00320970910694415,"852751/853580/853882/851246/850739/856191/851891/855352/851226/852675/856739",11,"K13 (27)","Bayesian",676000,676,"Bayesian: chain 2",2,13,"CC"
"308","K14
(22)","GO:0000139","Golgi membrane",0.181818181818182,"12/550",0.000775077691088357,0.0496049722296549,0.0440570477039698,"852845/856050/852458/856718",4,"K14 (22)","Bayesian",676000,676,"Bayesian: chain 2",2,14,"CC"
"309","K16
(23)","GO:0012505","endomembrane system",0.695652173913043,"92/550",1.04650202292306e-08,4.8479402922798e-07,4.32262168475722e-07,"852129/856595/853434/854499/853690/852130/852857/855458/854170/851464/856313/856854/851462/853861/852303/850519",16,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"CC"
"310","K16
(23)","GO:0016021","integral component of membrane",0.739130434782609,"110/550",1.56096453481014e-08,4.8479402922798e-07,4.32262168475722e-07,"856595/853434/854499/853690/852857/855458/854170/851464/856313/852543/856854/851462/853861/852303/851055/854248/850519",17,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"CC"
"311","K16
(23)","GO:0031224","intrinsic component of membrane",0.782608695652174,"128/550",1.7110377502164e-08,4.8479402922798e-07,4.32262168475722e-07,"856595/853434/854499/853690/852857/855458/854170/851464/855416/856313/852543/856854/851462/853861/852303/851055/854248/850519",18,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"CC"
"312","K16
(23)","GO:0005783","endoplasmic reticulum",0.565217391304348,"61/550",5.35629657096629e-08,1.13821302133034e-06,1.01487724502519e-06,"856595/854499/853690/852130/852857/855458/854170/851464/856313/856854/851462/853861/850519",13,"K16 (23)","Bayesian",676000,676,"Bayesian: chain 2",2,16,"CC"
