"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","Chain","Model","Cluster_plt","Ontology"
"216","K17
(21)","GO:0000776","kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",2,"Bayesian: chain 2",17,"CC"
"217","K17
(21)","GO:0000777","condensed chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",2,"Bayesian: chain 2",17,"CC"
"218","K17
(21)","GO:0000778","condensed nuclear chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",2,"Bayesian: chain 2",17,"CC"
"219","K17
(21)","GO:0000779","condensed chromosome, centromeric region",0.19047619047619,"21/550",0.00617728725960692,0.0250342694205123,0.0154004391513746,"853100/852787/853041/856648",4,"K17 (21)","Bayesian",2,"Bayesian: chain 2",17,"CC"
"220","K18
(8)","GO:0000788","nuclear nucleosome",1,"10/550",2.28056389354179e-16,5.70140973385446e-15,1.44035614328955e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"221","K18
(8)","GO:0000786","nucleosome",1,"11/550",8.36206760965323e-16,1.04525845120665e-14,2.64065292936418e-15,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"222","K18
(8)","GO:0044815","DNA packaging complex",1,"13/550",6.52241273552956e-15,5.43534394627463e-14,1.37313952326938e-14,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"223","K18
(8)","GO:0000790","nuclear chromatin",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"224","K18
(8)","GO:0032993","protein-DNA complex",1,"30/550",2.96621542813512e-11,1.48310771406756e-10,3.74679843553910e-11,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"225","K18
(8)","GO:0031298","replication fork protection complex",0.75,"18/550",1.33745690116368e-08,4.77663178987029e-08,1.20672803112513e-08,"852284/851811/852295/851810/852283/852294",6,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"226","K18
(8)","GO:0000228","nuclear chromosome",1,"94/550",5.64135811378432e-07,1.56704392049564e-06,3.95884779914689e-07,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"227","K18
(8)","GO:0005657","replication fork",0.75,"34/550",9.19784017862001e-07,2.299460044655e-06,5.80916221807579e-07,"852284/851811/852295/851810/852283/852294",6,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"228","K18
(8)","GO:0005694","chromosome",1,"121/550",4.55985817139368e-06,1.03633140258947e-05,2.61810038548919e-06,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"229","K18
(8)","GO:0031981","nuclear lumen",1,"142/550",1.69993310033786e-05,3.54152729237053e-05,8.94701631756766e-06,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"230","K18
(8)","GO:0032991","protein-containing complex",1,"179/550",0.000113039446272432,0.000176624134800676,4.46208340549075e-05,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"231","K18
(8)","GO:0043228","non-membrane-bounded organelle",1,"219/550",0.000584374152059878,0.00081163076674983,0.000205043562126273,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"232","K18
(8)","GO:0043232","intracellular non-membrane-bounded organelle",1,"219/550",0.000584374152059878,0.00081163076674983,0.000205043562126273,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"233","K18
(8)","GO:0005634","nucleus",1,"295/550",0.0065510413781633,0.00861979128705697,0.00217763148304597,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"CC"
"234","K19
(9)","GO:0099080","supramolecular complex",0.444444444444444,"43/550",0.00307425360908652,0.0261548901669597,0.0214133603706103,"856738/850447/853814/855238",4,"K19 (9)","Bayesian",2,"Bayesian: chain 2",19,"CC"
"235","K19
(9)","GO:0000776","kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",2,"Bayesian: chain 2",19,"CC"
"236","K19
(9)","GO:0000777","condensed chromosome kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",2,"Bayesian: chain 2",19,"CC"
"237","K19
(9)","GO:0000778","condensed nuclear chromosome kinetochore",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",2,"Bayesian: chain 2",19,"CC"
"238","K19
(9)","GO:0000779","condensed chromosome, centromeric region",0.333333333333333,"21/550",0.00348731868892796,0.0261548901669597,0.0214133603706103,"856738/850447/853814",3,"K19 (9)","Bayesian",2,"Bayesian: chain 2",19,"CC"
"239","K20
(19)","GO:0005819","spindle",0.368421052631579,"33/550",4.41879690748636e-05,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"240","K20
(19)","GO:0000922","spindle pole",0.263157894736842,"16/550",9.70978259796917e-05,0.00241813624582954,0.00180040952834548,"855597/850734/853513/854240/854889",5,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"241","K20
(19)","GO:0005816","spindle pole body",0.368421052631579,"37/550",9.8204208369121e-05,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"242","K20
(19)","GO:0005815","microtubule organizing center",0.368421052631579,"38/550",0.000117957865650221,0.00241813624582954,0.00180040952834548,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"243","K20
(19)","GO:0099080","supramolecular complex",0.368421052631579,"43/550",0.000271981542028981,0.00446049728927529,0.00332103777635387,"855144/855597/850734/852216/855859/854240/854889",7,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"244","K20
(19)","GO:0015630","microtubule cytoskeleton",0.368421052631579,"57/550",0.00167109476136295,0.0162666807552096,0.0121112642336605,"855597/850734/852216/853513/855859/854240/854889",7,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"245","K20
(19)","GO:0000776","kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"246","K20
(19)","GO:0000777","condensed chromosome kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"247","K20
(19)","GO:0000778","condensed nuclear chromosome kinetochore",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"248","K20
(19)","GO:0000779","condensed chromosome, centromeric region",0.210526315789474,"21/550",0.00420879374426897,0.0215700679393785,0.0160598708662895,"855144/850734/855859/854240",4,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"CC"
"249","K27
(28)","GO:0005730","nucleolus",0.321428571428571,"31/550",5.72192239681259e-06,0.000349037266205568,0.000331269191394413,"855738/856553/851240/850551/855613/854448/856557/851779/855273",9,"K27 (28)","Bayesian",2,"Bayesian: chain 2",27,"CC"
"250","K30
(23)","GO:1990904","ribonucleoprotein complex",0.521739130434783,"20/550",1.03075964921623e-13,2.61561809946915e-12,1.95394221352534e-12,"854221/852569/853048/853956/850689/855408/851924/854497/851208/856228/851403/851656",12,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"251","K30
(23)","GO:0030684","preribosome",0.478260869565217,"16/550",1.68749554804461e-13,2.61561809946915e-12,1.95394221352534e-12,"854221/852569/853048/853956/850689/855408/851924/851208/856228/851403/851656",11,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"252","K30
(23)","GO:0005730","nucleolus",0.521739130434783,"31/550",9.32169182692194e-11,9.63241488781934e-10,7.19569193657132e-10,"854221/853048/853784/853956/855408/851924/850982/854021/851208/856228/851403/851656",12,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"253","K30
(23)","GO:0005634","nucleus",0.869565217391304,"295/550",0.00065450799979472,0.00507243699840908,0.0037892568409168,"854221/853048/853784/855571/851497/853956/850689/851583/855581/855408/854268/851924/850982/854021/854497/851208/856228/851403/851656/852076",20,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"254","K30
(23)","GO:0031981","nuclear lumen",0.521739130434783,"142/550",0.00519023070157875,0.0321794303497882,0.0240389632494174,"854221/853048/853784/853956/855408/851924/850982/854021/851208/856228/851403/851656",12,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"255","K30
(23)","GO:0032991","protein-containing complex",0.565217391304348,"179/550",0.0133447260238208,0.0459651674153829,0.0343373067279601,"854221/852569/853048/855571/853956/850689/855408/851924/854497/851208/856228/851403/851656",13,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"CC"
"256","K32
(21)","GO:0005654","nucleoplasm",0.285714285714286,"25/550",0.00016234740710697,0.00995500539975596,0.00822194777955553,"850409/852501/852673/852258/856680/850980",6,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"CC"
"257","K32
(21)","GO:0031298","replication fork protection complex",0.238095238095238,"18/550",0.000306307858454029,0.00995500539975596,0.00822194777955553,"852501/852673/852258/856680/850980",5,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"CC"
"258","K2
(8)","GO:0005933","cellular bud",0.75,"73/550",0.000101947407693882,0.00407789630775528,0.00354133100410327,"855389/855804/854437/853650/855945/851375",6,"K2 (8)","Bayesian",3,"Bayesian: chain 3",2,"CC"
"259","K3
(12)","GO:0005739","mitochondrion",0.5,"65/550",0.00113725020620379,0.0386665070109289,0.0383073753668646,"854556/854529/855447/856314/850614/856044",6,"K3 (12)","Bayesian",3,"Bayesian: chain 3",3,"CC"
"260","K5
(6)","GO:0005618","cell wall",0.666666666666667,"30/550",0.000100854639495784,0.000836968350286862,0.000486079622671136,"850891/853693/850812/856893",4,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"261","K5
(6)","GO:0009277","fungal-type cell wall",0.666666666666667,"30/550",0.000100854639495784,0.000836968350286862,0.000486079622671136,"850891/853693/850812/856893",4,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"262","K5
(6)","GO:0030312","external encapsulating structure",0.666666666666667,"30/550",0.000100854639495784,0.000836968350286862,0.000486079622671136,"850891/853693/850812/856893",4,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"263","K5
(6)","GO:0005576","extracellular region",0.666666666666667,"31/550",0.000115443910384395,0.000836968350286862,0.000486079622671136,"853693/850812/853366/856893",4,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"264","K5
(6)","GO:0031225","anchored component of membrane",0.5,"18/550",0.000556005362198853,0.00322483110075335,0.00187286016740666,"850891/850812/856893",3,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"265","K5
(6)","GO:0071944","cell periphery",0.833333333333333,"111/550",0.00156461753848394,0.00756231810267235,0.00439190887995491,"850891/853693/855023/850812/856893",5,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"266","K5
(6)","GO:0005886","plasma membrane",0.5,"57/550",0.016862711204014,0.0407515520763672,0.023666963093353,"850891/855023/850812",3,"K5 (6)","Bayesian",3,"Bayesian: chain 3",5,"CC"
"267","K10
(11)","GO:0005618","cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K10 (11)","Bayesian",3,"Bayesian: chain 3",10,"CC"
"268","K10
(11)","GO:0009277","fungal-type cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K10 (11)","Bayesian",3,"Bayesian: chain 3",10,"CC"
"269","K10
(11)","GO:0030312","external encapsulating structure",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K10 (11)","Bayesian",3,"Bayesian: chain 3",10,"CC"
"270","K10
(11)","GO:0005576","extracellular region",0.363636363636364,"31/550",0.00207602121378236,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K10 (11)","Bayesian",3,"Bayesian: chain 3",10,"CC"
"271","K10
(11)","GO:0031225","anchored component of membrane",0.272727272727273,"18/550",0.00413429026270169,0.0223251674185891,0.0191482917430394,"853367/856546/850731",3,"K10 (11)","Bayesian",3,"Bayesian: chain 3",10,"CC"
"272","K11
(28)","GO:0005783","endoplasmic reticulum",0.5,"61/550",1.20139378756544e-07,5.10918130222462e-06,3.68783011288394e-06,"852751/856595/852857/853580/855458/854170/851246/856313/856854/851462/851891/851226/850519/852675",14,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"273","K11
(28)","GO:0016021","integral component of membrane",0.642857142857143,"110/550",1.73033087983724e-07,5.10918130222462e-06,3.68783011288394e-06,"852751/850490/856595/855669/852857/853580/855458/854170/851246/856313/856854/851462/851891/852303/851055/851226/850519/852675",18,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"274","K11
(28)","GO:0031224","intrinsic component of membrane",0.678571428571429,"128/550",3.04380020884383e-07,5.10918130222462e-06,3.68783011288394e-06,"852751/850490/850811/856595/855669/852857/853580/855458/854170/851246/856313/856854/851462/851891/852303/851055/851226/850519/852675",19,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"275","K11
(28)","GO:0005789","endoplasmic reticulum membrane",0.392857142857143,"38/550",3.64941521587473e-07,5.10918130222462e-06,3.68783011288394e-06,"852751/856595/852857/855458/851246/856313/851462/851891/851226/850519/852675",11,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"276","K11
(28)","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",0.392857142857143,"38/550",3.64941521587473e-07,5.10918130222462e-06,3.68783011288394e-06,"852751/856595/852857/855458/851246/856313/851462/851891/851226/850519/852675",11,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"277","K11
(28)","GO:0031090","organelle membrane",0.5,"89/550",1.89183957367235e-05,0.000165535962696331,0.000119484604652991,"852751/852129/856595/855669/852857/855458/851246/856313/851462/851891/852303/851226/850519/852675",14,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"278","K11
(28)","GO:0000139","Golgi membrane",0.142857142857143,"12/550",0.00201827937579594,0.0141279556305715,0.0101976221092847,"852129/855458/852303/852675",4,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"279","K11
(28)","GO:0005794","Golgi apparatus",0.142857142857143,"17/550",0.00811510559829043,0.0405755279914521,0.0292875991517249,"852129/855458/852303/852675",4,"K11 (28)","Bayesian",3,"Bayesian: chain 3",11,"CC"
"280","K12
(25)","GO:0005657","replication fork",0.32,"34/550",4.71360090260464e-05,0.00344092865890139,0.00267930998674369,"853821/852245/855448/851391/851266/850297/850793/855621",8,"K12 (25)","Bayesian",3,"Bayesian: chain 3",12,"CC"
"281","K12
(25)","GO:0043596","nuclear replication fork",0.28,"30/550",0.000169577213015247,0.00553887007857514,0.00431289090473046,"853821/852245/855448/851266/850297/850793/855621",7,"K12 (25)","Bayesian",3,"Bayesian: chain 3",12,"CC"
"282","K12
(25)","GO:0005634","nucleus",0.88,"295/550",0.000227624797749663,0.00553887007857514,0.00431289090473046,"853821/855642/852245/855448/856305/851267/851391/853371/856237/851671/853327/851266/850297/850793/855621/854143/855950/852119/853747/854063/852362/854786",22,"K12 (25)","Bayesian",3,"Bayesian: chain 3",12,"CC"
"283","K12
(25)","GO:0005694","chromosome",0.52,"121/550",0.000723688556560075,0.0132073161572214,0.0102839952774326,"853821/852245/855448/856305/851391/853371/853327/851266/850297/850793/855621/854063/854786",13,"K12 (25)","Bayesian",3,"Bayesian: chain 3",12,"CC"
"284","K12
(25)","GO:0000228","nuclear chromosome",0.44,"94/550",0.00115143322346306,0.0168109250625606,0.0130899776983169,"853821/852245/855448/856305/853371/851266/850297/850793/855621/854063/854786",11,"K12 (25)","Bayesian",3,"Bayesian: chain 3",12,"CC"
"285","K14
(33)","GO:0005794","Golgi apparatus",0.151515151515152,"17/550",0.00210800468028983,0.0423048854455812,0.0330805119273718,"856050/852114/851551/853690/852458",5,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"286","K14
(33)","GO:0043231","intracellular membrane-bounded organelle",0.96969696969697,"428/550",0.00213363375990438,0.0423048854455812,0.0330805119273718,"854462/853372/856558/850935/854942/856050/850429/852009/852114/855652/855404/854141/853824/851551/851330/851315/855102/854499/856510/853773/853690/855979/852458/851457/852130/853266/851099/856664/851464/850844/852112/850739",32,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"287","K14
(33)","GO:0031090","organelle membrane",0.363636363636364,"89/550",0.0029692688261001,0.0423048854455812,0.0330805119273718,"853372/856050/852114/854141/851551/851315/854499/856510/853690/852458/851464/850739",12,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"288","K14
(33)","GO:0043227","membrane-bounded organelle",0.96969696969697,"435/550",0.00347148489832432,0.0423048854455812,0.0330805119273718,"854462/853372/856558/850935/854942/856050/850429/852009/852114/855652/855404/854141/853824/851551/851330/851315/855102/854499/856510/853773/853690/855979/852458/851457/852130/853266/851099/856664/851464/850844/852112/850739",32,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"289","K14
(33)","GO:0000139","Golgi membrane",0.121212121212121,"12/550",0.00379668613445748,0.0423048854455812,0.0330805119273718,"856050/852114/853690/852458",4,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"290","K14
(33)","GO:0005789","endoplasmic reticulum membrane",0.212121212121212,"38/550",0.00483484405092357,0.0423048854455812,0.0330805119273718,"853372/851551/854499/856510/853690/851464/850739",7,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"291","K14
(33)","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",0.212121212121212,"38/550",0.00483484405092357,0.0423048854455812,0.0330805119273718,"853372/851551/854499/856510/853690/851464/850739",7,"K14 (33)","Bayesian",3,"Bayesian: chain 3",14,"CC"
"292","K17
(26)","GO:0005856","cytoskeleton",0.538461538461538,"79/550",1.25139116066653e-06,0.000100111292853322,7.64007234933247e-05,"851197/854370/852099/851691/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263",14,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"293","K17
(26)","GO:0015630","microtubule cytoskeleton",0.423076923076923,"57/550",1.31830660037805e-05,0.000527322640151219,0.000402430435904878,"851197/854370/852099/851691/852787/851957/853041/854555/856577/852249/856263",11,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"294","K17
(26)","GO:0099080","supramolecular complex",0.346153846153846,"43/550",5.46434858265655e-05,0.00145715962204175,0.00111204286945291,"851197/854370/852099/853100/852787/853041/856577/852249/856263",9,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"295","K17
(26)","GO:0005819","spindle",0.269230769230769,"33/550",0.000425782566869862,0.00851565133739723,0.00649878654696105,"851197/854370/851691/853041/856577/852249/856263",7,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"296","K17
(26)","GO:0005816","spindle pole body",0.269230769230769,"37/550",0.00090265714758108,0.0139909451361781,0.0106773002355044,"854370/852787/851957/853041/854555/856577/856263",7,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"297","K17
(26)","GO:0005815","microtubule organizing center",0.269230769230769,"38/550",0.00107149457294222,0.0139909451361781,0.0106773002355044,"854370/852787/851957/853041/854555/856577/856263",7,"K17 (26)","Bayesian",3,"Bayesian: chain 3",17,"CC"
"298","K18
(15)","GO:0000788","nuclear nucleosome",0.6,"10/550",4.16984909523285e-15,2.71040191190135e-13,1.8874053799475e-13,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"299","K18
(15)","GO:0000786","nucleosome",0.6,"11/550",2.27048906065765e-14,7.37908944713735e-13,5.13847524254099e-13,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"300","K18
(15)","GO:0044815","DNA packaging complex",0.6,"13/550",2.89277532868359e-13,6.26767987881445e-12,4.36453821520683e-12,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"301","K18
(15)","GO:0000790","nuclear chromatin",0.666666666666667,"30/550",1.18200118984009e-10,1.92075193349014e-09,1.33752766218747e-09,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"302","K18
(15)","GO:0000785","chromatin",0.666666666666667,"32/550",2.49397122255975e-10,3.24216258932768e-09,2.25770026463304e-09,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"303","K18
(15)","GO:0032993","protein-DNA complex",0.6,"30/550",4.86473808907056e-09,5.27013292982644e-08,3.66989013736902e-08,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"304","K18
(15)","GO:0000228","nuclear chromosome",0.733333333333333,"94/550",1.62388797484306e-06,1.50789597663998e-05,1.05003282583837e-05,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"305","K18
(15)","GO:0031298","replication fork protection complex",0.4,"18/550",2.0899803947899e-06,1.6981090707668e-05,1.1824889075785e-05,"852284/851811/852295/851810/852283/852294",6,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"306","K18
(15)","GO:0005694","chromosome",0.733333333333333,"121/550",2.41155349073146e-05,0.000174167752108383,0.000121282807136202,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"307","K18
(15)","GO:0043596","nuclear replication fork",0.4,"30/550",5.60950175076446e-05,0.00036461761379969,0.000253903763455655,"852284/851811/852295/851810/852283/852294",6,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"308","K18
(15)","GO:0005657","replication fork",0.4,"34/550",0.000119766586008815,0.00068184605632811,0.000474807780115121,"852284/851811/852295/851810/852283/852294",6,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"309","K18
(15)","GO:0031981","nuclear lumen",0.733333333333333,"142/550",0.000125879271937497,0.00068184605632811,0.000474807780115121,"855701/855976/852284/851811/852295/851810/855700/852283/856648/852294/852062",11,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"310","K18
(15)","GO:0005634","nucleus",0.866666666666667,"295/550",0.00741740352971295,0.0253753278648075,0.0176702687965461,"855701/855976/852284/851811/852295/851810/855700/852283/856648/855597/855743/852294/852062",13,"K18 (15)","Bayesian",3,"Bayesian: chain 3",18,"CC"
"311","K19
(23)","GO:0005816","spindle pole body",0.304347826086957,"37/550",0.000391079152719847,0.0188965545157597,0.0149797248273079,"850734/852216/853513/855859/854240/854889/850907",7,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"312","K19
(23)","GO:0005815","microtubule organizing center",0.304347826086957,"38/550",0.000466581592981721,0.0188965545157597,0.0149797248273079,"850734/852216/853513/855859/854240/854889/850907",7,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"313","K19
(23)","GO:0099080","supramolecular complex",0.304347826086957,"43/550",0.00104002136106413,0.0230374791598918,0.0182623291585887,"855144/850734/852216/855859/854240/854889/852655",7,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"314","K19
(23)","GO:0015630","microtubule cytoskeleton",0.347826086956522,"57/550",0.00116373890577379,0.0230374791598918,0.0182623291585887,"850734/852216/853513/855859/854240/854889/852655/850907",8,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"315","K19
(23)","GO:0005819","spindle",0.260869565217391,"33/550",0.00142206661480813,0.0230374791598918,0.0182623291585887,"850734/852216/853513/855859/854240/854889",6,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"316","K19
(23)","GO:0005856","cytoskeleton",0.347826086956522,"79/550",0.0101540937458695,0.0483812702009077,0.0383529237460087,"850734/852216/853513/855859/854240/854889/852655/850907",8,"K19 (23)","Bayesian",3,"Bayesian: chain 3",19,"CC"
"317","K23
(16)","GO:0005938","cell cortex",0.375,"33/550",0.000153310644379898,0.00850228104940461,0.0076238777441055,"851926/854903/850345/854953/852382/855948",6,"K23 (16)","Bayesian",3,"Bayesian: chain 3",23,"CC"
"318","K23
(16)","GO:0071944","cell periphery",0.625,"111/550",0.000209932865417398,0.00850228104940461,0.0076238777441055,"851926/854903/851663/850345/854953/852382/851067/855948/855221/856272",10,"K23 (16)","Bayesian",3,"Bayesian: chain 3",23,"CC"
"319","K23
(16)","GO:0005886","plasma membrane",0.4375,"57/550",0.000488257510461637,0.0131829527824642,0.0118209713059133,"854903/851663/854953/852382/851067/855221/856272",7,"K23 (16)","Bayesian",3,"Bayesian: chain 3",23,"CC"
"320","K28
(9)","GO:0005730","nucleolus",0.444444444444444,"31/550",0.000859206272643859,0.0160767851215604,0.0120878083620755,"851240/850551/855613/855273",4,"K28 (9)","Bayesian",3,"Bayesian: chain 3",28,"CC"
"321","K28
(9)","GO:0030684","preribosome",0.333333333333333,"16/550",0.00153112239252956,0.0160767851215604,0.0120878083620755,"851240/850551/855613",3,"K28 (9)","Bayesian",3,"Bayesian: chain 3",28,"CC"
"322","K28
(9)","GO:1990904","ribonucleoprotein complex",0.333333333333333,"20/550",0.00301430838417167,0.0211001586892017,0.0158647809693246,"851240/850551/855613",3,"K28 (9)","Bayesian",3,"Bayesian: chain 3",28,"CC"
"323","K29
(20)","GO:0030684","preribosome",0.6,"16/550",1.53015739246566e-16,3.82539348116416e-15,2.25496878889677e-15,"854221/852569/853048/853956/850689/856553/855408/851924/851208/856228/851403/851656",12,"K29 (20)","Bayesian",3,"Bayesian: chain 3",29,"CC"
