"","N_iter","ARI","Frobenius_norm","K_diff","Simulation","Inference","N_seeds","Model"
"602",10,0.988610010263383,206,-1,31,"Consensus",1,"Consensus (10, 1)"
"603",100,1,0,0,31,"Consensus",1,"Consensus (100, 1)"
"604",1000,1,0,0,31,"Consensus",1,"Consensus (1000, 1)"
"605",10000,1,0,0,31,"Consensus",1,"Consensus (10000, 1)"
"606",1,0.626202130164327,9576.6,-13,31,"Consensus",10,"Consensus (1, 10)"
"607",10,1,509.2,0,31,"Consensus",10,"Consensus (10, 10)"
"608",100,1,61.6,0,31,"Consensus",10,"Consensus (100, 10)"
"609",1000,1,51,0,31,"Consensus",10,"Consensus (1000, 10)"
"610",10000,1,102.8,0,31,"Consensus",10,"Consensus (10000, 10)"
"611",1,0.693653959717053,9457.66666666667,-14,31,"Consensus",30,"Consensus (1, 30)"
"612",10,1,1144.8,0,31,"Consensus",30,"Consensus (10, 30)"
"613",100,1,51.9333333333333,0,31,"Consensus",30,"Consensus (100, 30)"
"614",1000,1,55.2000000000001,0,31,"Consensus",30,"Consensus (1000, 30)"
"615",10000,1,58.1333333333334,0,31,"Consensus",30,"Consensus (10000, 30)"
"616",1,0.646897974538009,9445.28,-17,31,"Consensus",50,"Consensus (1, 50)"
"617",10,1,1317.8,0,31,"Consensus",50,"Consensus (10, 50)"
"618",100,1,52.1199999999999,0,31,"Consensus",50,"Consensus (100, 50)"
"619",1000,1,49.6,0,31,"Consensus",50,"Consensus (1000, 50)"
"620",10000,1,66.0799999999999,0,31,"Consensus",50,"Consensus (10000, 50)"
"621",1,0.713872114756337,9360.58,-18,31,"Consensus",100,"Consensus (1, 100)"
"622",10,1,1572.54,0,31,"Consensus",100,"Consensus (10, 100)"
"623",100,1,53.08,0,31,"Consensus",100,"Consensus (100, 100)"
"624",1000,1,43.42,0,31,"Consensus",100,"Consensus (1000, 100)"
"625",10000,1,69.5800000000002,0,31,"Consensus",100,"Consensus (10000, 100)"
"626",1,0.483204313335467,8174,-18,32,"Consensus",1,"Consensus (1, 1)"
"627",10,0.875994196506403,2176,-2,32,"Consensus",1,"Consensus (10, 1)"
"628",100,1,0,0,32,"Consensus",1,"Consensus (100, 1)"
"629",1000,1,0,0,32,"Consensus",1,"Consensus (1000, 1)"
"630",10000,1,0,0,32,"Consensus",1,"Consensus (10000, 1)"
"631",1,0.303418858032407,10088.6,-19,32,"Consensus",10,"Consensus (1, 10)"
"632",10,1,2666.4,0,32,"Consensus",10,"Consensus (10, 10)"
"633",100,0.988081286821736,129.6,-1,32,"Consensus",10,"Consensus (100, 10)"
"634",1000,1,151,0,32,"Consensus",10,"Consensus (1000, 10)"
"635",10000,1,222.4,0,32,"Consensus",10,"Consensus (10000, 10)"
"636",1,0.537209302325581,9727.06666666667,-20,32,"Consensus",30,"Consensus (1, 30)"
"637",10,1,2235.2,0,32,"Consensus",30,"Consensus (10, 30)"
"638",100,0.988081286821736,145.4,-1,32,"Consensus",30,"Consensus (100, 30)"
"639",1000,1,115,0,32,"Consensus",30,"Consensus (1000, 30)"
"640",10000,1,195.8,0,32,"Consensus",30,"Consensus (10000, 30)"
"641",1,0.557672303882699,9757.04,-20,32,"Consensus",50,"Consensus (1, 50)"
"642",10,1,2089.36,0,32,"Consensus",50,"Consensus (10, 50)"
"643",100,1,143.28,0,32,"Consensus",50,"Consensus (100, 50)"
"644",1000,1,116.44,0,32,"Consensus",50,"Consensus (1000, 50)"
"645",10000,0.988081286821736,234.56,-1,32,"Consensus",50,"Consensus (10000, 50)"
"646",1,0.547256226208235,9804.42,-20,32,"Consensus",100,"Consensus (1, 100)"
"647",10,0.988081286821736,2068.26,-1,32,"Consensus",100,"Consensus (10, 100)"
"648",100,1,162.1,0,32,"Consensus",100,"Consensus (100, 100)"
"649",1000,1,140.58,0,32,"Consensus",100,"Consensus (1000, 100)"
"650",10000,0.988081286821736,190.36,-1,32,"Consensus",100,"Consensus (10000, 100)"
"651",1,0.750867201641789,3814,-16,33,"Consensus",1,"Consensus (1, 1)"
"652",10,1,0,0,33,"Consensus",1,"Consensus (10, 1)"
"653",100,1,0,0,33,"Consensus",1,"Consensus (100, 1)"
"654",1000,1,0,0,33,"Consensus",1,"Consensus (1000, 1)"
"655",10000,1,0,0,33,"Consensus",1,"Consensus (10000, 1)"
"656",1,0.706286370321864,7109,-10,33,"Consensus",10,"Consensus (1, 10)"
"657",10,1,790,0,33,"Consensus",10,"Consensus (10, 10)"
"658",100,1,64.6,0,33,"Consensus",10,"Consensus (100, 10)"
"659",1000,1,37.2,0,33,"Consensus",10,"Consensus (1000, 10)"
"660",10000,1,37.2,0,33,"Consensus",10,"Consensus (10000, 10)"
"661",1,0.785912757099428,7215.6,-12,33,"Consensus",30,"Consensus (1, 30)"
"662",10,1,424.400000000001,0,33,"Consensus",30,"Consensus (10, 30)"
"663",100,1,33.9333333333334,0,33,"Consensus",30,"Consensus (100, 30)"
"664",1000,1,40.0666666666668,0,33,"Consensus",30,"Consensus (1000, 30)"
"665",10000,1,37.2000000000001,0,33,"Consensus",30,"Consensus (10000, 30)"
"666",1,0.755922300733849,7498.92,-13,33,"Consensus",50,"Consensus (1, 50)"
"667",10,1,735.4,0,33,"Consensus",50,"Consensus (10, 50)"
"668",100,1,24.08,0,33,"Consensus",50,"Consensus (100, 50)"
"669",1000,1,38.88,0,33,"Consensus",50,"Consensus (1000, 50)"
"670",10000,1,33.4800000000001,0,33,"Consensus",50,"Consensus (10000, 50)"
"671",1,0.70613820410604,7585.2,-17,33,"Consensus",100,"Consensus (1, 100)"
"672",10,1,896.800000000002,0,33,"Consensus",100,"Consensus (10, 100)"
"673",100,1,33.3600000000001,0,33,"Consensus",100,"Consensus (100, 100)"
"674",1000,1,42.08,0,33,"Consensus",100,"Consensus (1000, 100)"
"675",10000,1,39.3200000000003,0,33,"Consensus",100,"Consensus (10000, 100)"
"676",1,0.741498393774224,4122,-10,34,"Consensus",1,"Consensus (1, 1)"
"677",10,1,0,0,34,"Consensus",1,"Consensus (10, 1)"
"678",100,1,0,0,34,"Consensus",1,"Consensus (100, 1)"
"679",1000,1,0,0,34,"Consensus",1,"Consensus (1000, 1)"
"680",10000,1,0,0,34,"Consensus",1,"Consensus (10000, 1)"
"681",1,0.746009655046734,8140,-14,34,"Consensus",10,"Consensus (1, 10)"
"682",10,1,572.8,0,34,"Consensus",10,"Consensus (10, 10)"
"683",100,1,0,0,34,"Consensus",10,"Consensus (100, 10)"
"684",1000,1,0,0,34,"Consensus",10,"Consensus (1000, 10)"
"685",10000,1,38.8,0,34,"Consensus",10,"Consensus (10000, 10)"
"686",1,0.836887447648119,7761.8,-9,34,"Consensus",30,"Consensus (1, 30)"
"687",10,1,898.800000000001,0,34,"Consensus",30,"Consensus (10, 30)"
"688",100,1,19.4,0,34,"Consensus",30,"Consensus (100, 30)"
"689",1000,1,1.46666666666667,0,34,"Consensus",30,"Consensus (1000, 30)"
"690",10000,1,19.4000000000001,0,34,"Consensus",30,"Consensus (10000, 30)"
"691",1,0.794908128025202,7900.32,-13,34,"Consensus",50,"Consensus (1, 50)"
"692",10,1,812.68,0,34,"Consensus",50,"Consensus (10, 50)"
"693",100,1,15.52,0,34,"Consensus",50,"Consensus (100, 50)"
"694",1000,1,18.36,0,34,"Consensus",50,"Consensus (1000, 50)"
"695",10000,1,31.04,0,34,"Consensus",50,"Consensus (10000, 50)"
"696",1,0.857697397711237,7778.42,-10,34,"Consensus",100,"Consensus (1, 100)"
"697",10,1,831.260000000002,0,34,"Consensus",100,"Consensus (10, 100)"
"698",100,1,26.94,0,34,"Consensus",100,"Consensus (100, 100)"
"699",1000,1,18.88,0,34,"Consensus",100,"Consensus (1000, 100)"
"700",10000,1,29.5400000000001,0,34,"Consensus",100,"Consensus (10000, 100)"
"701",1,0.451141758419478,7892,-15,35,"Consensus",1,"Consensus (1, 1)"
"702",10,0.92032799463611,1336,-4,35,"Consensus",1,"Consensus (10, 1)"
"703",100,0.985200864087308,254,-3,35,"Consensus",1,"Consensus (100, 1)"
"704",1000,0.987775917348516,210,-2,35,"Consensus",1,"Consensus (1000, 1)"
"705",10000,0.989295280882931,184,-1,35,"Consensus",1,"Consensus (10000, 1)"
"706",1,0.527609207740883,8812.2,-16,35,"Consensus",10,"Consensus (1, 10)"
"707",10,0.987775917348516,1574.4,-2,35,"Consensus",10,"Consensus (10, 10)"
"708",100,0.987775917348516,214.6,-2,35,"Consensus",10,"Consensus (100, 10)"
"709",1000,0.989295280882931,261.2,-1,35,"Consensus",10,"Consensus (1000, 10)"
"710",10000,0.987775917348516,234.2,-2,35,"Consensus",10,"Consensus (10000, 10)"
"711",1,0.564759554384787,8997.13333333333,-20,35,"Consensus",30,"Consensus (1, 30)"
"712",10,0.989295280882931,1509.86666666667,-1,35,"Consensus",30,"Consensus (10, 30)"
"713",100,0.989295280882931,232.933333333333,-1,35,"Consensus",30,"Consensus (100, 30)"
"714",1000,0.989295280882931,263.2,-1,35,"Consensus",30,"Consensus (1000, 30)"
"715",10000,0.987775917348516,222.866666666667,-2,35,"Consensus",30,"Consensus (10000, 30)"
"716",1,0.62160684804975,8682.76,-15,35,"Consensus",50,"Consensus (1, 50)"
"717",10,0.977211092502046,1149.44,-2,35,"Consensus",50,"Consensus (10, 50)"
"718",100,0.987775917348516,247,-2,35,"Consensus",50,"Consensus (100, 50)"
"719",1000,0.987775917348516,272.2,-2,35,"Consensus",50,"Consensus (1000, 50)"
"720",10000,0.987775917348516,275.16,-2,35,"Consensus",50,"Consensus (10000, 50)"
"721",1,0.732626100953887,8644.06,-19,35,"Consensus",100,"Consensus (1, 100)"
"722",10,0.987775917348516,1220.58,-2,35,"Consensus",100,"Consensus (10, 100)"
"723",100,0.989295280882931,253.18,-1,35,"Consensus",100,"Consensus (100, 100)"
"724",1000,0.987775917348516,275.56,-2,35,"Consensus",100,"Consensus (1000, 100)"
"725",10000,0.987775917348516,278.54,-2,35,"Consensus",100,"Consensus (10000, 100)"
"726",1,0.39502503968579,10182,-19,36,"Consensus",1,"Consensus (1, 1)"
"727",10,0.994935698803104,96,-1,36,"Consensus",1,"Consensus (10, 1)"
"728",100,1,0,0,36,"Consensus",1,"Consensus (100, 1)"
"729",1000,1,0,0,36,"Consensus",1,"Consensus (1000, 1)"
"730",10000,0.987848277603133,230,-1,36,"Consensus",1,"Consensus (10000, 1)"
"7311",1,0.391730908578089,11621.4,-18,36,"Consensus",10,"Consensus (1, 10)"
"732",10,1,3056.6,0,36,"Consensus",10,"Consensus (10, 10)"
"733",100,1,28.2,0,36,"Consensus",10,"Consensus (100, 10)"
"734",1000,1,56.6,0,36,"Consensus",10,"Consensus (1000, 10)"
"735",10000,1,165.4,0,36,"Consensus",10,"Consensus (10000, 10)"
"736",1,0.485085256731421,11336.6666666667,-16,36,"Consensus",30,"Consensus (1, 30)"
"737",10,1,2508.93333333333,0,36,"Consensus",30,"Consensus (10, 30)"
"738",100,1,81.9333333333336,0,36,"Consensus",30,"Consensus (100, 30)"
"739",1000,1,48.4666666666668,0,36,"Consensus",30,"Consensus (1000, 30)"
"740",10000,1,118.066666666667,0,36,"Consensus",30,"Consensus (10000, 30)"
"741",1,0.392674438143426,11450.72,-20,36,"Consensus",50,"Consensus (1, 50)"
"742",10,1,2781.08,0,36,"Consensus",50,"Consensus (10, 50)"
"743",100,1,68.0400000000001,0,36,"Consensus",50,"Consensus (100, 50)"
"744",1000,1,76.5599999999998,0,36,"Consensus",50,"Consensus (1000, 50)"
"745",10000,1,110.6,0,36,"Consensus",50,"Consensus (10000, 50)"
"746",1,0.423621823092863,11406.36,-20,36,"Consensus",100,"Consensus (1, 100)"
"747",10,1,2752.62,0,36,"Consensus",100,"Consensus (10, 100)"
"748",100,1,65.4199999999999,0,36,"Consensus",100,"Consensus (100, 100)"
"749",1000,1,62.7599999999999,0,36,"Consensus",100,"Consensus (1000, 100)"
"750",10000,1,95.62,0,36,"Consensus",100,"Consensus (10000, 100)"
"751",1,0.313153682075024,9266,-17,37,"Consensus",1,"Consensus (1, 1)"
"752",10,0.989142801655555,184,-1,37,"Consensus",1,"Consensus (10, 1)"
"753",100,1,0,0,37,"Consensus",1,"Consensus (100, 1)"
"754",1000,1,0,0,37,"Consensus",1,"Consensus (1000, 1)"
"755",10000,1,0,0,37,"Consensus",1,"Consensus (10000, 1)"
"756",1,0.476032761250247,8807.6,-15,37,"Consensus",10,"Consensus (1, 10)"
"757",10,1,1011.4,0,37,"Consensus",10,"Consensus (10, 10)"
"758",100,1,36.8,0,37,"Consensus",10,"Consensus (100, 10)"
"759",1000,1,2.6,0,37,"Consensus",10,"Consensus (1000, 10)"
"760",10000,1,0,0,37,"Consensus",10,"Consensus (10000, 10)"
"761",1,0.548872236643155,8554.73333333333,-17,37,"Consensus",30,"Consensus (1, 30)"
"762",10,1,916.533333333334,0,37,"Consensus",30,"Consensus (10, 30)"
"763",100,1,42.9333333333334,0,37,"Consensus",30,"Consensus (100, 30)"
"764",1000,1,19.2,0,37,"Consensus",30,"Consensus (1000, 30)"
"765",10000,1,7.00000000000002,0,37,"Consensus",30,"Consensus (10000, 30)"
"766",1,0.539647657812304,8493.4,-16,37,"Consensus",50,"Consensus (1, 50)"
"767",10,1,937.72,0,37,"Consensus",50,"Consensus (10, 50)"
"768",100,1,29.96,0,37,"Consensus",50,"Consensus (100, 50)"
"769",1000,1,15.72,0,37,"Consensus",50,"Consensus (1000, 50)"
"770",10000,1,33.48,0,37,"Consensus",50,"Consensus (10000, 50)"
"771",1,0.584280226426112,8380.92,-16,37,"Consensus",100,"Consensus (1, 100)"
"772",10,1,1090.7,0,37,"Consensus",100,"Consensus (10, 100)"
"773",100,1,42.5800000000001,0,37,"Consensus",100,"Consensus (100, 100)"
"774",1000,1,21.02,0,37,"Consensus",100,"Consensus (1000, 100)"
"775",10000,1,42.46,0,37,"Consensus",100,"Consensus (10000, 100)"
"776",1,0.685041468878876,4964,-7,38,"Consensus",1,"Consensus (1, 1)"
"777",10,1,0,0,38,"Consensus",1,"Consensus (10, 1)"
"778",100,1,0,0,38,"Consensus",1,"Consensus (100, 1)"
"779",1000,1,0,0,38,"Consensus",1,"Consensus (1000, 1)"
"780",10000,1,0,0,38,"Consensus",1,"Consensus (10000, 1)"
"781",1,0.734219339930686,8089.8,-13,38,"Consensus",10,"Consensus (1, 10)"
"782",10,1,742.2,0,38,"Consensus",10,"Consensus (10, 10)"
"783",100,1,57.6,0,38,"Consensus",10,"Consensus (100, 10)"
"784",1000,1,57.6,0,38,"Consensus",10,"Consensus (1000, 10)"
"785",10000,1,87,0,38,"Consensus",10,"Consensus (10000, 10)"
"786",1,0.840522835690455,7709.4,-9,38,"Consensus",30,"Consensus (1, 30)"
"787",10,1,464.933333333334,0,38,"Consensus",30,"Consensus (10, 30)"
"788",100,1,53.6,0,38,"Consensus",30,"Consensus (100, 30)"
"789",1000,1,56.9333333333334,0,38,"Consensus",30,"Consensus (1000, 30)"
"790",10000,1,74.3333333333334,0,38,"Consensus",30,"Consensus (10000, 30)"
"791",1,0.788283801997751,8081.56,-10,38,"Consensus",50,"Consensus (1, 50)"
"792",10,1,849.84,0,38,"Consensus",50,"Consensus (10, 50)"
"793",100,1,55.4,0,38,"Consensus",50,"Consensus (100, 50)"
"794",1000,1,54.84,0,38,"Consensus",50,"Consensus (1000, 50)"
"795",10000,1,57.44,0,38,"Consensus",50,"Consensus (10000, 50)"
"796",1,0.805069922612629,7935.68,-9,38,"Consensus",100,"Consensus (1, 100)"
"797",10,1,960.800000000002,0,38,"Consensus",100,"Consensus (10, 100)"
"798",100,1,49.0199999999999,0,38,"Consensus",100,"Consensus (100, 100)"
"799",1000,1,52.04,0,38,"Consensus",100,"Consensus (1000, 100)"
"800",10000,1,47.6,0,38,"Consensus",100,"Consensus (10000, 100)"
"801",1,0.681146207864087,5268,-9,39,"Consensus",1,"Consensus (1, 1)"
"802",10,1,0,0,39,"Consensus",1,"Consensus (10, 1)"
"803",100,0.988359919511141,210,-1,39,"Consensus",1,"Consensus (100, 1)"
"804",1000,0.988359919511141,210,-1,39,"Consensus",1,"Consensus (1000, 1)"
"805",10000,1,0,0,39,"Consensus",1,"Consensus (10000, 1)"
"806",1,0.819974596062829,8415.6,-8,39,"Consensus",10,"Consensus (1, 10)"
"807",10,1,1591,0,39,"Consensus",10,"Consensus (10, 10)"
"808",100,1,63,0,39,"Consensus",10,"Consensus (100, 10)"
"809",1000,1,50.8,0,39,"Consensus",10,"Consensus (1000, 10)"
"810",10000,1,42,0,39,"Consensus",10,"Consensus (10000, 10)"
"811",1,0.739748347967774,8747.06666666667,-12,39,"Consensus",30,"Consensus (1, 30)"
"812",10,1,1537.73333333333,0,39,"Consensus",30,"Consensus (10, 30)"
"813",100,1,43.8000000000001,0,39,"Consensus",30,"Consensus (100, 30)"
"814",1000,1,33.8000000000001,0,39,"Consensus",30,"Consensus (1000, 30)"
"815",10000,1,35.6666666666668,0,39,"Consensus",30,"Consensus (10000, 30)"
"816",1,0.81886955826661,8713.32,-11,39,"Consensus",50,"Consensus (1, 50)"
"817",10,1,1210.36,0,39,"Consensus",50,"Consensus (10, 50)"
"818",100,1,41.68,0,39,"Consensus",50,"Consensus (100, 50)"
"819",1000,1,37.0400000000001,0,39,"Consensus",50,"Consensus (1000, 50)"
"820",10000,1,44.8000000000001,0,39,"Consensus",50,"Consensus (10000, 50)"
"821",1,0.792262953026798,8767.16,-12,39,"Consensus",100,"Consensus (1, 100)"
"822",10,1,1375.08,0,39,"Consensus",100,"Consensus (10, 100)"
"823",100,1,26.12,0,39,"Consensus",100,"Consensus (100, 100)"
"824",1000,1,31.9799999999999,0,39,"Consensus",100,"Consensus (1000, 100)"
"825",10000,1,43.2800000000001,0,39,"Consensus",100,"Consensus (10000, 100)"
"826",1,0.689346557630518,5192,-12,3,"Consensus",1,"Consensus (1, 1)"
"827",10,0.988436244942414,210,-1,3,"Consensus",1,"Consensus (10, 1)"
"828",100,1,0,0,3,"Consensus",1,"Consensus (100, 1)"
"829",1000,0.988436244942414,210,-1,3,"Consensus",1,"Consensus (1000, 1)"
"830",10000,1,0,0,3,"Consensus",1,"Consensus (10000, 1)"
"831",1,0.44669229990142,9378.8,-20,3,"Consensus",10,"Consensus (1, 10)"
"832",10,0.988436244942414,1735.8,-1,3,"Consensus",10,"Consensus (10, 10)"
"833",100,0.988436244942414,216.2,-1,3,"Consensus",10,"Consensus (100, 10)"
"834",1000,1,125.8,0,3,"Consensus",10,"Consensus (1000, 10)"
"835",10000,0.988436244942414,146.8,-1,3,"Consensus",10,"Consensus (10000, 10)"
"836",1,0.777755778321579,9099.13333333333,-13,3,"Consensus",30,"Consensus (1, 30)"
"837",10,0.988436244942414,1537.66666666667,-1,3,"Consensus",30,"Consensus (10, 30)"
"838",100,0.988436244942414,215.333333333333,-1,3,"Consensus",30,"Consensus (100, 30)"
"839",1000,0.988436244942414,174.8,-1,3,"Consensus",30,"Consensus (1000, 30)"
"840",10000,0.988436244942414,175.4,-1,3,"Consensus",30,"Consensus (10000, 30)"
"841",1,0.726291910044121,9172.76,-15,3,"Consensus",50,"Consensus (1, 50)"
"842",10,0.988436244942414,1708.2,-1,3,"Consensus",50,"Consensus (10, 50)"
"843",100,0.988436244942414,218.52,-1,3,"Consensus",50,"Consensus (100, 50)"
"844",1000,0.988436244942414,172.48,-1,3,"Consensus",50,"Consensus (1000, 50)"
"845",10000,0.988436244942414,159.84,-1,3,"Consensus",50,"Consensus (10000, 50)"
"846",1,0.705713303820644,9084.48,-17,3,"Consensus",100,"Consensus (1, 100)"
"847",10,0.988436244942414,1860.4,-1,3,"Consensus",100,"Consensus (10, 100)"
"848",100,0.988436244942414,199.94,-1,3,"Consensus",100,"Consensus (100, 100)"
"849",1000,0.988436244942414,189,-1,3,"Consensus",100,"Consensus (1000, 100)"
"850",10000,0.988436244942414,179.2,-1,3,"Consensus",100,"Consensus (10000, 100)"
"851",1,0.714339770815598,4508,-9,40,"Consensus",1,"Consensus (1, 1)"
"852",10,1,0,0,40,"Consensus",1,"Consensus (10, 1)"
"853",100,0.988795808588785,194,-1,40,"Consensus",1,"Consensus (100, 1)"
"854",1000,0.994466793531876,96,-1,40,"Consensus",1,"Consensus (1000, 1)"
"855",10000,0.988795808588785,194,-1,40,"Consensus",1,"Consensus (10000, 1)"
"856",1,0.717547425889767,8025.2,-12,40,"Consensus",10,"Consensus (1, 10)"
"857",10,1,1966,0,40,"Consensus",10,"Consensus (10, 10)"
"858",100,1,92,0,40,"Consensus",10,"Consensus (100, 10)"
"859",1000,1,106.6,0,40,"Consensus",10,"Consensus (1000, 10)"
"860",10000,1,82.4,0,40,"Consensus",10,"Consensus (10000, 10)"
"861",1,0.705098168430184,8114.53333333333,-13,40,"Consensus",30,"Consensus (1, 30)"
"862",10,1,1023.26666666667,0,40,"Consensus",30,"Consensus (10, 30)"
"863",100,1,77.4000000000001,0,40,"Consensus",30,"Consensus (100, 30)"
"864",1000,1,106.533333333333,0,40,"Consensus",30,"Consensus (1000, 30)"
"865",10000,1,88.8666666666668,0,40,"Consensus",30,"Consensus (10000, 30)"
"866",1,0.772423664909248,8000.6,-13,40,"Consensus",50,"Consensus (1, 50)"
"867",10,1,1042.24,0,40,"Consensus",50,"Consensus (10, 50)"
"868",100,1,77.3599999999999,0,40,"Consensus",50,"Consensus (100, 50)"
"869",1000,1,83.32,0,40,"Consensus",50,"Consensus (1000, 50)"
"870",10000,1,77.12,0,40,"Consensus",50,"Consensus (10000, 50)"
"871",1,0.79205606832543,7904.44,-16,40,"Consensus",100,"Consensus (1, 100)"
"872",10,1,814.820000000001,0,40,"Consensus",100,"Consensus (10, 100)"
"873",100,1,74.9400000000001,0,40,"Consensus",100,"Consensus (100, 100)"
"874",1000,1,87.1800000000001,0,40,"Consensus",100,"Consensus (1000, 100)"
"875",10000,1,92.7800000000001,0,40,"Consensus",100,"Consensus (10000, 100)"
"876",1,0.518239299774971,7320,-14,41,"Consensus",1,"Consensus (1, 1)"
"877",10,0.977282999207197,398,-2,41,"Consensus",1,"Consensus (10, 1)"
"878",100,1,0,0,41,"Consensus",1,"Consensus (100, 1)"
"879",1000,1,0,0,41,"Consensus",1,"Consensus (1000, 1)"
"880",10000,1,0,0,41,"Consensus",1,"Consensus (10000, 1)"
"881",1,0.749828925131417,8036.2,-11,41,"Consensus",10,"Consensus (1, 10)"
"882",10,1,1151.6,0,41,"Consensus",10,"Consensus (10, 10)"
"883",100,1,40,0,41,"Consensus",10,"Consensus (100, 10)"
"884",1000,1,40,0,41,"Consensus",10,"Consensus (1000, 10)"
"885",10000,1,79.8,0,41,"Consensus",10,"Consensus (10000, 10)"
"886",1,0.713613287358917,8314.8,-12,41,"Consensus",30,"Consensus (1, 30)"
"887",10,1,1395.13333333333,0,41,"Consensus",30,"Consensus (10, 30)"
"888",100,1,40.0000000000001,0,41,"Consensus",30,"Consensus (100, 30)"
"889",1000,1,93.2666666666669,0,41,"Consensus",30,"Consensus (1000, 30)"
"890",10000,1,60.9333333333335,0,41,"Consensus",30,"Consensus (10000, 30)"
"891",1,0.78225133675608,8457.2,-12,41,"Consensus",50,"Consensus (1, 50)"
"892",10,1,1347.36,0,41,"Consensus",50,"Consensus (10, 50)"
"893",100,1,51.96,0,41,"Consensus",50,"Consensus (100, 50)"
"894",1000,1,75.8800000000001,0,41,"Consensus",50,"Consensus (1000, 50)"
"895",10000,1,61,0,41,"Consensus",50,"Consensus (10000, 50)"
"896",1,0.742757237906822,8535.92,-13,41,"Consensus",100,"Consensus (1, 100)"
"897",10,1,1310.68,0,41,"Consensus",100,"Consensus (10, 100)"
"898",100,1,49.9800000000002,0,41,"Consensus",100,"Consensus (100, 100)"
"899",1000,1,71.0600000000001,0,41,"Consensus",100,"Consensus (1000, 100)"
"900",10000,1,66.36,0,41,"Consensus",100,"Consensus (10000, 100)"
"901",1,0.373318070698684,9572,-16,42,"Consensus",1,"Consensus (1, 1)"
"902",10,0.692131205694879,5112,-2,42,"Consensus",1,"Consensus (10, 1)"
"903",100,1,0,0,42,"Consensus",1,"Consensus (100, 1)"
"904",1000,1,0,0,42,"Consensus",1,"Consensus (1000, 1)"
"905",10000,1,0,0,42,"Consensus",1,"Consensus (10000, 1)"
"906",1,0.535090800645806,9573.6,-15,42,"Consensus",10,"Consensus (1, 10)"
"907",10,1,1586.2,0,42,"Consensus",10,"Consensus (10, 10)"
"908",100,1,0,0,42,"Consensus",10,"Consensus (100, 10)"
"909",1000,1,0,0,42,"Consensus",10,"Consensus (1000, 10)"
"910",10000,1,0,0,42,"Consensus",10,"Consensus (10000, 10)"
"911",1,0.59492885251539,9499.4,-13,42,"Consensus",30,"Consensus (1, 30)"
"912",10,1,854.733333333334,0,42,"Consensus",30,"Consensus (10, 30)"
"913",100,1,10.0666666666667,0,42,"Consensus",30,"Consensus (100, 30)"
"914",1000,1,16.9333333333334,0,42,"Consensus",30,"Consensus (1000, 30)"
"915",10000,1,20.1333333333334,0,42,"Consensus",30,"Consensus (10000, 30)"
"916",1,0.746161735443877,9383,-11,42,"Consensus",50,"Consensus (1, 50)"
"917",10,1,971.64,0,42,"Consensus",50,"Consensus (10, 50)"
"918",100,1,10.16,0,42,"Consensus",50,"Consensus (100, 50)"
"919",1000,1,26.64,0,42,"Consensus",50,"Consensus (1000, 50)"
"920",10000,1,18.12,0,42,"Consensus",50,"Consensus (10000, 50)"
"921",1,0.722906819339519,9312.98,-15,42,"Consensus",100,"Consensus (1, 100)"
"922",10,1,934.420000000002,0,42,"Consensus",100,"Consensus (10, 100)"
"923",100,1,15.96,0,42,"Consensus",100,"Consensus (100, 100)"
"924",1000,1,19.5,0,42,"Consensus",100,"Consensus (1000, 100)"
"925",10000,1,17.98,0,42,"Consensus",100,"Consensus (10000, 100)"
"926",1,0.428474395821093,7706,-17,43,"Consensus",1,"Consensus (1, 1)"
"927",10,0.930690113144907,1120,-1,43,"Consensus",1,"Consensus (10, 1)"
"928",100,1,0,0,43,"Consensus",1,"Consensus (100, 1)"
"929",1000,0.9896038040965,172,-1,43,"Consensus",1,"Consensus (1000, 1)"
"930",10000,1,0,0,43,"Consensus",1,"Consensus (10000, 1)"
"931",1,0.735355660981688,7041.6,-16,43,"Consensus",10,"Consensus (1, 10)"
"932",10,1,260.4,0,43,"Consensus",10,"Consensus (10, 10)"
"933",100,1,46.8,0,43,"Consensus",10,"Consensus (100, 10)"
"934",1000,1,28.6,0,43,"Consensus",10,"Consensus (1000, 10)"
"935",10000,1,39,0,43,"Consensus",10,"Consensus (10000, 10)"
"936",1,0.786785418102443,7164.06666666667,-11,43,"Consensus",30,"Consensus (1, 30)"
"937",10,1,590.466666666668,0,43,"Consensus",30,"Consensus (10, 30)"
"938",100,1,51.9333333333334,0,43,"Consensus",30,"Consensus (100, 30)"
"939",1000,1,21.0000000000001,0,43,"Consensus",30,"Consensus (1000, 30)"
"940",10000,1,18.7333333333334,0,43,"Consensus",30,"Consensus (10000, 30)"
"941",1,0.832745470259536,6972.16,-11,43,"Consensus",50,"Consensus (1, 50)"
"942",10,1,480.8,0,43,"Consensus",50,"Consensus (10, 50)"
"943",100,1,43.52,0,43,"Consensus",50,"Consensus (100, 50)"
"944",1000,1,29.76,0,43,"Consensus",50,"Consensus (1000, 50)"
"945",10000,1,18.12,0,43,"Consensus",50,"Consensus (10000, 50)"
"946",1,0.897949552456882,6924.12,-9,43,"Consensus",100,"Consensus (1, 100)"
"947",10,1,371.140000000001,0,43,"Consensus",100,"Consensus (10, 100)"
"948",100,1,32.42,0,43,"Consensus",100,"Consensus (100, 100)"
"949",1000,1,22.8999999999999,0,43,"Consensus",100,"Consensus (1000, 100)"
"950",10000,1,21.54,0,43,"Consensus",100,"Consensus (10000, 100)"
