"","N_iter","ARI","Frobenius_norm","K_diff","Simulation","Inference","N_seeds","Model"
"64",1000,1,47.9333333333334,0,11,"Consensus",30,"Consensus (1000, 30)"
"65",10000,1,27.2,0,11,"Consensus",30,"Consensus (10000, 30)"
"66",1,0.740919408608691,8428.24,-10,11,"Consensus",50,"Consensus (1, 50)"
"67",10,1,1210.04,0,11,"Consensus",50,"Consensus (10, 50)"
"68",100,1,67.8,0,11,"Consensus",50,"Consensus (100, 50)"
"69",1000,1,39.36,0,11,"Consensus",50,"Consensus (1000, 50)"
"70",10000,1,31.7999999999999,0,11,"Consensus",50,"Consensus (10000, 50)"
"71",1,0.810737074682367,8232.58,-11,11,"Consensus",100,"Consensus (1, 100)"
"72",10,1,1206.46,0,11,"Consensus",100,"Consensus (10, 100)"
"73",100,1,61.3000000000001,0,11,"Consensus",100,"Consensus (100, 100)"
"74",1000,1,39.72,0,11,"Consensus",100,"Consensus (1000, 100)"
"75",10000,1,38.7400000000001,0,11,"Consensus",100,"Consensus (10000, 100)"
"76",1,0.644700684504174,8028,-20,12,"Consensus",1,"Consensus (1, 1)"
"77",10,1,0,0,12,"Consensus",1,"Consensus (10, 1)"
"78",100,1,0,0,12,"Consensus",1,"Consensus (100, 1)"
"79",1000,0.988473842992672,202,-1,12,"Consensus",1,"Consensus (1000, 1)"
"80",10000,0.988473842992672,202,-1,12,"Consensus",1,"Consensus (10000, 1)"
"81",1,0.500899633944815,9066,-19,12,"Consensus",10,"Consensus (1, 10)"
"82",10,0.988473842992672,1739.2,-1,12,"Consensus",10,"Consensus (10, 10)"
"83",100,1,57.6,0,12,"Consensus",10,"Consensus (100, 10)"
"84",1000,1,80.8,0,12,"Consensus",10,"Consensus (1000, 10)"
"85",10000,1,80.8,0,12,"Consensus",10,"Consensus (10000, 10)"
"86",1,0.626800052533722,8803.6,-17,12,"Consensus",30,"Consensus (1, 30)"
"87",10,1,1918.33333333333,0,12,"Consensus",30,"Consensus (10, 30)"
"88",100,1,65.3333333333334,0,12,"Consensus",30,"Consensus (100, 30)"
"89",1000,1,94.5333333333334,0,12,"Consensus",30,"Consensus (1000, 30)"
"90",10000,1,86.4666666666668,0,12,"Consensus",30,"Consensus (10000, 30)"
"91",1,0.674614737778651,8570.44,-17,12,"Consensus",50,"Consensus (1, 50)"
"92",10,1,1399.88,0,12,"Consensus",50,"Consensus (10, 50)"
"93",100,1,80.64,0,12,"Consensus",50,"Consensus (100, 50)"
"94",1000,1,88.3999999999999,0,12,"Consensus",50,"Consensus (1000, 50)"
"95",10000,1,73.8000000000001,0,12,"Consensus",50,"Consensus (10000, 50)"
"96",1,0.639314574164553,8824.3,-19,12,"Consensus",100,"Consensus (1, 100)"
"97",10,1,1718.42,0,12,"Consensus",100,"Consensus (10, 100)"
"98",100,1,74.34,0,12,"Consensus",100,"Consensus (100, 100)"
"99",1000,1,78.24,0,12,"Consensus",100,"Consensus (1000, 100)"
"100",10000,1,74.96,0,12,"Consensus",100,"Consensus (10000, 100)"
"101",1,0.488340298904855,7710,-16,13,"Consensus",1,"Consensus (1, 1)"
"102",10,0.977973002851563,386,-2,13,"Consensus",1,"Consensus (10, 1)"
"103",100,0.988970039511978,194,-1,13,"Consensus",1,"Consensus (100, 1)"
"104",1000,1,0,0,13,"Consensus",1,"Consensus (1000, 1)"
"105",10000,1,0,0,13,"Consensus",1,"Consensus (10000, 1)"
"106",1,0.507808401254777,8837.4,-11,13,"Consensus",10,"Consensus (1, 10)"
"107",10,0.988970039511978,2515.2,-1,13,"Consensus",10,"Consensus (10, 10)"
"108",100,1,77.6,0,13,"Consensus",10,"Consensus (100, 10)"
"109",1000,1,49.4,0,13,"Consensus",10,"Consensus (1000, 10)"
"110",10000,1,116.4,0,13,"Consensus",10,"Consensus (10000, 10)"
"111",1,0.718371300228985,8596.26666666667,-14,13,"Consensus",30,"Consensus (1, 30)"
"112",10,0.988970039511978,1767.93333333333,-1,13,"Consensus",30,"Consensus (10, 30)"
"113",100,1,45.8666666666667,0,13,"Consensus",30,"Consensus (100, 30)"
"114",1000,1,52.2666666666667,0,13,"Consensus",30,"Consensus (1000, 30)"
"115",10000,1,114,0,13,"Consensus",30,"Consensus (10000, 30)"
"116",1,0.795763233719699,8541.16,-10,13,"Consensus",50,"Consensus (1, 50)"
"117",10,1,1906.76,0,13,"Consensus",50,"Consensus (10, 50)"
"118",100,1,43.0400000000001,0,13,"Consensus",50,"Consensus (100, 50)"
"119",1000,1,58.5200000000001,0,13,"Consensus",50,"Consensus (1000, 50)"
"120",10000,1,93.36,0,13,"Consensus",50,"Consensus (10000, 50)"
"121",1,0.783033989075636,8654.76,-13,13,"Consensus",100,"Consensus (1, 100)"
"122",10,1,1898.64,0,13,"Consensus",100,"Consensus (10, 100)"
"123",100,1,47.8000000000001,0,13,"Consensus",100,"Consensus (100, 100)"
"124",1000,1,62.2200000000001,0,13,"Consensus",100,"Consensus (1000, 100)"
"125",10000,1,73.84,0,13,"Consensus",100,"Consensus (10000, 100)"
"126",1,0.660003136512338,5218,-11,14,"Consensus",1,"Consensus (1, 1)"
"127",10,0.994307010638201,98,-1,14,"Consensus",1,"Consensus (10, 1)"
"128",100,0.994307010638201,98,-1,14,"Consensus",1,"Consensus (100, 1)"
"129",1000,0.994307010638201,98,-1,14,"Consensus",1,"Consensus (1000, 1)"
"130",10000,0.994307010638201,98,-1,14,"Consensus",1,"Consensus (10000, 1)"
"131",1,0.602971759472082,8277.2,-12,14,"Consensus",10,"Consensus (1, 10)"
"132",10,0.994307010638201,917.2,-1,14,"Consensus",10,"Consensus (10, 10)"
"133",100,0.994307010638201,154.8,-1,14,"Consensus",10,"Consensus (100, 10)"
"134",1000,0.994307010638201,110.4,-1,14,"Consensus",10,"Consensus (1000, 10)"
"135",10000,0.994307010638201,116.8,-1,14,"Consensus",10,"Consensus (10000, 10)"
"136",1,0.532742192833659,8272.93333333333,-17,14,"Consensus",30,"Consensus (1, 30)"
"137",10,0.994307010638201,1490.2,-1,14,"Consensus",30,"Consensus (10, 30)"
"138",100,0.994307010638201,123,-1,14,"Consensus",30,"Consensus (100, 30)"
"139",1000,0.994307010638201,105.2,-1,14,"Consensus",30,"Consensus (1000, 30)"
"140",10000,0.994307010638201,132.866666666667,-1,14,"Consensus",30,"Consensus (10000, 30)"
"141",1,0.69172383667053,7979.44,-18,14,"Consensus",50,"Consensus (1, 50)"
"142",10,0.994307010638201,1320.28,-1,14,"Consensus",50,"Consensus (10, 50)"
"143",100,0.994307010638201,131.84,-1,14,"Consensus",50,"Consensus (100, 50)"
"144",1000,0.994307010638201,101.52,-1,14,"Consensus",50,"Consensus (1000, 50)"
"145",10000,0.994307010638201,124.44,-1,14,"Consensus",50,"Consensus (10000, 50)"
"146",1,0.738075051227661,8043.4,-15,14,"Consensus",100,"Consensus (1, 100)"
"147",10,0.994307010638201,1144.44,-1,14,"Consensus",100,"Consensus (10, 100)"
"148",100,0.994307010638201,133.96,-1,14,"Consensus",100,"Consensus (100, 100)"
"149",1000,0.994307010638201,117.86,-1,14,"Consensus",100,"Consensus (1000, 100)"
"150",10000,0.994307010638201,129.08,-1,14,"Consensus",100,"Consensus (10000, 100)"
"151",1,0.420295287182829,8456,-14,15,"Consensus",1,"Consensus (1, 1)"
"152",10,0.816365170681924,3024,-1,15,"Consensus",1,"Consensus (10, 1)"
"153",100,1,0,0,15,"Consensus",1,"Consensus (100, 1)"
"154",1000,1,0,0,15,"Consensus",1,"Consensus (1000, 1)"
"155",10000,1,0,0,15,"Consensus",1,"Consensus (10000, 1)"
"156",1,0.526424279795041,9107,-16,15,"Consensus",10,"Consensus (1, 10)"
