"","N_iter","ARI","Frobenius_norm","K_diff","Simulation","Inference","N_seeds","Model"
"607",10,0.657516607366322,10012.4,-20,31,"Consensus",10,"Consensus (10, 10)"
"608",100,0.810518160250043,5284.6,-20,31,"Consensus",10,"Consensus (100, 10)"
"609",1000,0.781685204216366,5425.8,-20,31,"Consensus",10,"Consensus (1000, 10)"
"610",10000,0.829568671502672,5255.4,-20,31,"Consensus",10,"Consensus (10000, 10)"
"611",1,0.392567251736367,12743.2,-20,31,"Consensus",30,"Consensus (1, 30)"
"612",10,0.764183400407402,9359.13333333333,-20,31,"Consensus",30,"Consensus (10, 30)"
"613",100,0.815181693688049,5237.26666666667,-20,31,"Consensus",30,"Consensus (100, 30)"
"614",1000,0.793378259685803,5471.33333333333,-20,31,"Consensus",30,"Consensus (1000, 30)"
"615",10000,0.832022038697221,5323.4,-20,31,"Consensus",30,"Consensus (10000, 30)"
"616",1,0.438812692987277,12786.84,-20,31,"Consensus",50,"Consensus (1, 50)"
"617",10,0.759011234584868,9373.92,-20,31,"Consensus",50,"Consensus (10, 50)"
"618",100,0.828593477257141,5247.96,-20,31,"Consensus",50,"Consensus (100, 50)"
"619",1000,0.809282969346046,5429.16,-20,31,"Consensus",50,"Consensus (1000, 50)"
"620",10000,0.839802687012538,5398.16,-20,31,"Consensus",50,"Consensus (10000, 50)"
"621",1,0.425037632603836,12829.78,-20,31,"Consensus",100,"Consensus (1, 100)"
"622",10,0.763141384559942,9435.88,-20,31,"Consensus",100,"Consensus (10, 100)"
"623",100,0.835165400050236,5266.58,-20,31,"Consensus",100,"Consensus (100, 100)"
"624",1000,0.816973583784772,5402.5,-20,31,"Consensus",100,"Consensus (1000, 100)"
"625",10000,0.859093420648726,5294,-20,31,"Consensus",100,"Consensus (10000, 100)"
"626",1,0.385612610560651,12910,-20,32,"Consensus",1,"Consensus (1, 1)"
"627",10,0.489941307271619,10858,-20,32,"Consensus",1,"Consensus (10, 1)"
"628",100,0.518958688717088,8158,-16,32,"Consensus",1,"Consensus (100, 1)"
"629",1000,0.637499236980726,6126,-20,32,"Consensus",1,"Consensus (1000, 1)"
"630",10000,0.596929641983978,7088,-20,32,"Consensus",1,"Consensus (10000, 1)"
"631",1,0.240859146278212,13011.4,-20,32,"Consensus",10,"Consensus (1, 10)"
"632",10,0.431020618415832,10948.8,-20,32,"Consensus",10,"Consensus (10, 10)"
"633",100,0.679076188039446,7436.6,-20,32,"Consensus",10,"Consensus (100, 10)"
"634",1000,0.687184591730129,7364,-20,32,"Consensus",10,"Consensus (1000, 10)"
"635",10000,0.700810475080594,6904.2,-20,32,"Consensus",10,"Consensus (10000, 10)"
"636",1,0.359978219288615,13076.5333333333,-20,32,"Consensus",30,"Consensus (1, 30)"
"637",10,0.655029635770759,10850.5333333333,-20,32,"Consensus",30,"Consensus (10, 30)"
"638",100,0.722957481999042,7063.06666666667,-20,32,"Consensus",30,"Consensus (100, 30)"
"639",1000,0.69841285003912,7186.33333333333,-20,32,"Consensus",30,"Consensus (1000, 30)"
"640",10000,0.721700065128796,7104.4,-20,32,"Consensus",30,"Consensus (10000, 30)"
"641",1,0.305367886933157,13101.24,-20,32,"Consensus",50,"Consensus (1, 50)"
"642",10,0.695163897361479,10798.28,-20,32,"Consensus",50,"Consensus (10, 50)"
"643",100,0.701473880680227,7156.76,-20,32,"Consensus",50,"Consensus (100, 50)"
"644",1000,0.704288966792685,7093.36,-20,32,"Consensus",50,"Consensus (1000, 50)"
"645",10000,0.718742974658521,7107.8,-20,32,"Consensus",50,"Consensus (10000, 50)"
"646",1,0.343272839428744,13073.82,-20,32,"Consensus",100,"Consensus (1, 100)"
"647",10,0.709914009076142,10790.08,-20,32,"Consensus",100,"Consensus (10, 100)"
"648",100,0.681775363005097,7124.34,-20,32,"Consensus",100,"Consensus (100, 100)"
"649",1000,0.691767382608718,7045.04,-20,32,"Consensus",100,"Consensus (1000, 100)"
"650",10000,0.704537598477588,7163.88,-20,32,"Consensus",100,"Consensus (10000, 100)"
"651",1,0.463216074244517,11474,-20,33,"Consensus",1,"Consensus (1, 1)"
"652",10,0.541078904614616,7480,-20,33,"Consensus",1,"Consensus (10, 1)"
"653",100,0.554657777588119,7128,-17,33,"Consensus",1,"Consensus (100, 1)"
"654",1000,0.605069164361156,8486,-20,33,"Consensus",1,"Consensus (1000, 1)"
"655",10000,0.640518030196483,5918,-13,33,"Consensus",1,"Consensus (10000, 1)"
"656",1,0.24278094751518,12200.8,-20,33,"Consensus",10,"Consensus (1, 10)"
"657",10,0.609065146610571,10218.6,-20,33,"Consensus",10,"Consensus (10, 10)"
"658",100,0.678330523060986,7208.2,-20,33,"Consensus",10,"Consensus (100, 10)"
"659",1000,0.708138089565531,6963.4,-20,33,"Consensus",10,"Consensus (1000, 10)"
"660",10000,0.677957042260863,6805.2,-18,33,"Consensus",10,"Consensus (10000, 10)"
"661",1,0.250156444431815,12278.5333333333,-20,33,"Consensus",30,"Consensus (1, 30)"
"662",10,0.644953870863514,10190.4,-20,33,"Consensus",30,"Consensus (10, 30)"
"663",100,0.657537848420621,7190.06666666667,-20,33,"Consensus",30,"Consensus (100, 30)"
"664",1000,0.710723239823038,6948.93333333333,-20,33,"Consensus",30,"Consensus (1000, 30)"
"665",10000,0.693180074897231,6776.33333333333,-20,33,"Consensus",30,"Consensus (10000, 30)"
"666",1,0.289751620033959,12312.28,-20,33,"Consensus",50,"Consensus (1, 50)"
"667",10,0.635246069527657,10288.88,-20,33,"Consensus",50,"Consensus (10, 50)"
"668",100,0.679241536835057,7191.28,-20,33,"Consensus",50,"Consensus (100, 50)"
"669",1000,0.678243912764667,6876.8,-20,33,"Consensus",50,"Consensus (1000, 50)"
"670",10000,0.706542577916439,6721.52,-20,33,"Consensus",50,"Consensus (10000, 50)"
"671",1,0.291572786960649,12322.16,-20,33,"Consensus",100,"Consensus (1, 100)"
"672",10,0.521980438417726,10337.08,-20,33,"Consensus",100,"Consensus (10, 100)"
"673",100,0.6778134904863,7233.78,-20,33,"Consensus",100,"Consensus (100, 100)"
"674",1000,0.705474688338067,6767.74,-20,33,"Consensus",100,"Consensus (1000, 100)"
"675",10000,0.709677199473829,6771.76,-20,33,"Consensus",100,"Consensus (10000, 100)"
"676",1,0.511605277742508,11076,-20,34,"Consensus",1,"Consensus (1, 1)"
"677",10,0.482781601126715,7926,-20,34,"Consensus",1,"Consensus (10, 1)"
"678",100,0.501785811187466,7308,-20,34,"Consensus",1,"Consensus (100, 1)"
"679",1000,0.657657379840228,5404,-20,34,"Consensus",1,"Consensus (1000, 1)"
"680",10000,0.600947946330596,5926,-14,34,"Consensus",1,"Consensus (10000, 1)"
"681",1,0.239193990914407,11277.4,-20,34,"Consensus",10,"Consensus (1, 10)"
"682",10,0.481455608095093,8889.4,-20,34,"Consensus",10,"Consensus (10, 10)"
"683",100,0.704897734689151,6219.4,-20,34,"Consensus",10,"Consensus (100, 10)"
"684",1000,0.759358705969548,6310.4,-20,34,"Consensus",10,"Consensus (1000, 10)"
"685",10000,0.671290837481603,6390,-20,34,"Consensus",10,"Consensus (10000, 10)"
"686",1,0.448267357744133,11153.4666666667,-20,34,"Consensus",30,"Consensus (1, 30)"
"687",10,0.482543136985872,8912.73333333333,-20,34,"Consensus",30,"Consensus (10, 30)"
"688",100,0.688660411166417,6606.86666666667,-20,34,"Consensus",30,"Consensus (100, 30)"
"689",1000,0.769232020156665,6440.06666666667,-20,34,"Consensus",30,"Consensus (1000, 30)"
"690",10000,0.739490158071545,6107.86666666667,-20,34,"Consensus",30,"Consensus (10000, 30)"
"691",1,0.382018196274312,11162,-20,34,"Consensus",50,"Consensus (1, 50)"
"692",10,0.671434301991446,8762.88,-20,34,"Consensus",50,"Consensus (10, 50)"
"693",100,0.748905783879509,6427.08,-20,34,"Consensus",50,"Consensus (100, 50)"
"694",1000,0.743175442344001,6366.04,-20,34,"Consensus",50,"Consensus (1000, 50)"
"695",10000,0.758245794671382,6225.64,-20,34,"Consensus",50,"Consensus (10000, 50)"
"696",1,0.456465451002792,11139.14,-20,34,"Consensus",100,"Consensus (1, 100)"
"697",10,0.678569918299245,8605.06,-20,34,"Consensus",100,"Consensus (10, 100)"
"698",100,0.748905783879509,6401.02,-20,34,"Consensus",100,"Consensus (100, 100)"
"699",1000,0.767112267324605,6294.72,-20,34,"Consensus",100,"Consensus (1000, 100)"
"700",10000,0.744385985182303,6233.06,-20,34,"Consensus",100,"Consensus (10000, 100)"
"701",1,0.399606471584288,11764,-20,35,"Consensus",1,"Consensus (1, 1)"
"702",10,0.463648292557849,10308,-20,35,"Consensus",1,"Consensus (10, 1)"
"703",100,0.673728615212076,5436,-15,35,"Consensus",1,"Consensus (100, 1)"
"704",1000,0.57800491893164,6702,-19,35,"Consensus",1,"Consensus (1000, 1)"
"705",10000,0.658444594794668,5648,-16,35,"Consensus",1,"Consensus (10000, 1)"
"706",1,0.239534902666395,12005.6,-20,35,"Consensus",10,"Consensus (1, 10)"
"707",10,0.733336302394111,9366.2,-20,35,"Consensus",10,"Consensus (10, 10)"
"708",100,0.746454718430054,5447.2,-20,35,"Consensus",10,"Consensus (100, 10)"
"709",1000,0.769059525639958,5292.6,-20,35,"Consensus",10,"Consensus (1000, 10)"
"710",10000,0.724255206519146,5907.6,-20,35,"Consensus",10,"Consensus (10000, 10)"
"711",1,0.409742965441127,12048.3333333333,-20,35,"Consensus",30,"Consensus (1, 30)"
"712",10,0.723650799273613,9246.6,-20,35,"Consensus",30,"Consensus (10, 30)"
"713",100,0.752070496820884,5887,-20,35,"Consensus",30,"Consensus (100, 30)"
"714",1000,0.767874933137937,5385.2,-20,35,"Consensus",30,"Consensus (1000, 30)"
"715",10000,0.705945028185153,5811.53333333333,-20,35,"Consensus",30,"Consensus (10000, 30)"
"716",1,0.330046813586344,12070.04,-20,35,"Consensus",50,"Consensus (1, 50)"
"717",10,0.71994350003561,9356.64,-20,35,"Consensus",50,"Consensus (10, 50)"
"718",100,0.758273702395805,5837.16,-20,35,"Consensus",50,"Consensus (100, 50)"
"719",1000,0.767854791505362,5404.36,-20,35,"Consensus",50,"Consensus (1000, 50)"
"720",10000,0.725509643255045,5630.4,-20,35,"Consensus",50,"Consensus (10000, 50)"
"721",1,0.385438109894017,12035.66,-20,35,"Consensus",100,"Consensus (1, 100)"
"722",10,0.70377156543524,9274.24,-20,35,"Consensus",100,"Consensus (10, 100)"
"723",100,0.757458466646569,5757.86,-20,35,"Consensus",100,"Consensus (100, 100)"
"724",1000,0.746162038588161,5515.9,-20,35,"Consensus",100,"Consensus (1000, 100)"
"725",10000,0.74078324475636,5487.46,-20,35,"Consensus",100,"Consensus (10000, 100)"
"726",1,0.246615043689663,11628,-20,36,"Consensus",1,"Consensus (1, 1)"
"727",10,0.268029341821701,9102,-20,36,"Consensus",1,"Consensus (10, 1)"
"728",100,0.663162433818106,5324,-16,36,"Consensus",1,"Consensus (100, 1)"
"729",1000,0.653044362024229,5360,-18,36,"Consensus",1,"Consensus (1000, 1)"
"730",10000,0.634967735021441,5912,-20,36,"Consensus",1,"Consensus (10000, 1)"
"731",1,0.219887805962329,11739.4,-20,36,"Consensus",10,"Consensus (1, 10)"
"732",10,0.66033389074794,9294.8,-20,36,"Consensus",10,"Consensus (10, 10)"
"733",100,0.770050103257006,5504.8,-20,36,"Consensus",10,"Consensus (100, 10)"
"734",1000,0.772617224260297,5582.8,-20,36,"Consensus",10,"Consensus (1000, 10)"
"735",10000,0.778334038761406,5497,-20,36,"Consensus",10,"Consensus (10000, 10)"
"736",1,0.349766084152976,11695.7333333333,-20,36,"Consensus",30,"Consensus (1, 30)"
"737",10,0.718843913930219,9130.4,-20,36,"Consensus",30,"Consensus (10, 30)"
"738",100,0.775938726660409,5600.33333333333,-20,36,"Consensus",30,"Consensus (100, 30)"
"739",1000,0.778866785235344,5672.73333333333,-20,36,"Consensus",30,"Consensus (1000, 30)"
"740",10000,0.76366355919271,5600.53333333333,-20,36,"Consensus",30,"Consensus (10000, 30)"
"741",1,0.409028878000932,11686.8,-20,36,"Consensus",50,"Consensus (1, 50)"
"742",10,0.725603486779654,9006.04,-20,36,"Consensus",50,"Consensus (10, 50)"
"743",100,0.776136973767,5683.72,-20,36,"Consensus",50,"Consensus (100, 50)"
"744",1000,0.784445821289713,5664.12,-20,36,"Consensus",50,"Consensus (1000, 50)"
"745",10000,0.787662806000976,5648.44,-20,36,"Consensus",50,"Consensus (10000, 50)"
"746",1,0.474426532671008,11670.48,-20,36,"Consensus",100,"Consensus (1, 100)"
"747",10,0.70358152181684,9018.98,-20,36,"Consensus",100,"Consensus (10, 100)"
"748",100,0.778625556521376,5605.26,-20,36,"Consensus",100,"Consensus (100, 100)"
"749",1000,0.787703662109336,5647.4,-20,36,"Consensus",100,"Consensus (1000, 100)"
"750",10000,0.789779078636219,5670.7,-20,36,"Consensus",100,"Consensus (10000, 100)"
"751",1,0.480133074786629,13656,-20,37,"Consensus",1,"Consensus (1, 1)"
"752",10,0.294379438993863,11560,-20,37,"Consensus",1,"Consensus (10, 1)"
"753",100,0.589691683542376,7622,-20,37,"Consensus",1,"Consensus (100, 1)"
"754",1000,0.59876300478573,6876,-19,37,"Consensus",1,"Consensus (1000, 1)"
"755",10000,0.287402635843762,6260,-20,37,"Consensus",1,"Consensus (10000, 1)"
"756",1,0.205399506386013,13628.2,-20,37,"Consensus",10,"Consensus (1, 10)"
"757",10,0.625911503598783,10749.8,-20,37,"Consensus",10,"Consensus (10, 10)"
"758",100,0.70486054206664,7365.4,-20,37,"Consensus",10,"Consensus (100, 10)"
"759",1000,0.712765727506494,6850.8,-20,37,"Consensus",10,"Consensus (1000, 10)"
"760",10000,0.686543941404775,7305,-20,37,"Consensus",10,"Consensus (10000, 10)"
"761",1,0.30988216613316,13615.6,-20,37,"Consensus",30,"Consensus (1, 30)"
"762",10,0.663790539246602,10800.7333333333,-20,37,"Consensus",30,"Consensus (10, 30)"
"763",100,0.728579103662998,7361.6,-20,37,"Consensus",30,"Consensus (100, 30)"
"764",1000,0.744520416110218,6966.93333333333,-20,37,"Consensus",30,"Consensus (1000, 30)"
"765",10000,0.715146957214304,7272.66666666667,-20,37,"Consensus",30,"Consensus (10000, 30)"
"766",1,0.350304386757906,13636.28,-20,37,"Consensus",50,"Consensus (1, 50)"
"767",10,0.654044776673848,10793.64,-20,37,"Consensus",50,"Consensus (10, 50)"
"768",100,0.73619847125942,7340.48,-20,37,"Consensus",50,"Consensus (100, 50)"
"769",1000,0.748961592955716,7134.96,-20,37,"Consensus",50,"Consensus (1000, 50)"
"770",10000,0.751439953866656,7219.52,-20,37,"Consensus",50,"Consensus (10000, 50)"
"771",1,0.382822755500504,13674.72,-20,37,"Consensus",100,"Consensus (1, 100)"
"772",10,0.680434194901878,10966.32,-20,37,"Consensus",100,"Consensus (10, 100)"
"773",100,0.756406534477313,7339.92,-20,37,"Consensus",100,"Consensus (100, 100)"
"774",1000,0.734141062923726,7117.26,-20,37,"Consensus",100,"Consensus (1000, 100)"
"775",10000,0.751218223227822,7121.48,-20,37,"Consensus",100,"Consensus (10000, 100)"
"776",1,0.255912828611169,12618,-20,38,"Consensus",1,"Consensus (1, 1)"
"777",10,0.304706372217237,10308,-18,38,"Consensus",1,"Consensus (10, 1)"
"778",100,0.57220689961499,6978,-20,38,"Consensus",1,"Consensus (100, 1)"
"779",1000,0.597827147958584,6696,-20,38,"Consensus",1,"Consensus (1000, 1)"
"780",10000,0.591199547166062,6822,-17,38,"Consensus",1,"Consensus (10000, 1)"
"781",1,0.162884676764817,12827,-20,38,"Consensus",10,"Consensus (1, 10)"
"782",10,0.575475615274807,9981.2,-20,38,"Consensus",10,"Consensus (10, 10)"
"783",100,0.729887168463317,6520.4,-20,38,"Consensus",10,"Consensus (100, 10)"
"784",1000,0.762217434661133,6189.4,-20,38,"Consensus",10,"Consensus (1000, 10)"
"785",10000,0.727163543486778,6229.2,-20,38,"Consensus",10,"Consensus (10000, 10)"
"786",1,0.348749288635416,12760.6666666667,-20,38,"Consensus",30,"Consensus (1, 30)"
"787",10,0.536067298611975,10171.0666666667,-20,38,"Consensus",30,"Consensus (10, 30)"
"788",100,0.722685535143345,6492.2,-20,38,"Consensus",30,"Consensus (100, 30)"
"789",1000,0.772170359131477,6310.8,-20,38,"Consensus",30,"Consensus (1000, 30)"
"790",10000,0.801160858289401,6371.33333333333,-20,38,"Consensus",30,"Consensus (10000, 30)"
"791",1,0.319343573513727,12782.08,-20,38,"Consensus",50,"Consensus (1, 50)"
"792",10,0.604313691241389,10064.04,-20,38,"Consensus",50,"Consensus (10, 50)"
"793",100,0.736453533748773,6449.28,-20,38,"Consensus",50,"Consensus (100, 50)"
"794",1000,0.780078180357498,6426.56,-20,38,"Consensus",50,"Consensus (1000, 50)"
"795",10000,0.779902905778169,6362.76,-20,38,"Consensus",50,"Consensus (10000, 50)"
"796",1,0.34946403010265,12793.68,-20,38,"Consensus",100,"Consensus (1, 100)"
"797",10,0.646422189569305,10075.58,-20,38,"Consensus",100,"Consensus (10, 100)"
"798",100,0.760504408016,6377.22,-20,38,"Consensus",100,"Consensus (100, 100)"
"799",1000,0.757893228868072,6385.36,-20,38,"Consensus",100,"Consensus (1000, 100)"
"800",10000,0.756436213774514,6373.66,-20,38,"Consensus",100,"Consensus (10000, 100)"
"801",1,0.428845339248648,12936,-20,39,"Consensus",1,"Consensus (1, 1)"
"802",10,0.293112385125912,10966,-16,39,"Consensus",1,"Consensus (10, 1)"
"803",100,0.404686148594141,8182,-20,39,"Consensus",1,"Consensus (100, 1)"
"804",1000,0.50203808058571,8378,-17,39,"Consensus",1,"Consensus (1000, 1)"
"805",10000,0.58180043641793,7110,-18,39,"Consensus",1,"Consensus (10000, 1)"
"806",1,0.148024099994548,13542.8,-20,39,"Consensus",10,"Consensus (1, 10)"
"807",10,0.619055931288431,11053.6,-20,39,"Consensus",10,"Consensus (10, 10)"
"808",100,0.721642026078891,7715.4,-20,39,"Consensus",10,"Consensus (100, 10)"
"809",1000,0.701059736586081,7094.8,-20,39,"Consensus",10,"Consensus (1000, 10)"
"810",10000,0.700589478356982,6742.6,-20,39,"Consensus",10,"Consensus (10000, 10)"
"811",1,0.251704860137007,13477.2666666667,-20,39,"Consensus",30,"Consensus (1, 30)"
"812",10,0.718357915202735,10867.3333333333,-20,39,"Consensus",30,"Consensus (10, 30)"
"813",100,0.705139965498008,7337.53333333333,-20,39,"Consensus",30,"Consensus (100, 30)"
"814",1000,0.720732102808137,7006.33333333333,-20,39,"Consensus",30,"Consensus (1000, 30)"
"8152",10000,0.713652967384104,6644.06666666667,-20,39,"Consensus",30,"Consensus (10000, 30)"
"816",1,0.251821892107748,13505,-20,39,"Consensus",50,"Consensus (1, 50)"
"817",10,0.612767684707886,10959.08,-20,39,"Consensus",50,"Consensus (10, 50)"
"818",100,0.712852159807878,7202.36,-20,39,"Consensus",50,"Consensus (100, 50)"
"819",1000,0.729672913355942,7085.04,-20,39,"Consensus",50,"Consensus (1000, 50)"
"820",10000,0.724749893683029,6816.28,-20,39,"Consensus",50,"Consensus (10000, 50)"
"821",1,0.289987181616309,13495.46,-20,39,"Consensus",100,"Consensus (1, 100)"
"822",10,0.620640477851288,10999.32,-20,39,"Consensus",100,"Consensus (10, 100)"
"823",100,0.747961962143386,7141.7,-20,39,"Consensus",100,"Consensus (100, 100)"
"824",1000,0.717894125687283,7132.46,-20,39,"Consensus",100,"Consensus (1000, 100)"
"825",10000,0.750191172784243,7010.48,-20,39,"Consensus",100,"Consensus (10000, 100)"
"826",1,0.308170628893864,12740,-20,3,"Consensus",1,"Consensus (1, 1)"
"827",10,0.481603947381157,9992,-20,3,"Consensus",1,"Consensus (10, 1)"
"828",100,0.576325890348048,7450,-17,3,"Consensus",1,"Consensus (100, 1)"
"829",1000,0.571840759820597,7504,-20,3,"Consensus",1,"Consensus (1000, 1)"
"830",10000,0.506435269585758,8822,-16,3,"Consensus",1,"Consensus (10000, 1)"
"831",1,0.139384437872899,13338.4,-20,3,"Consensus",10,"Consensus (1, 10)"
"832",10,0.509752550899244,11511.4,-20,3,"Consensus",10,"Consensus (10, 10)"
"833",100,0.582624311459379,8331.2,-20,3,"Consensus",10,"Consensus (100, 10)"
"834",1000,0.624164269126506,8341.4,-20,3,"Consensus",10,"Consensus (1000, 10)"
"835",10000,0.614379577758683,8404.4,-20,3,"Consensus",10,"Consensus (10000, 10)"
"836",1,0.196964439707574,13446.6666666667,-20,3,"Consensus",30,"Consensus (1, 30)"
"837",10,0.56952871586623,11781.5333333333,-20,3,"Consensus",30,"Consensus (10, 30)"
"838",100,0.640262349362362,8521.86666666667,-20,3,"Consensus",30,"Consensus (100, 30)"
"839",1000,0.649583847710788,8248.26666666667,-20,3,"Consensus",30,"Consensus (1000, 30)"
"840",10000,0.639957354975174,8535.8,-20,3,"Consensus",30,"Consensus (10000, 30)"
"841",1,0.16858403537985,13457.08,-20,3,"Consensus",50,"Consensus (1, 50)"
"842",10,0.582595328956822,11723.8,-20,3,"Consensus",50,"Consensus (10, 50)"
"843",100,0.631702942123749,8483.64,-20,3,"Consensus",50,"Consensus (100, 50)"
"844",1000,0.651904841108824,8277.44,-20,3,"Consensus",50,"Consensus (1000, 50)"
"845",10000,0.653147814864455,8486.12,-20,3,"Consensus",50,"Consensus (10000, 50)"
"846",1,0.183575525677262,13473.24,-20,3,"Consensus",100,"Consensus (1, 100)"
"847",10,0.537943099265262,11713.14,-20,3,"Consensus",100,"Consensus (10, 100)"
"848",100,0.643118283846929,8464.06,-20,3,"Consensus",100,"Consensus (100, 100)"
"849",1000,0.651904841108824,8335.7,-20,3,"Consensus",100,"Consensus (1000, 100)"
"850",10000,0.670262671322467,8464.9,-20,3,"Consensus",100,"Consensus (10000, 100)"
"851",1,0.3181634302188,11428,-20,40,"Consensus",1,"Consensus (1, 1)"
"852",10,0.506129892188105,7440,-19,40,"Consensus",1,"Consensus (10, 1)"
"853",100,0.569607739925415,6860,-17,40,"Consensus",1,"Consensus (100, 1)"
"854",1000,0.526374703624917,7552,-16,40,"Consensus",1,"Consensus (1000, 1)"
"855",10000,0.512889022448891,7602,-18,40,"Consensus",1,"Consensus (10000, 1)"
"856",1,0.249384592764606,11820.8,-20,40,"Consensus",10,"Consensus (1, 10)"
"857",10,0.589983880913634,9607.8,-20,40,"Consensus",10,"Consensus (10, 10)"
"858",100,0.65743650932763,7074.6,-20,40,"Consensus",10,"Consensus (100, 10)"
"859",1000,0.70244397875119,6741,-20,40,"Consensus",10,"Consensus (1000, 10)"
"860",10000,0.647339274415367,7047.2,-20,40,"Consensus",10,"Consensus (10000, 10)"
"861",1,0.275395094034856,11975.2666666667,-20,40,"Consensus",30,"Consensus (1, 30)"
"862",10,0.65148648569847,9632.86666666667,-20,40,"Consensus",30,"Consensus (10, 30)"
"863",100,0.687705734501835,7008.46666666667,-20,40,"Consensus",30,"Consensus (100, 30)"
"864",1000,0.687976468250715,6786.26666666667,-20,40,"Consensus",30,"Consensus (1000, 30)"
"865",10000,0.687842887527291,7037.2,-20,40,"Consensus",30,"Consensus (10000, 30)"
"866",1,0.289888040077799,11985.36,-20,40,"Consensus",50,"Consensus (1, 50)"
"867",10,0.631935147196522,9672.92,-20,40,"Consensus",50,"Consensus (10, 50)"
"868",100,0.670195733262119,7047.72,-20,40,"Consensus",50,"Consensus (100, 50)"
"869",1000,0.686500350658246,6929.12,-20,40,"Consensus",50,"Consensus (1000, 50)"
"870",10000,0.679723313965344,7160.16,-20,40,"Consensus",50,"Consensus (10000, 50)"
"871",1,0.304745338981547,11980.22,-20,40,"Consensus",100,"Consensus (1, 100)"
"872",10,0.601470246156001,9796.24,-20,40,"Consensus",100,"Consensus (10, 100)"
"873",100,0.661856711312681,7040.02,-20,40,"Consensus",100,"Consensus (100, 100)"
"874",1000,0.658805830992075,6941.54,-20,40,"Consensus",100,"Consensus (1000, 100)"
"875",10000,0.681429399639094,7124.16,-20,40,"Consensus",100,"Consensus (10000, 100)"
"876",1,0.317665420507006,10784,-20,41,"Consensus",1,"Consensus (1, 1)"
"877",10,0.394682380652077,9530,-20,41,"Consensus",1,"Consensus (10, 1)"
"878",100,0.460519591202102,7836,-19,41,"Consensus",1,"Consensus (100, 1)"
"879",1000,0.46706393931951,7420,-15,41,"Consensus",1,"Consensus (1000, 1)"
"880",10000,0.424680504865335,7782,-20,41,"Consensus",1,"Consensus (10000, 1)"
"881",1,0.229847816260281,10958.2,-20,41,"Consensus",10,"Consensus (1, 10)"
"882",10,0.43675020687705,9675.8,-20,41,"Consensus",10,"Consensus (10, 10)"
"883",100,0.643450937429055,7409,-20,41,"Consensus",10,"Consensus (100, 10)"
"884",1000,0.680418011396243,6961.2,-20,41,"Consensus",10,"Consensus (1000, 10)"
"885",10000,0.643414692129893,7483.6,-20,41,"Consensus",10,"Consensus (10000, 10)"
"886",1,0.25130488573532,10994.0666666667,-20,41,"Consensus",30,"Consensus (1, 30)"
"887",10,0.478132092968718,9723.46666666667,-20,41,"Consensus",30,"Consensus (10, 30)"
"888",100,0.641905908685065,7617.6,-20,41,"Consensus",30,"Consensus (100, 30)"
"889",1000,0.677389793929807,7177.06666666667,-20,41,"Consensus",30,"Consensus (1000, 30)"
"890",10000,0.651812469087091,7520.13333333333,-20,41,"Consensus",30,"Consensus (10000, 30)"
"891",1,0.297334688207574,10999.2,-20,41,"Consensus",50,"Consensus (1, 50)"
"892",10,0.584532737362276,9596.84,-20,41,"Consensus",50,"Consensus (10, 50)"
"893",100,0.6533231065289,7610.84,-20,41,"Consensus",50,"Consensus (100, 50)"
"894",1000,0.659094157436602,7233.8,-20,41,"Consensus",50,"Consensus (1000, 50)"
"895",10000,0.646103302099882,7438.44,-20,41,"Consensus",50,"Consensus (10000, 50)"
"896",1,0.274429076518418,11021.88,-20,41,"Consensus",100,"Consensus (1, 100)"
"897",10,0.616939326890892,9644.6,-20,41,"Consensus",100,"Consensus (10, 100)"
"898",100,0.657547691389726,7752.66,-20,41,"Consensus",100,"Consensus (100, 100)"
"899",1000,0.668183690684034,7344.64,-20,41,"Consensus",100,"Consensus (1000, 100)"
"900",10000,0.639276013501686,7428.9,-20,41,"Consensus",100,"Consensus (10000, 100)"
"901",1,0.237833501933031,11776,-20,42,"Consensus",1,"Consensus (1, 1)"
"902",10,0.459784818236938,9008,-20,42,"Consensus",1,"Consensus (10, 1)"
"903",100,0.530300632367937,6982,-20,42,"Consensus",1,"Consensus (100, 1)"
"904",1000,0.626766945698342,5824,-19,42,"Consensus",1,"Consensus (1000, 1)"
"905",10000,0.485883790719747,8270,-20,42,"Consensus",1,"Consensus (10000, 1)"
"906",1,0.122044937350217,11798.8,-20,42,"Consensus",10,"Consensus (1, 10)"
"907",10,0.536864225822428,9807,-20,42,"Consensus",10,"Consensus (10, 10)"
"908",100,0.700476230693016,6896.6,-20,42,"Consensus",10,"Consensus (100, 10)"
"909",1000,0.715874669096906,7019.2,-20,42,"Consensus",10,"Consensus (1000, 10)"
"910",10000,0.710886851814988,6929.4,-20,42,"Consensus",10,"Consensus (10000, 10)"
"911",1,0.264280361654481,11742.5333333333,-20,42,"Consensus",30,"Consensus (1, 30)"
"912",10,0.618691079976064,9877.06666666667,-20,42,"Consensus",30,"Consensus (10, 30)"
"913",100,0.695339640694664,7021.53333333333,-20,42,"Consensus",30,"Consensus (100, 30)"
"914",1000,0.72858893897388,6952.06666666667,-20,42,"Consensus",30,"Consensus (1000, 30)"
"915",10000,0.727676998250921,6994,-20,42,"Consensus",30,"Consensus (10000, 30)"
"916",1,0.375870448169329,11723.16,-20,42,"Consensus",50,"Consensus (1, 50)"
"917",10,0.625039662694086,9890,-20,42,"Consensus",50,"Consensus (10, 50)"
