,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
YNL102W,0.290700,1.480700,0.640700,0.950700,0.150700,-0.619300,-1.159300,-1.109300,-1.399300,-0.969300,-0.479300,0.470700,0.910700,1.120700,1.160700,0.620700,0.440700,-0.419300,-0.119300,-0.869300,-0.829300,-0.769300,-0.479300,-0.119300,0.090700,0.150700,0.670700,0.650700,0.540700,-0.109300,-0.029300,-0.469300,-0.179300,-0.599300,-0.489300,-0.139300,-0.099300,0.260700,0.330700,0.500700,0.020700
YOL017W,1.160000,1.610000,1.040000,0.740000,0.020000,-0.510000,-0.830000,-0.940000,-1.050000,-0.790000,-0.350000,0.350000,0.900000,0.940000,0.960000,0.440000,0.160000,-0.420000,-0.270000,-0.580000,-0.730000,-0.650000,-0.550000,-0.210000,0.000000,0.230000,0.420000,0.400000,0.200000,-0.110000,-0.170000,-0.370000,-0.300000,-0.390000,-0.550000,-0.220000,-0.190000,0.140000,0.140000,0.390000,-0.060000
YOR288C,0.330200,0.750200,0.610200,0.680200,0.320200,-0.129800,-0.409800,-0.389800,-0.279800,-0.449800,-0.219800,-0.049800,0.340200,0.340200,0.430200,0.090200,0.070200,-0.539800,-0.019800,-0.239800,-0.409800,-0.199800,-0.179800,-0.189800,-0.039800,-0.079800,0.150200,0.300200,0.110200,0.080200,-0.239800,-0.449800,-0.039800,-0.109800,-0.139800,-0.069800,-0.159800,0.060200,-0.019800,0.270200,0.120200
YOR368W,0.249500,0.369500,0.579500,0.369500,0.119500,-0.220500,-0.430500,-0.230500,-0.190500,-0.280500,-0.320500,0.069500,0.439500,0.299500,0.459500,0.049500,-0.300500,-0.510500,0.089500,-0.190500,-0.330500,-0.030500,-0.080500,-0.070500,-0.220500,-0.090500,0.199500,0.279500,0.139500,-0.260500,-0.230500,-0.210500,0.059500,0.159500,-0.080500,0.089500,-0.110500,0.099500,0.059500,0.379500,-0.170500
YPL153C,0.790500,1.340500,0.750500,0.600500,0.090500,-0.399500,-0.779500,-0.919500,-1.059500,-0.819500,-0.449500,0.300500,0.770500,0.840500,0.800500,0.420500,0.220500,-0.409500,-0.149500,-0.519500,-0.689500,-0.639500,-0.569500,-0.199500,0.080500,0.110500,0.480500,0.500500,0.340500,-0.009500,-0.059500,-0.299500,-0.189500,-0.369500,-0.379500,-0.209500,-0.119500,0.210500,0.190500,0.400500,0.000500
YBR088C,1.407100,1.457100,1.367100,0.887100,0.097100,-0.802900,-1.372900,-1.532900,-1.662900,-1.692900,-0.762900,0.347100,1.097100,1.227100,1.237100,0.687100,0.217100,-0.352900,-0.122900,-0.522900,-1.062900,-0.832900,-0.632900,-0.212900,0.167100,0.657100,0.777100,0.727100,0.377100,0.167100,-0.262900,-0.492900,-0.272900,-0.412900,-0.662900,-0.182900,-0.362900,0.277100,0.257100,0.667100,0.117100
YCL027W,0.342900,0.392900,0.392900,0.262900,0.232900,-0.177100,-0.297100,-0.247100,-0.167100,-0.127100,-0.007100,0.032900,0.352900,0.302900,0.312900,0.162900,0.122900,-0.367100,0.022900,-0.357100,-0.307100,-0.357100,-0.027100,-0.027100,0.022900,-0.187100,0.172900,0.332900,0.012900,-0.037100,-0.217100,-0.407100,-0.247100,-0.107100,-0.157100,0.142900,-0.007100,0.182900,-0.077100,0.102900,0.002900
YDL003W,1.344900,1.504900,1.244900,0.774900,0.084900,-0.845100,-1.295100,-1.595100,-1.825100,-1.865100,-1.085100,0.234900,1.084900,1.194900,1.144900,0.804900,0.434900,-0.225100,-0.075100,-0.535100,-0.865100,-0.975100,-0.755100,-0.295100,0.164900,0.454900,0.664900,0.814900,0.454900,0.274900,-0.045100,-0.235100,-0.225100,-0.185100,-0.475100,-0.235100,-0.265100,0.294900,0.214900,0.514900,0.194900
YDR507C,0.736600,1.206600,0.766600,0.606600,0.036600,-0.383400,-0.943400,-0.803400,-1.183400,-0.863400,-0.573400,0.196600,0.676600,0.886600,0.906600,0.586600,0.446600,-0.233400,0.066600,-0.423400,-0.483400,-0.553400,-0.413400,-0.123400,0.006600,0.196600,0.436600,0.446600,0.436600,0.016600,-0.023400,-0.393400,-0.183400,-0.433400,-0.483400,-0.203400,-0.213400,0.136600,0.096600,0.166600,-0.143400
YDR517W,0.080500,0.020500,0.200500,0.080500,0.110500,-0.189500,-0.219500,-0.259500,-0.179500,-0.279500,-0.059500,-0.169500,0.070500,0.110500,0.150500,0.010500,0.010500,-0.439500,0.110500,-0.069500,-0.109500,-0.109500,0.040500,-0.099500,0.150500,0.130500,0.350500,0.280500,0.170500,0.070500,-0.059500,-0.539500,-0.119500,0.110500,-0.059500,0.180500,0.020500,0.170500,0.010500,0.100500,0.220500
YER070W,1.200700,1.120700,0.970700,0.860700,0.270700,-0.399300,-1.199300,-1.289300,-1.769300,-1.839300,-1.429300,-0.109300,0.660700,0.910700,1.000700,0.640700,0.370700,-0.129300,0.160700,-0.559300,-0.629300,-0.859300,-0.629300,-0.429300,0.110700,0.490700,0.750700,0.730700,0.480700,0.320700,0.080700,-0.369300,0.020700,-0.249300,-0.319300,-0.089300,-0.169300,0.200700,0.290700,0.440700,0.380700
YER152C,-0.133200,-0.023200,0.036800,0.086800,-0.003200,-0.243200,-0.493200,-0.263200,-0.433200,-0.373200,-0.253200,-0.343200,0.056800,0.406800,0.356800,0.276800,0.236800,-0.263200,0.146800,0.016800,-0.203200,-0.123200,-0.283200,-0.223200,-0.063200,0.416800,0.496800,0.466800,0.516800,0.146800,0.186800,-0.423200,-0.153200,-0.013200,-0.203200,-0.083200,-0.013200,0.136800,0.116800,0.206800,0.296800
YJL073W,0.457100,1.247100,0.847100,0.957100,0.307100,-0.112900,-0.602900,-0.302900,-0.552900,-0.402900,-0.282900,0.137100,0.357100,0.417100,0.637100,-0.062900,0.137100,-0.612900,0.047100,-0.462900,-0.402900,-0.432900,-0.262900,-0.202900,-0.132900,-0.552900,0.117100,0.377100,0.237100,-0.182900,-0.092900,-0.342900,0.017100,-0.522900,-0.172900,0.157100,-0.102900,0.217100,0.097100,0.157100,-0.122900
YKL113C,0.612700,0.982700,0.882700,0.622700,0.112700,-0.687300,-1.027300,-1.127300,-1.137300,-0.927300,-0.217300,0.412700,0.992700,0.962700,1.062700,0.482700,0.212700,-0.367300,-0.047300,-0.387300,-0.817300,-0.597300,-0.517300,-0.157300,0.122700,0.302700,0.552700,0.592700,0.282700,0.122700,-0.197300,-0.437300,-0.307300,-0.307300,-0.467300,-0.197300,-0.267300,0.302700,0.082700,0.322700,0.172700
YOL090W,0.345600,1.135600,0.705600,0.825600,0.285600,-0.384400,-0.944400,-0.674400,-0.834400,-0.774400,-0.484400,0.245600,0.685600,0.795600,0.885600,0.405600,0.255600,-0.444400,0.075600,-0.584400,-0.614400,-0.534400,-0.374400,-0.314400,-0.074400,-0.104400,0.455600,0.575600,0.375600,0.065600,-0.164400,-0.434400,-0.034400,-0.414400,-0.344400,-0.124400,-0.224400,0.115600,0.175600,0.475600,-0.004400
YBR070C,0.525400,0.885400,0.935400,0.875400,0.435400,-0.304600,-0.814600,-1.194600,-0.954600,-1.074600,-0.314600,0.095400,0.605400,0.585400,0.915400,0.515400,0.245400,-0.374600,0.085400,-0.394600,-0.754600,-0.784600,-0.434600,-0.394600,-0.064600,0.115400,0.585400,0.555400,0.455400,0.245400,-0.094600,-0.404600,-0.084600,-0.274600,-0.514600,-0.244600,-0.254600,0.125400,0.175400,0.485400,0.285400
YDL018C,0.845400,0.665400,1.155400,0.605400,0.365400,-0.454600,-0.684600,-0.904600,-0.744600,-0.974600,-0.414600,0.105400,0.665400,0.655400,0.845400,0.465400,0.195400,-0.314600,0.055400,-0.294600,-0.754600,-0.664600,-0.404600,-0.344600,-0.004600,0.005400,0.515400,0.575400,0.215400,0.265400,-0.204600,-0.494600,-0.314600,-0.134600,-0.404600,-0.214600,-0.314600,0.195400,0.045400,0.415400,0.185400
YEL064C,0.020000,0.600000,0.350000,0.510000,0.140000,-0.320000,-0.690000,-0.370000,-0.390000,-0.370000,-0.360000,0.100000,0.420000,0.320000,0.540000,0.010000,-0.130000,-0.560000,0.110000,-0.460000,-0.300000,-0.370000,0.010000,-0.150000,-0.020000,-0.370000,0.390000,0.510000,0.290000,-0.090000,-0.070000,-0.290000,0.180000,-0.030000,-0.090000,-0.170000,0.020000,0.140000,0.260000,0.520000,0.160000
YGR221C,0.621700,1.171700,0.781700,0.441700,-0.278300,-0.828300,-1.188300,-1.268300,-1.528300,-1.258300,-1.258300,-0.418300,0.391700,0.851700,1.011700,0.611700,0.521700,-0.048300,0.061700,-0.558300,-0.678300,-0.748300,-0.678300,-0.418300,-0.028300,0.331700,0.761700,0.891700,0.631700,0.261700,0.331700,-0.098300,0.011700,-0.178300,-0.238300,0.081700,0.001700,0.391700,0.411700,0.631700,0.491700
YHR127W,-0.255900,0.364100,0.164100,0.294100,0.024100,-0.345900,-0.465900,-0.245900,-0.155900,-0.075900,0.114100,0.064100,0.374100,0.274100,0.344100,-0.005900,-0.005900,-0.295900,-0.045900,-0.095900,-0.305900,-0.015900,-0.055900,0.074100,0.014100,-0.035900,0.114100,0.224100,0.084100,-0.135900,-0.145900,-0.275900,-0.075900,0.134100,-0.075900,0.164100,-0.005900,0.254100,0.044100,0.164100,-0.165900
YHR153C,0.965100,1.635100,1.175100,0.805100,0.165100,-0.234900,-0.364900,-0.694900,-0.714900,-0.624900,-0.464900,-0.094900,0.475100,0.545100,0.805100,0.285100,0.015100,-0.224900,-0.174900,-0.354900,-0.644900,-0.444900,-0.524900,-0.394900,-0.194900,0.095100,0.355100,0.295100,0.025100,-0.014900,-0.204900,-0.154900,-0.314900,-0.234900,-0.494900,-0.324900,-0.304900,-0.004900,0.025100,0.475100,0.065100
YIL026C,0.566600,1.476600,0.916600,0.986600,0.186600,-0.323400,-0.873400,-0.983400,-1.183400,-0.963400,-0.513400,0.216600,0.776600,0.926600,1.006600,0.576600,0.486600,-0.323400,-0.043400,-0.623400,-0.703400,-0.723400,-0.613400,-0.353400,-0.033400,0.106600,0.476600,0.466600,0.446600,0.056600,-0.063400,-0.393400,-0.103400,-0.423400,-0.513400,-0.273400,-0.223400,0.046600,0.176600,0.446600,-0.093400
YLR121C,1.402000,1.232000,0.962000,0.692000,0.652000,0.152000,-0.198000,-0.328000,-0.528000,-0.538000,-0.288000,0.052000,0.632000,0.942000,0.772000,0.582000,0.452000,-0.248000,0.112000,-0.308000,-0.528000,-0.668000,-0.628000,-0.488000,-0.058000,0.242000,0.402000,0.312000,0.182000,-0.128000,-0.248000,-0.918000,-0.678000,-0.768000,-0.788000,-0.518000,-0.468000,-0.068000,-0.148000,-0.118000,-0.118000
YLR234W,0.033200,0.853200,0.553200,0.473200,0.263200,-0.046800,-0.256800,-0.366800,-0.626800,-0.176800,-0.146800,0.013200,0.063200,0.373200,0.293200,0.123200,0.363200,-0.316800,-0.006800,-0.056800,-0.196800,-0.206800,-0.286800,-0.196800,-0.026800,-0.006800,0.163200,0.213200,0.233200,0.013200,0.103200,-0.236800,-0.266800,-0.226800,-0.246800,0.003200,-0.146800,0.093200,-0.086800,-0.136800,0.043200
YLR386W,0.014100,0.614100,0.524100,0.594100,0.154100,-0.205900,-0.475900,-0.175900,-0.395900,-0.325900,-0.285900,0.014100,0.354100,0.334100,0.504100,0.154100,0.164100,-0.355900,0.134100,-0.195900,-0.225900,-0.135900,-0.075900,-0.115900,-0.105900,-0.125900,0.284100,0.184100,0.254100,-0.205900,-0.135900,-0.455900,0.054100,-0.215900,-0.225900,0.004100,-0.115900,0.004100,0.044100,0.324100,-0.155900
YML027W,1.280200,1.280200,0.740200,0.600200,0.220200,-0.009800,-0.369800,-0.739800,-1.239800,-1.319800,-1.019800,-0.069800,0.620200,0.880200,0.790200,0.510200,0.600200,-0.109800,0.270200,-0.289800,-0.479800,-0.689800,-0.569800,-0.399800,0.130200,0.190200,0.490200,0.450200,0.350200,0.030200,-0.029800,-0.609800,-0.339800,-0.429800,-0.479800,-0.209800,-0.249800,0.010200,0.040200,0.090200,0.080200
YML060W,0.558800,0.978800,0.968800,0.838800,0.508800,-0.191200,-0.431200,-0.291200,-0.421200,-0.371200,-0.261200,0.198800,0.698800,0.688800,0.818800,0.468800,0.358800,-0.311200,0.148800,-0.301200,-0.421200,-0.451200,-0.401200,-0.351200,-0.221200,0.008800,0.328800,0.308800,0.098800,-0.201200,-0.271200,-0.501200,-0.251200,-0.371200,-0.541200,-0.451200,-0.441200,-0.151200,-0.141200,0.048800,-0.281200
YPL057C,0.192400,0.582400,0.372400,0.712400,0.352400,0.082400,-0.407600,-0.397600,-0.847600,-0.907600,-0.667600,0.062400,0.452400,0.572400,0.682400,0.382400,0.312400,-0.107600,0.232400,-0.387600,-0.477600,-0.557600,-0.307600,-0.137600,-0.047600,0.032400,0.302400,0.442400,0.292400,0.042400,-0.057600,-0.457600,-0.047600,-0.397600,-0.367600,-0.027600,-0.107600,0.142400,0.172400,0.282400,0.012400
YPL255W,0.005600,0.465600,0.245600,0.305600,-0.024400,-0.354400,-0.424400,-0.334400,-0.334400,-0.254400,-0.184400,-0.044400,0.315600,0.395600,0.455600,0.185600,0.195600,-0.324400,0.065600,-0.084400,-0.184400,-0.034400,-0.164400,-0.004400,-0.154400,-0.094400,0.125600,0.245600,0.185600,-0.054400,-0.004400,-0.214400,-0.044400,0.035600,-0.134400,-0.044400,0.015600,0.125600,0.015600,0.265600,-0.154400
YBR275C,-0.154600,0.815400,0.395400,0.735400,0.195400,-0.154600,-0.484600,-0.214600,-0.434600,-0.314600,-0.304600,0.185400,0.425400,0.465400,0.605400,0.175400,0.125400,-0.384600,0.075400,-0.364600,-0.254600,-0.224600,-0.144600,-0.054600,-0.154600,-0.194600,0.195400,0.245400,0.195400,-0.104600,-0.114600,-0.214600,0.035400,-0.324600,-0.274600,0.135400,-0.194600,0.115400,-0.054600,0.255400,-0.254600
YCL040W,0.666800,0.476800,0.386800,0.256800,0.206800,-0.163200,-0.503200,-0.683200,-0.763200,-0.813200,-0.623200,-0.823200,-0.473200,-0.163200,-0.063200,-0.043200,-0.003200,-0.433200,0.106800,-0.243200,-0.333200,-0.283200,-0.103200,-0.183200,0.126800,0.356800,0.446800,0.396800,0.296800,0.346800,0.106800,-0.293200,0.076800,0.286800,0.176800,0.436800,0.296800,0.386800,0.236800,0.346800,0.566800
YCR065W,0.414900,0.774900,0.574900,0.504900,0.054900,-0.405100,-0.795100,-0.685100,-0.875100,-0.685100,-0.605100,-0.255100,0.224900,0.424900,0.574900,0.294900,0.454900,-0.225100,0.144900,-0.345100,-0.335100,-0.375100,-0.365100,-0.215100,-0.125100,0.034900,0.344900,0.494900,0.344900,0.154900,0.044900,-0.275100,-0.015100,-0.115100,-0.215100,0.134900,-0.085100,0.234900,0.094900,0.344900,0.324900
YDR400W,0.366800,0.686800,0.826800,0.736800,0.446800,-0.053200,-0.523200,-0.313200,-0.223200,-0.343200,-0.223200,-0.063200,0.396800,0.466800,0.576800,0.286800,0.226800,-0.293200,0.106800,-0.283200,-0.423200,-0.243200,-0.253200,-0.253200,-0.133200,-0.023200,0.296800,0.256800,0.266800,-0.133200,-0.183200,-0.583200,-0.213200,-0.183200,-0.393200,-0.223200,-0.233200,-0.213200,-0.063200,0.206800,-0.083200
YDR503C,0.657100,0.687100,0.947100,0.647100,0.177100,-0.272900,-0.642900,-0.602900,-0.542900,-0.922900,-0.432900,-0.182900,0.387100,0.397100,0.657100,0.237100,-0.092900,-0.452900,0.207100,-0.282900,-0.452900,-0.322900,-0.242900,-0.272900,-0.052900,-0.102900,0.517100,0.397100,0.397100,0.117100,-0.092900,-0.552900,-0.052900,-0.122900,-0.252900,-0.142900,-0.132900,0.087100,0.197100,0.417100,0.097100
YER095W,0.681000,0.961000,0.761000,0.781000,0.581000,-0.179000,-0.529000,-0.799000,-0.859000,-1.219000,-0.989000,-0.479000,0.311000,0.561000,0.711000,0.421000,0.371000,-0.299000,0.261000,-0.349000,-0.479000,-0.579000,-0.629000,-0.649000,-0.089000,0.291000,0.661000,0.561000,0.531000,0.311000,0.081000,-0.579000,0.011000,-0.189000,-0.199000,-0.319000,-0.229000,0.011000,0.181000,0.321000,0.281000
YGR153W,-0.253700,0.326300,0.306300,0.396300,0.146300,-0.113700,-0.283700,-0.223700,-0.333700,-0.423700,-0.343700,0.266300,0.456300,0.546300,0.776300,0.366300,0.196300,-0.263700,-0.033700,-0.003700,-0.403700,-0.273700,-0.583700,-0.103700,-0.233700,0.156300,0.306300,0.546300,-0.013700,0.176300,-0.193700,0.036300,-0.263700,-0.033700,-0.593700,-0.183700,-0.473700,0.396300,-0.063700,0.326300,-0.033700
YHR143W,0.242200,0.052200,-0.347800,-0.247800,-0.607800,-0.877800,-1.067800,-0.957800,-1.087800,-1.207800,-1.177800,-0.327800,0.232200,0.562200,0.582200,0.512200,0.252200,0.052200,0.202200,-0.177800,-0.157800,-0.407800,-0.257800,-0.157800,0.222200,0.712200,0.652200,0.712200,0.392200,0.602200,0.312200,0.082200,0.392200,0.302200,0.152200,0.232200,0.072200,0.362200,0.322200,0.412200,0.442200
YHR188C,0.175100,0.235100,0.255100,0.305100,0.215100,-0.184900,-0.474900,-0.164900,-0.304900,-0.234900,-0.154900,-0.234900,0.015100,0.175100,0.325100,0.145100,0.155100,-0.344900,0.145100,-0.174900,-0.084900,-0.084900,-0.034900,-0.134900,0.035100,0.055100,0.275100,0.285100,0.165100,-0.004900,-0.064900,-0.514900,-0.064900,-0.024900,-0.074900,0.105100,-0.034900,0.055100,0.005100,0.085100,0.185100
YJL019W,0.197300,0.707300,0.487300,0.527300,0.227300,-0.232700,-0.412700,-0.302700,-0.322700,-0.312700,-0.312700,-0.102700,0.147300,0.197300,0.327300,-0.002700,0.127300,-0.442700,0.167300,-0.342700,-0.182700,-0.162700,-0.082700,-0.142700,-0.092700,-0.282700,0.127300,0.317300,0.197300,0.007300,-0.062700,-0.382700,0.047300,-0.122700,-0.042700,0.127300,-0.012700,0.117300,0.087300,0.177300,0.037300
YLL022C,0.053700,0.463700,0.513700,0.373700,0.213700,-0.386300,-0.486300,-0.596300,-0.456300,-0.406300,-0.096300,-0.096300,0.453700,0.593700,0.573700,0.473700,0.323700,-0.286300,0.093700,0.093700,-0.256300,-0.156300,-0.376300,-0.286300,-0.066300,0.423700,0.323700,0.383700,0.223700,0.063700,-0.036300,-0.416300,-0.366300,-0.066300,-0.316300,-0.216300,-0.266300,0.063700,-0.086300,-0.056300,0.073700
YLR183C,1.137800,1.577800,1.427800,1.097800,0.227800,-0.632200,-1.322200,-1.542200,-1.752200,-1.622200,-0.852200,0.077800,0.797800,1.017800,1.117800,0.747800,0.437800,-0.232200,0.017800,-0.572200,-0.902200,-0.922200,-0.692200,-0.472200,-0.052200,0.207800,0.647800,0.707800,0.577800,0.167800,0.077800,-0.372200,-0.052200,-0.362200,-0.452200,-0.282200,-0.192200,0.127800,0.327800,0.547800,0.207800
YNL072W,0.605100,0.965100,0.885100,0.545100,0.385100,-0.154900,-0.434900,-0.494900,-0.534900,-0.384900,-0.094900,-0.094900,0.415100,0.575100,0.495100,0.215100,0.175100,-0.214900,-0.044900,-0.074900,-0.454900,-0.264900,-0.454900,-0.284900,-0.194900,0.135100,0.195100,0.245100,0.145100,-0.134900,-0.054900,-0.394900,-0.414900,-0.124900,-0.324900,-0.194900,-0.154900,-0.004900,0.015100,0.075100,-0.084900
YNL312W,0.440000,0.797000,0.832000,0.654000,0.397000,-0.334000,-0.676000,-0.867000,-0.848000,-0.991000,-0.486000,-0.055000,0.569000,0.557000,0.727000,0.529000,0.290000,-0.165000,0.134000,-0.375000,-0.521000,-0.542000,-0.386000,-0.328000,-0.046000,0.173000,0.497000,0.468000,0.310000,0.220000,0.004000,-0.433000,-0.106000,-0.085000,-0.500000,-0.221000,-0.281000,0.047000,0.048000,0.428000,0.127000
YOL019W,0.396300,0.546300,0.586300,0.506300,0.376300,0.086300,-0.233700,-0.493700,-0.913700,-0.523700,-0.203700,0.106300,0.296300,0.426300,0.326300,0.286300,0.436300,-0.123700,0.096300,-0.323700,-0.433700,-0.563700,-0.293700,-0.093700,0.136300,0.046300,0.236300,0.416300,0.216300,0.066300,-0.073700,-0.433700,-0.373700,-0.323700,-0.403700,0.026300,-0.103700,0.136300,-0.043700,0.096300,0.106300
YDR348C,0.206100,0.436100,0.316100,0.326100,0.196100,-0.063900,-0.223900,-0.183900,-0.113900,-0.193900,-0.063900,-0.103900,0.156100,0.166100,0.156100,0.126100,0.096100,-0.323900,0.076100,-0.063900,-0.153900,-0.043900,-0.083900,-0.023900,-0.043900,-0.083900,0.036100,0.186100,0.026100,0.006100,-0.073900,-0.383900,-0.043900,0.066100,-0.093900,0.006100,-0.103900,0.036100,-0.093900,0.036100,-0.093900
YJL091C,-0.596600,0.423400,0.083400,0.603400,0.283400,-0.296600,-0.586600,-0.366600,-0.316600,-0.616600,-0.436600,-0.126600,0.243400,0.203400,0.583400,0.033400,0.113400,-0.546600,0.143400,-0.286600,-0.206600,-0.286600,0.003400,-0.126600,-0.056600,-0.256600,0.363400,0.523400,0.353400,0.113400,-0.016600,-0.266600,0.303400,-0.186600,-0.036600,0.043400,0.003400,0.273400,0.243400,0.463400,0.213400
YKL042W,0.615600,0.865600,0.805600,0.655600,0.215600,-0.034400,-0.264400,-0.304400,-0.564400,-0.624400,-0.494400,-0.104400,0.385600,0.485600,0.535600,0.265600,0.385600,-0.264400,-0.074400,-0.144400,-0.224400,-0.374400,-0.414400,-0.344400,-0.194400,-0.044400,0.225600,0.285600,0.065600,0.145600,-0.084400,-0.204400,-0.194400,-0.114400,-0.444400,-0.224400,-0.214400,0.025600,-0.134400,0.235600,-0.114400
YMR076C,0.887300,1.697300,1.327300,1.237300,0.377300,-0.272700,-0.792700,-1.012700,-1.422700,-1.292700,-0.992700,0.057300,0.677300,0.907300,1.097300,0.547300,0.487300,-0.292700,-0.032700,-0.572700,-0.782700,-0.812700,-0.812700,-0.562700,-0.222700,0.007300,0.437300,0.597300,0.487300,0.067300,-0.052700,-0.242700,-0.012700,-0.462700,-0.532700,-0.222700,-0.312700,0.137300,0.177300,0.477300,0.027300
YNL289W,1.163400,1.353400,1.023400,1.073400,0.503400,-0.176600,-0.746600,-1.136600,-1.506600,-1.776600,-1.716600,-0.736600,0.253400,0.863400,0.983400,1.063400,0.823400,0.283400,0.393400,0.023400,-0.536600,-0.436600,-0.846600,-0.506600,-0.356600,0.213400,0.443400,0.613400,0.513400,0.253400,0.063400,-0.246600,-0.136600,-0.196600,-0.416600,-0.446600,-0.386600,-0.056600,0.023400,0.383400,0.053400
YOR074C,0.740000,1.400000,1.230000,1.290000,0.730000,-0.190000,-0.910000,-1.180000,-1.480000,-1.430000,-0.890000,-0.130000,0.640000,0.860000,1.110000,0.810000,0.500000,-0.170000,0.070000,-0.520000,-0.910000,-0.800000,-0.940000,-0.560000,-0.290000,0.270000,0.550000,0.650000,0.460000,0.080000,-0.080000,-0.240000,-0.150000,-0.370000,-0.530000,-0.290000,-0.290000,0.110000,0.190000,0.460000,0.200000
YPL208W,-0.157300,0.422700,0.392700,0.442700,0.122700,-0.367300,-0.597300,-0.397300,-0.217300,-0.527300,-0.467300,0.072700,0.362700,0.412700,0.492700,0.222700,-0.017300,-0.367300,0.302700,-0.237300,-0.197300,-0.177300,0.002700,-0.187300,0.042700,-0.287300,0.342700,0.372700,0.372700,-0.027300,-0.057300,-0.517300,0.132700,-0.007300,-0.037300,-0.127300,-0.047300,-0.047300,0.162700,0.372700,0.022700
YPL241C,0.257400,0.728400,0.997400,0.756400,0.194400,-0.370600,-0.679600,-0.858600,-0.850600,-1.080600,-0.561600,0.212400,0.811400,0.789400,1.089400,0.411400,0.367400,-0.189600,0.247400,-0.363600,-0.667600,-0.510600,-0.420600,-0.293600,-0.177600,-0.006600,0.457400,0.575400,0.321400,0.113400,-0.227600,-0.350600,-0.045600,-0.187600,-0.480600,-0.508600,-0.346600,0.081400,0.160400,0.608400,-0.000600
YPL256C,0.864600,1.094600,0.654600,0.674600,-0.015400,-0.615400,-1.335400,-1.405400,-1.955400,-1.885400,-1.695400,-0.215400,0.524600,0.974600,1.084600,0.904600,0.654600,0.214600,0.394600,-0.215400,-0.585400,-0.635400,-0.715400,-0.425400,-0.035400,0.404600,0.634600,0.824600,0.594600,0.404600,0.204600,-0.145400,0.144600,-0.145400,-0.215400,-0.035400,-0.215400,0.204600,0.264600,0.454600,0.314600
YBR042C,-0.145600,0.154400,0.244400,0.394400,0.054400,-0.285600,-0.545600,-0.245600,-0.125600,-0.255600,-0.115600,0.104400,0.364400,0.264400,0.374400,0.174400,-0.015600,-0.325600,0.104400,-0.085600,-0.165600,0.034400,0.084400,-0.055600,0.014400,-0.145600,0.194400,0.244400,0.134400,-0.035600,-0.185600,-0.585600,0.034400,-0.005600,0.004400,-0.085600,-0.025600,0.074400,0.094400,0.424400,-0.135600
YDL010W,0.422000,1.012000,0.762000,0.952000,0.392000,0.102000,-0.568000,-0.258000,-0.218000,-0.458000,-0.278000,-0.028000,0.402000,0.412000,0.582000,0.252000,0.052000,-0.268000,-0.148000,-0.218000,-0.458000,-0.138000,-0.368000,-0.128000,-0.318000,0.112000,0.062000,0.292000,-0.058000,0.092000,-0.398000,-0.178000,-0.238000,-0.138000,-0.428000,-0.198000,-0.348000,-0.038000,-0.208000,0.312000,-0.128000
YDL197C,0.338300,0.818300,0.688300,0.618300,0.308300,-0.021700,-0.441700,-0.441700,-0.761700,-0.521700,-0.451700,-0.281700,0.188300,0.408300,0.448300,0.288300,0.448300,-0.291700,0.038300,-0.191700,-0.221700,-0.351700,-0.341700,-0.231700,-0.181700,-0.151700,0.208300,0.258300,0.288300,-0.011700,0.098300,-0.281700,-0.141700,-0.071700,-0.141700,0.118300,0.028300,0.048300,-0.061700,-0.081700,0.038300
YDL211C,0.466300,1.026300,0.556300,0.626300,0.256300,0.016300,-0.303700,-0.393700,-0.653700,-0.453700,-0.463700,-0.103700,0.346300,0.536300,0.526300,0.286300,0.336300,-0.093700,0.226300,-0.213700,-0.353700,-0.493700,-0.353700,-0.293700,-0.153700,-0.173700,0.156300,0.286300,0.226300,-0.173700,-0.013700,-0.303700,-0.153700,-0.193700,-0.243700,-0.143700,-0.103700,-0.083700,-0.013700,0.126300,-0.073700
YER104W,0.249300,0.389300,0.619300,0.339300,0.199300,-0.060700,-0.260700,-0.260700,-0.010700,-0.290700,-0.130700,-0.040700,0.189300,0.149300,0.329300,0.079300,0.079300,-0.250700,0.149300,-0.000700,-0.200700,-0.000700,-0.060700,-0.230700,-0.110700,0.019300,0.079300,0.039300,0.079300,-0.030700,-0.150700,-0.380700,-0.090700,0.009300,-0.260700,-0.080700,-0.180700,-0.010700,-0.070700,0.189300,-0.020700
YGR189C,0.546100,0.386100,0.336100,0.416100,0.416100,0.096100,-0.073900,-0.163900,-0.373900,-0.483900,-0.273900,-0.043900,0.216100,0.376100,0.436100,0.346100,0.176100,0.036100,0.156100,-0.233900,-0.203900,-0.513900,-0.193900,-0.123900,0.106100,0.306100,0.336100,0.366100,-0.033900,0.076100,-0.193900,-0.493900,-0.243900,-0.293900,-0.433900,-0.113900,-0.373900,-0.053900,-0.143900,-0.093900,0.026100
