,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
YGR099W,-0.546300,0.133700,0.403700,0.523700,0.543700,0.243700,0.053700,0.143700,0.043700,-0.426300,-0.826300,-0.726300,-0.416300,-0.206300,0.133700,0.013700,0.093700,-0.106300,0.723700,0.363700,0.113700,0.133700,-0.166300,-0.446300,-0.626300,-0.596300,0.003700,0.143700,0.323700,0.153700,0.113700,-0.006300,0.373700,0.223700,0.143700,0.013700,-0.126300,-0.056300,-0.056300,0.173700,0.003700
YJR147W,-0.609500,-0.099500,-0.319500,0.080500,0.120500,0.030500,-0.209500,-0.099500,-0.489500,-0.349500,-0.549500,-0.619500,-0.109500,0.440500,0.460500,0.410500,0.570500,-0.029500,0.410500,0.020500,0.020500,-0.229500,-0.409500,-0.509500,-0.249500,-0.119500,0.340500,0.470500,0.550500,0.330500,0.430500,-0.239500,0.140500,-0.059500,-0.019500,0.030500,-0.069500,0.050500,0.110500,0.120500,0.250500
YLR045C,-0.671700,0.098300,0.198300,0.638300,0.608300,0.398300,0.078300,0.248300,-0.101700,-0.351700,-0.681700,-0.651700,-0.351700,-0.211700,0.128300,0.098300,0.328300,-0.031700,0.568300,0.398300,0.148300,0.188300,-0.211700,-0.311700,-0.521700,-0.441700,-0.111700,0.058300,0.238300,0.108300,0.268300,0.028300,0.308300,0.108300,0.048300,0.008300,-0.101700,-0.121700,-0.121700,-0.101700,-0.201700
YNR009W,-0.300500,0.259500,0.539500,0.689500,0.729500,0.619500,0.339500,0.109500,-0.340500,-0.870500,-1.340500,-1.470500,-0.740500,-0.200500,0.199500,0.169500,0.609500,0.379500,0.829500,0.429500,0.219500,-0.130500,-0.260500,-0.560500,-0.670500,-0.910500,-0.200500,0.109500,0.349500,0.299500,0.429500,0.219500,0.369500,0.319500,0.069500,0.299500,-0.170500,-0.120500,-0.230500,-0.040500,-0.030500
YBL063W,-0.579800,-0.009800,0.310200,0.700200,0.540200,0.480200,0.160200,0.260200,-0.159800,-0.329800,-0.679800,-0.659800,-0.519800,-0.319800,0.050200,-0.069800,0.390200,0.010200,0.480200,0.260200,0.180200,-0.039800,-0.109800,-0.359800,-0.519800,-0.759800,-0.309800,0.050200,0.250200,0.160200,0.170200,0.220200,0.460200,0.070200,0.080200,0.220200,0.010200,0.050200,-0.109800,0.190200,-0.219800
YBR009C,-1.542400,-0.492400,0.257600,0.667600,0.687600,0.377600,0.207600,0.057600,0.107600,-0.712400,-0.752400,-1.032400,-0.622400,-0.252400,0.427600,0.387600,0.237600,0.227600,0.407600,0.417600,-0.072400,0.097600,-0.102400,-0.102400,-0.572400,-0.152400,-0.012400,0.377600,0.057600,0.517600,0.037600,0.147600,0.297600,0.387600,-0.032400,0.277600,-0.342400,0.147600,-0.222400,0.167600,0.037600
YIR034C,0.189300,0.269300,0.129300,0.249300,0.099300,-0.230700,-0.490700,-0.210700,-0.120700,-0.100700,-0.010700,0.049300,0.419300,0.329300,0.439300,0.049300,0.189300,-0.330700,0.209300,-0.140700,-0.060700,-0.030700,0.069300,-0.040700,-0.070700,-0.280700,0.119300,0.169300,0.049300,-0.200700,-0.190700,-0.470700,-0.110700,-0.070700,-0.150700,0.239300,-0.080700,0.169300,-0.070700,0.039300,-0.010700
YBR184W,-0.566800,-0.126800,0.433200,0.873200,0.903200,0.503200,0.403200,0.323200,0.163200,-0.236800,-0.466800,-0.446800,-0.586800,-0.406800,0.083200,0.003200,0.243200,0.113200,0.563200,0.343200,0.103200,0.083200,-0.256800,-0.336800,-0.476800,-0.416800,-0.256800,-0.056800,0.103200,0.063200,-0.096800,0.163200,0.143200,0.123200,-0.006800,-0.006800,-0.346800,-0.156800,-0.376800,0.043200,-0.146800
YMR006C,-1.067100,-0.657100,-0.407100,0.122900,0.432900,0.302900,0.332900,0.482900,0.352900,0.082900,-0.037100,-0.267100,-0.237100,-0.137100,0.062900,-0.017100,0.212900,-0.067100,0.412900,0.132900,0.272900,-0.027100,0.022900,-0.317100,-0.317100,-0.717100,-0.227100,-0.017100,0.012900,0.122900,0.072900,-0.247100,0.292900,0.252900,0.182900,0.332900,0.022900,0.122900,-0.027100,0.042900,0.102900
YOR372C,-0.415600,0.174400,0.274400,0.604400,0.524400,0.404400,0.144400,0.124400,-0.205600,-0.265600,-0.585600,-0.605600,-0.435600,-0.095600,0.064400,0.074400,0.384400,0.044400,0.494400,0.194400,0.064400,-0.045600,-0.185600,-0.255600,-0.405600,-0.565600,-0.185600,0.024400,0.144400,0.084400,0.124400,-0.035600,0.214400,0.154400,0.084400,0.184400,-0.065600,-0.005600,-0.125600,0.024400,-0.125600
YJR053W,-0.681000,-0.251000,-0.091000,0.529000,0.489000,0.449000,0.039000,0.349000,-0.081000,-0.141000,-0.581000,-0.511000,-0.371000,-0.291000,-0.071000,0.109000,0.339000,0.069000,0.559000,0.349000,0.179000,0.189000,-0.121000,-0.231000,-0.461000,-0.601000,-0.181000,0.069000,0.229000,0.189000,0.259000,0.089000,0.329000,0.179000,0.069000,0.109000,-0.041000,-0.111000,-0.171000,0.039000,-0.221000
YKL096W,0.041200,0.171200,0.001200,0.191200,0.361200,0.171200,0.111200,0.081200,-0.368800,-0.588800,-0.898800,-1.108800,-0.928800,-0.728800,-0.328800,-0.288800,0.311200,0.101200,0.701200,0.421200,0.411200,0.301200,0.061200,-0.208800,-0.268800,-0.258800,-0.058800,0.151200,0.191200,0.321200,0.281200,0.161200,0.401200,0.421200,0.171200,0.361200,-0.018800,0.091200,-0.158800,-0.008800,0.231200
YPL269W,-0.617100,-0.017100,-0.027100,0.272900,0.212900,0.152900,-0.067100,0.082900,-0.137100,-0.187100,-0.447100,-0.547100,-0.317100,-0.327100,0.072900,-0.027100,0.272900,-0.137100,0.392900,0.092900,0.192900,0.042900,0.002900,-0.097100,-0.277100,-0.457100,-0.067100,0.102900,0.242900,0.052900,0.192900,0.142900,0.312900,0.042900,0.152900,0.262900,0.102900,0.072900,0.042900,0.242900,-0.007100
YDR451C,-0.052900,-0.092900,-0.142900,0.247100,0.477100,0.477100,0.357100,0.317100,-0.032900,-0.552900,-1.052900,-1.182900,-0.692900,-0.332900,-0.052900,-0.052900,0.407100,0.127100,0.747100,0.657100,0.387100,0.207100,-0.002900,-0.302900,-0.412900,-0.652900,-0.192900,-0.062900,0.247100,0.147100,0.317100,-0.002900,0.397100,0.367100,0.217100,0.067100,-0.042900,-0.122900,-0.072900,0.027100,-0.082900
YLR455W,-0.547300,0.042700,0.142700,0.752700,0.442700,0.372700,0.182700,0.432700,0.192700,-0.077300,-0.557300,-0.577300,-0.527300,-0.407300,-0.077300,-0.077300,0.162700,-0.267300,0.322700,0.222700,0.122700,0.172700,0.032700,-0.097300,-0.517300,-0.527300,-0.297300,0.042700,0.092700,0.002700,0.102700,0.032700,0.332700,0.212700,0.072700,0.092700,0.042700,0.012700,-0.077300,0.262700,-0.267300
YMR215W,-0.881200,-0.261200,0.158800,0.598800,0.608800,0.448800,0.088800,0.288800,-0.131200,-0.511200,-1.141200,-1.241200,-1.071200,-0.341200,0.078800,0.148800,0.348800,0.298800,0.698800,0.238800,0.338800,-0.001200,0.018800,-0.251200,-0.491200,-0.761200,-0.011200,0.268800,0.288800,0.428800,0.288800,0.008800,0.448800,0.288800,0.248800,0.238800,0.008800,-0.011200,-0.021200,0.098800,0.148800
YPL116W,-0.589800,0.060200,0.490200,0.740200,0.620200,0.480200,0.170200,0.230200,0.010200,-0.329800,-0.709800,-0.959800,-0.799800,-0.559800,-0.169800,-0.139800,0.310200,0.010200,0.670200,0.320200,0.260200,0.230200,-0.049800,-0.319800,-0.589800,-0.669800,-0.179800,0.020200,0.270200,0.070200,0.210200,-0.039800,0.420200,0.190200,0.260200,0.210200,0.070200,-0.099800,-0.039800,0.010200,-0.089800
YCR086W,-0.258800,-0.128800,0.441200,0.551200,0.591200,0.691200,0.341200,0.541200,0.441200,-0.108800,-0.528800,-0.818800,-0.598800,-0.378800,-0.238800,-0.088800,0.371200,0.141200,0.351200,0.551200,0.331200,0.251200,-0.088800,-0.258800,-0.538800,-0.368800,-0.108800,-0.168800,-0.038800,0.211200,0.011200,-0.008800,0.021200,0.261200,-0.088800,-0.078800,-0.268800,-0.178800,-0.398800,-0.068800,-0.288800
YGR113W,-0.610500,-0.130500,0.139500,0.349500,0.359500,0.159500,0.079500,0.179500,0.149500,-0.040500,-0.230500,-0.280500,-0.120500,-0.170500,-0.010500,-0.040500,0.159500,-0.170500,0.429500,0.229500,0.219500,0.109500,0.049500,-0.060500,-0.300500,-0.550500,-0.140500,0.009500,0.049500,0.019500,0.039500,-0.120500,0.169500,0.179500,0.109500,0.049500,-0.020500,0.009500,-0.150500,0.049500,-0.150500
YOR073W,-0.791200,-0.211200,0.048800,0.658800,0.668800,0.518800,0.248800,0.458800,-0.011200,-0.091200,-0.461200,-0.601200,-0.681200,-0.391200,-0.051200,-0.001200,0.368800,0.038800,0.538800,0.438800,0.208800,0.158800,-0.111200,-0.231200,-0.521200,-0.651200,-0.411200,0.058800,0.168800,0.238800,0.218800,0.058800,0.288800,0.268800,0.168800,0.218800,-0.101200,-0.101200,-0.291200,-0.141200,-0.191200
YDR219C,-0.693900,-0.183900,0.176100,0.596100,0.486100,0.276100,0.076100,0.186100,0.166100,-0.093900,-0.253900,-0.353900,-0.173900,-0.293900,0.056100,-0.033900,0.096100,0.006100,0.296100,0.186100,-0.013900,0.086100,-0.123900,-0.013900,-0.453900,-0.453900,-0.183900,0.156100,0.036100,-0.023900,-0.053900,0.016100,0.256100,0.236100,-0.023900,0.116100,-0.063900,0.016100,-0.083900,0.296100,-0.243900
YKR010C,-0.782200,-0.162200,-0.032200,0.557800,0.567800,0.407800,0.207800,0.337800,0.077800,-0.122200,-0.462200,-0.492200,-0.432200,-0.292200,-0.092200,0.047800,0.357800,0.037800,0.507800,0.347800,0.197800,0.317800,-0.042200,-0.152200,-0.402200,-0.452200,-0.302200,-0.052200,0.127800,-0.012200,0.157800,-0.012200,0.287800,0.097800,0.037800,0.207800,-0.092200,-0.042200,-0.212200,0.007800,-0.252200
YLR209C,0.080000,-0.020000,0.570000,0.440000,0.420000,0.110000,0.000000,0.150000,0.330000,-0.170000,-0.220000,-0.620000,-0.390000,-0.400000,-0.100000,-0.080000,-0.010000,-0.270000,0.470000,0.270000,0.280000,0.290000,0.160000,-0.170000,-0.290000,-0.200000,-0.020000,-0.160000,0.190000,0.010000,0.010000,-0.380000,0.090000,0.260000,-0.030000,0.070000,-0.140000,-0.230000,-0.190000,0.000000,-0.110000
YMR163C,-0.528500,0.001500,0.221500,0.611500,0.411500,0.291500,0.051500,0.441500,0.361500,-0.068500,-0.338500,-0.568500,-0.568500,-0.488500,-0.018500,-0.128500,0.171500,-0.028500,0.641500,0.261500,0.361500,0.321500,0.211500,-0.138500,-0.398500,-0.658500,-0.228500,-0.088500,0.061500,-0.018500,0.041500,-0.138500,0.351500,0.141500,0.111500,0.081500,-0.098500,-0.198500,-0.188500,0.081500,-0.338500
YML085C,-0.481000,-0.048000,0.028000,0.297000,0.365000,0.164000,0.045000,0.149000,-0.017000,-0.375000,-0.446000,-0.724000,-0.350000,-0.278000,0.069000,-0.003000,0.235000,-0.054000,0.569000,0.244000,0.228000,0.102000,0.059000,-0.187000,-0.207000,-0.274000,0.026000,-0.007000,0.137000,0.084000,0.132000,-0.168000,0.214000,0.185000,0.060000,0.288000,-0.025000,0.045000,-0.084000,-0.022000,0.027000
YEL017W,-0.532200,-0.102200,0.277800,0.467800,0.517800,0.387800,0.077800,0.207800,-0.152200,-0.252200,-0.382200,-0.712200,-0.612200,-0.522200,-0.112200,-0.362200,0.237800,-0.292200,0.477800,0.237800,0.137800,0.157800,-0.012200,-0.152200,-0.202200,-0.332200,-0.022200,0.007800,0.167800,0.147800,0.167800,-0.222200,0.237800,0.207800,0.177800,0.177800,0.107800,0.017800,0.037800,0.127800,0.207800
YGL216W,-0.820500,-0.010500,0.279500,0.629500,0.509500,0.359500,0.119500,0.339500,0.059500,-0.040500,-0.290500,-0.600500,-0.550500,-0.380500,-0.080500,-0.150500,0.309500,-0.150500,0.539500,0.179500,0.249500,0.259500,-0.030500,-0.170500,-0.410500,-0.600500,-0.130500,0.019500,0.199500,-0.020500,0.129500,-0.120500,0.259500,0.149500,0.119500,0.279500,-0.020500,-0.030500,-0.170500,-0.010500,-0.200500
YLR288C,-0.398800,-0.178800,0.131200,0.331200,0.511200,0.201200,0.241200,0.301200,0.331200,0.031200,-0.178800,-0.318800,-0.208800,-0.228800,0.031200,-0.108800,0.111200,-0.078800,0.461200,0.301200,0.141200,0.201200,-0.038800,-0.178800,-0.438800,-0.428800,-0.138800,0.021200,-0.018800,-0.038800,-0.028800,-0.068800,0.081200,0.201200,0.011200,-0.008800,-0.178800,-0.068800,-0.178800,0.031200,-0.158800
YER011W,-0.735400,-0.455400,-0.325400,0.154600,0.354600,0.284600,0.234600,0.284600,0.174600,0.024600,-0.055400,-0.375400,-0.315400,-0.155400,0.054600,0.254600,0.314600,0.274600,0.574600,0.404600,0.334600,0.224600,0.124600,-0.035400,-0.155400,-0.075400,-0.135400,0.044600,0.004600,0.154600,0.004600,-0.305400,0.064600,0.044600,-0.055400,0.104600,-0.205400,-0.145400,-0.395400,-0.375400,-0.195400
YIR010W,-0.830500,-0.320500,0.079500,0.379500,0.529500,0.509500,0.249500,0.359500,0.019500,0.129500,-0.210500,-0.500500,-0.470500,-0.280500,-0.260500,0.029500,0.329500,-0.040500,0.389500,0.359500,0.299500,0.349500,-0.030500,-0.090500,-0.390500,-0.340500,-0.330500,-0.050500,0.089500,-0.000500,0.169500,-0.090500,0.129500,0.249500,0.169500,0.139500,0.019500,-0.070500,-0.170500,-0.270500,-0.230500
YJL105W,-0.323400,-0.243400,-0.063400,0.276600,0.456600,0.216600,0.256600,0.136600,0.036600,-0.013400,-0.093400,-0.263400,-0.273400,-0.293400,-0.243400,-0.083400,0.136600,0.116600,0.196600,0.216600,0.096600,0.116600,-0.043400,-0.093400,-0.153400,-0.203400,-0.173400,-0.043400,0.016600,0.096600,0.126600,0.106600,0.066600,0.136600,-0.023400,0.106600,-0.073400,0.016600,-0.153400,-0.023400,-0.053400
YKL052C,-0.304600,-0.044600,0.215400,0.345400,0.675400,0.275400,0.385400,0.285400,0.315400,0.185400,0.185400,-0.214600,-0.134600,-0.134600,-0.134600,-0.104600,0.125400,-0.214600,0.355400,0.215400,0.175400,0.125400,-0.094600,-0.134600,-0.344600,-0.414600,-0.204600,-0.084600,-0.104600,-0.024600,-0.034600,-0.304600,-0.074600,0.195400,0.035400,-0.024600,-0.134600,-0.084600,-0.294600,-0.244600,-0.204600
YLR210W,-0.608300,-0.118300,0.301700,0.611700,0.641700,0.131700,0.191700,0.451700,0.221700,-0.098300,-0.368300,-0.588300,-0.358300,-0.258300,0.141700,-0.078300,0.111700,-0.238300,0.511700,0.281700,0.311700,0.231700,-0.038300,-0.278300,-0.678300,-0.588300,-0.258300,0.161700,0.021700,-0.138300,-0.048300,0.121700,0.261700,0.251700,0.081700,0.321700,-0.228300,0.131700,-0.308300,0.001700,-0.218300
YMR003W,-1.396600,-0.786600,0.413400,0.823400,0.973400,0.813400,0.783400,0.753400,0.623400,0.003400,-0.476600,-0.896600,-0.836600,-1.106600,-0.526600,-0.086600,0.323400,0.303400,0.493400,0.733400,0.123400,0.293400,-0.216600,-0.186600,-0.776600,-0.936600,-0.626600,-0.086600,-0.426600,0.503400,-0.196600,0.553400,0.273400,0.733400,-0.016600,0.213400,-0.236600,0.323400,-0.506600,0.283400,-0.016600
YNL176C,-0.343900,0.046100,-0.033900,0.326100,0.396100,0.246100,0.156100,0.176100,-0.063900,-0.043900,-0.393900,-0.383900,-0.483900,-0.133900,-0.203900,-0.153900,0.166100,-0.063900,0.356100,-0.033900,0.206100,-0.083900,0.036100,-0.103900,-0.213900,-0.663900,-0.203900,0.166100,0.036100,0.086100,0.066100,-0.083900,0.166100,0.216100,0.136100,0.506100,0.026100,0.106100,-0.023900,-0.033900,0.126100
YOL012C,-0.861200,-0.351200,-0.011200,0.448800,0.518800,0.298800,0.158800,0.288800,0.258800,-0.311200,-0.481200,-0.851200,-0.431200,-0.611200,-0.021200,-0.101200,0.208800,-0.091200,0.608800,0.148800,0.218800,0.248800,0.218800,-0.101200,-0.381200,-0.561200,-0.051200,-0.021200,0.228800,0.048800,0.188800,-0.081200,0.408800,0.388800,0.058800,0.298800,-0.041200,-0.031200,-0.011200,0.128800,0.028800
YMR198W,0.071200,0.451200,0.621200,0.711200,0.561200,0.401200,0.161200,0.501200,0.311200,0.281200,-0.038800,-0.248800,-0.108800,-0.248800,0.161200,-0.098800,0.161200,-0.288800,0.381200,0.151200,0.161200,0.151200,0.111200,-0.108800,-0.438800,-0.608800,-0.238800,-0.208800,-0.058800,-0.238800,-0.118800,-0.368800,0.021200,-0.038800,-0.128800,-0.138800,-0.218800,-0.278800,-0.358800,-0.288800,-0.498800
YPL253C,-0.970000,-0.510000,0.030000,0.470000,0.630000,0.490000,0.340000,0.440000,0.290000,0.040000,-0.180000,-0.460000,-0.470000,-0.500000,-0.160000,-0.050000,0.280000,0.100000,0.450000,0.310000,0.280000,0.250000,-0.030000,-0.120000,-0.550000,-0.620000,-0.390000,-0.070000,0.000000,0.060000,0.140000,0.220000,0.310000,0.240000,0.090000,0.230000,-0.080000,0.010000,-0.280000,-0.040000,-0.220000
YER032W,-1.354900,-0.304900,-0.024900,0.615100,0.445100,0.485100,0.225100,0.525100,0.125100,0.075100,-0.414900,-0.674900,-0.774900,-0.624900,-0.234900,-0.134900,0.425100,0.065100,0.575100,0.235100,0.425100,0.275100,0.115100,-0.044900,-0.434900,-0.684900,-0.304900,-0.194900,0.205100,0.075100,0.275100,0.095100,0.425100,0.185100,0.175100,0.345100,0.075100,-0.014900,-0.104900,0.045100,-0.184900
YIL131C,-1.354100,-0.704100,0.205900,0.655900,0.835900,0.645900,0.475900,0.605900,0.375900,0.105900,-0.294100,-0.894100,-0.944100,-0.894100,-0.394100,-0.124100,0.455900,0.215900,0.775900,0.565900,0.425900,0.415900,0.135900,-0.154100,-0.494100,-0.624100,-0.404100,-0.264100,0.135900,0.045900,0.305900,0.015900,0.355900,0.355900,0.215900,0.085900,-0.004100,-0.224100,-0.254100,-0.124100,-0.264100
YLR437C,-0.109300,-0.229300,0.260700,0.280700,0.690700,0.520700,0.590700,0.250700,0.340700,0.010700,-0.009300,-0.649300,-0.539300,-0.449300,-0.419300,-0.019300,0.210700,0.030700,0.510700,0.500700,0.320700,0.220700,0.000700,-0.219300,-0.199300,-0.279300,-0.239300,-0.189300,-0.179300,0.170700,0.120700,-0.379300,-0.139300,0.270700,0.010700,-0.109300,-0.039300,-0.169300,-0.369300,-0.239300,-0.139300
YBL097W,-0.724100,-0.074100,0.035900,0.305900,0.405900,0.265900,0.085900,0.265900,-0.084100,0.075900,-0.344100,-0.154100,-0.414100,-0.254100,-0.154100,-0.264100,0.115900,-0.214100,0.365900,0.255900,0.205900,0.425900,0.045900,0.065900,-0.324100,-0.424100,-0.224100,0.005900,0.035900,-0.064100,0.045900,-0.074100,0.245900,0.205900,0.215900,0.455900,0.005900,0.215900,-0.154100,-0.224100,-0.184100
YDR179W-A,-0.918500,-0.468500,0.201500,0.591500,0.661500,0.411500,0.341500,0.711500,0.771500,0.201500,-0.208500,-0.088500,-0.328500,-0.298500,-0.048500,-0.178500,-0.148500,-0.178500,0.611500,0.331500,0.341500,0.341500,0.261500,-0.138500,-0.428500,-0.988500,-0.358500,-0.038500,-0.028500,-0.068500,-0.018500,-0.148500,0.331500,0.131500,0.141500,-0.058500,-0.248500,-0.338500,-0.228500,0.001500,-0.428500
YGL101W,-0.747600,-0.587600,-0.077600,0.182400,0.442400,0.122400,0.092400,0.302400,0.502400,-0.067600,-0.147600,-0.387600,-0.177600,-0.397600,-0.087600,-0.197600,-0.047600,-0.107600,0.582400,0.392400,0.222400,0.302400,0.092400,-0.107600,-0.397600,-0.627600,-0.067600,0.022400,-0.087600,0.002400,-0.207600,0.012400,0.402400,0.472400,0.202400,0.032400,-0.037600,0.062400,-0.047600,0.402400,-0.237600
YJR076C,-0.444900,-0.264900,0.195100,0.335100,0.395100,0.185100,0.135100,0.305100,0.265100,0.015100,-0.124900,-0.364900,-0.224900,-0.334900,-0.144900,-0.134900,0.045100,-0.184900,0.415100,0.195100,0.155100,0.205100,0.055100,-0.054900,-0.294900,-0.444900,-0.104900,-0.024900,-0.064900,-0.094900,-0.044900,-0.114900,0.195100,0.255100,0.065100,0.205100,0.025100,0.105100,-0.154900,0.025100,-0.154900
YKL048C,-0.704100,-0.214100,-0.044100,0.275900,0.315900,0.215900,0.215900,0.375900,0.325900,0.125900,-0.224100,-0.204100,-0.234100,-0.264100,0.035900,-0.104100,0.045900,-0.244100,0.435900,0.215900,0.295900,0.195900,0.155900,-0.014100,-0.294100,-0.484100,-0.114100,-0.064100,0.065900,-0.044100,-0.014100,-0.094100,0.285900,0.095900,0.095900,0.035900,-0.064100,-0.044100,-0.114100,0.055900,-0.284100
YKL069W,-0.652700,-0.632700,0.017300,0.057300,0.507300,0.247300,0.567300,0.487300,0.577300,-0.002700,-0.092700,-0.722700,-0.432700,-0.522700,-0.192700,-0.242700,0.187300,-0.142700,0.627300,0.437300,0.247300,0.367300,0.087300,-0.112700,-0.322700,-0.412700,-0.132700,-0.132700,-0.062700,-0.052700,-0.112700,-0.152700,0.257300,0.527300,0.087300,0.297300,-0.072700,-0.012700,-0.202700,-0.002700,-0.162700
YMR190C,-0.703400,-0.283400,-0.123400,0.346600,0.426600,0.356600,0.116600,0.386600,0.066600,0.076600,-0.133400,-0.353400,-0.303400,-0.343400,-0.093400,-0.123400,0.316600,-0.103400,0.466600,0.236600,0.236600,0.316600,0.076600,0.026600,-0.273400,-0.373400,-0.213400,-0.113400,0.096600,-0.063400,0.116600,-0.063400,0.196600,0.136600,0.036600,0.226600,-0.003400,0.046600,-0.243400,-0.113400,-0.283400
YDL028C,-0.779800,-0.379800,-0.099800,0.340200,0.310200,0.150200,0.120200,0.340200,0.170200,0.140200,-0.159800,-0.269800,-0.289800,-0.339800,-0.099800,-0.159800,0.250200,-0.119800,0.360200,0.130200,0.240200,0.330200,0.150200,0.070200,-0.279800,-0.439800,-0.219800,-0.099800,0.110200,-0.079800,0.070200,-0.059800,0.250200,0.230200,0.100200,0.190200,0.070200,0.000200,-0.079800,0.060200,-0.229800
YDR130C,-0.918300,-0.248300,-0.048300,0.331700,0.471700,0.291700,0.321700,0.371700,0.381700,0.151700,-0.108300,-0.448300,-0.358300,-0.478300,-0.128300,-0.328300,0.081700,-0.278300,0.411700,0.311700,0.271700,0.361700,0.031700,-0.008300,-0.398300,-0.548300,-0.288300,-0.028300,-0.128300,-0.088300,-0.058300,0.131700,0.271700,0.261700,0.191700,0.281700,-0.058300,0.151700,-0.138300,0.091700,-0.088300
YDR227W,-0.517600,-0.147600,-0.127600,0.352400,0.232400,0.352400,0.062400,0.362400,-0.087600,0.192400,-0.087600,-0.047600,-0.247600,-0.137600,-0.067600,-0.047600,0.372400,-0.167600,0.182400,0.162400,0.252400,0.182400,0.012400,0.022400,-0.187600,-0.367600,-0.267600,-0.037600,0.132400,0.002400,0.162400,-0.097600,0.112400,0.032400,-0.087600,0.352400,-0.027600,0.062400,-0.267600,-0.287600,-0.287600
YEL016C,-0.902200,-0.572200,-0.342200,0.157800,0.387800,0.157800,0.067800,0.177800,0.197800,-0.052200,-0.162200,-0.452200,-0.342200,-0.432200,-0.172200,-0.252200,0.047800,-0.212200,0.477800,0.307800,0.257800,0.257800,0.147800,-0.032200,-0.232200,-0.332200,-0.042200,0.107800,0.137800,0.107800,0.107800,-0.112200,0.317800,0.287800,0.217800,0.277800,0.077800,0.167800,-0.002200,0.147800,0.047800
YHR031C,-1.040200,-0.620200,0.019800,0.339800,0.539800,0.359800,0.289800,0.389800,0.359800,0.069800,-0.100200,-0.400200,-0.390200,-0.490200,-0.180200,-0.160200,0.199800,-0.160200,0.519800,0.399800,0.379800,0.389800,0.199800,-0.060200,-0.260200,-0.380200,-0.200200,-0.190200,0.149800,0.039800,0.099800,-0.100200,0.289800,0.129800,0.039800,0.129800,-0.030200,-0.070200,-0.200200,-0.010200,-0.290200
YHR146W,-0.826100,-0.526100,-0.006100,0.343900,0.583900,0.433900,0.393900,0.423900,0.333900,0.073900,0.053900,-0.256100,-0.226100,-0.426100,-0.236100,-0.156100,0.213900,-0.306100,0.253900,0.433900,0.303900,0.303900,0.113900,-0.016100,-0.286100,-0.446100,-0.366100,-0.236100,-0.046100,-0.056100,0.073900,-0.026100,0.143900,0.213900,-0.046100,0.413900,-0.096100,0.173900,-0.306100,-0.096100,-0.296100
YJL137C,-1.020500,-0.330500,0.139500,0.589500,0.609500,0.459500,0.339500,0.389500,0.289500,-0.000500,-0.250500,-0.690500,-0.630500,-0.850500,-0.360500,-0.490500,0.159500,-0.200500,0.559500,0.159500,0.189500,0.189500,0.119500,-0.160500,-0.370500,-0.660500,-0.270500,-0.180500,0.139500,-0.030500,0.209500,0.069500,0.409500,0.349500,0.209500,0.419500,0.209500,0.149500,-0.000500,0.129500,0.009500
YPR004C,-0.661500,-0.401500,-0.071500,0.318500,0.418500,0.278500,0.078500,0.348500,0.288500,-0.071500,-0.091500,-0.361500,-0.181500,-0.301500,-0.101500,-0.231500,-0.041500,-0.161500,0.488500,0.218500,0.188500,0.198500,0.088500,-0.101500,-0.091500,-0.231500,-0.081500,-0.101500,0.078500,-0.061500,-0.071500,-0.391500,0.198500,0.238500,0.018500,0.168500,-0.001500,0.008500,-0.041500,0.208500,0.018500
YIL050W,-0.607300,-0.157300,-0.177300,0.232700,0.212700,0.422700,0.102700,0.392700,0.322700,0.312700,-0.047300,-0.207300,-0.227300,-0.197300,-0.147300,-0.127300,-0.007300,-0.227300,0.162700,0.092700,0.002700,0.152700,-0.047300,0.102700,-0.287300,-0.257300,-0.097300,-0.057300,0.002700,0.012700,-0.077300,-0.207300,0.012700,0.282700,-0.017300,0.082700,-0.017300,0.082700,0.022700,0.252700,-0.067300
YBL032W,-1.166100,-0.646100,-0.426100,0.233900,0.353900,0.403900,0.273900,0.483900,0.113900,0.113900,-0.156100,-0.446100,-0.536100,-0.336100,-0.356100,-0.146100,0.123900,-0.036100,0.473900,0.463900,0.373900,0.373900,0.153900,0.033900,-0.106100,-0.276100,-0.156100,-0.026100,0.023900,0.113900,0.163900,-0.346100,0.193900,0.293900,0.213900,0.253900,0.093900,0.033900,-0.106100,-0.046100,-0.046100
YDR325W,-0.924100,-0.244100,-0.124100,0.425900,0.425900,0.265900,0.165900,0.485900,0.365900,0.195900,-0.224100,-0.204100,-0.314100,-0.424100,-0.134100,-0.334100,0.015900,-0.364100,0.585900,0.255900,0.405900,0.335900,0.255900,0.035900,-0.384100,-0.684100,-0.214100,-0.114100,0.035900,-0.114100,0.025900,-0.154100,0.415900,0.165900,0.285900,0.205900,0.005900,-0.014100,-0.114100,0.075900,-0.354100
YBR130C,-1.117600,-0.347600,-0.327600,0.312400,0.322400,0.332400,0.112400,0.482400,0.172400,0.122400,-0.087600,-0.217600,-0.217600,-0.327600,-0.027600,-0.167600,0.192400,-0.147600,0.422400,0.282400,0.252400,0.372400,0.122400,0.132400,-0.357600,-0.327600,-0.247600,-0.017600,-0.027600,-0.107600,0.042400,0.042400,0.252400,0.192400,0.032400,0.362400,0.032400,0.072400,-0.187600,-0.057600,-0.347600
